transaction_id,customer_id_x,source_account_id,destination_account_id,amount,currency,transaction_type,transaction_date,transaction_time,payee_payer_name,description,payment_channel,device_id,device_model,ip_address,ip_address_country,known_device,status,is_flagged,flag_reason,is_fraud,fraud_type,risk_score,location_risk,amount_risk,velocity_risk,ctr_flag,sar_flag,transaction_datetime,hour,day_of_week,is_weekend,is_night,is_business_hours,log_amount,is_round_amount,sin_hour,cos_hour,sin_day_of_week,cos_day_of_week,age,annual_income,is_vulnerable,vulnerability_score,credit_score,digital_literacy_level,risk_profile,customer_tenure_years,txn_per_month,alert_to_txn_ratio,call_to_txn_ratio,risk_velocity,avg_risk_score,max_risk_score,known_device_rate,source_daily_limit,source_monthly_limit,source_is_mule_account,customer_id_y,destination_daily_limit,destination_monthly_limit,destination_is_mule_account,customer_id,amount_to_daily_limit_ratio,amount_to_monthly_limit_ratio,location_risk_score,amount_risk_score,velocity_risk_score,anomaly_score,hesitation_indicators,typing_pattern_anomaly,copy_paste_detected,new_payee_flag,authentication_failures,txn_call_count,txn_escalation_rate,txn_outcome_reached_rate,txn_avg_call_duration,txn_avg_resolution_hours,hours_since_last_call,txn_alert_count,txn_high_priority_rate,txn_avg_alert_risk_score,txn_avg_false_positive_prob,hours_since_last_alert,relative_amount_to_avg,risk_score_gap,device_trust_gap,source_mule_account_rate
TXN-2024-000799,AU-CUST00797,ACC00000568,ACC00001252,234.7,AUD,Payment,2024-12-10,10:43:40,Payee-001205,Investment opportunity,Mobile Banking,DEV-UST00357,Samsung Galaxy S23,203.75.51.46,AU,1,Completed,0,,0,LEGITIMATE,5.0,Low,Low,Low,0,0,2024-12-10 10:43:40,10,1,0,0,1,5.462559809942086,False,0.49999999999999994,-0.8660254037844387,0.7818314824680298,0.6234898018587336,82.94866529774127,56322.0,0,0.01,523.0,Medium,Medium,1.08145106091718,0.21463199647421774,0.0,0.0,0.0,12.666666666666666,28.0,1.0,20498.0,108742.0,0.0,AU-CUST00403,15543.0,37731.0,0.0,AU-CUST00985,0.011449338992145957,0.0021582998445876973,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.666666666666666,0.0,0.0
TXN-2024-000799,AU-CUST00797,ACC00000568,ACC00001252,234.7,AUD,Payment,2024-12-10,10:43:40,Payee-001205,Investment opportunity,Mobile Banking,DEV-UST00357,Samsung Galaxy S23,203.75.51.46,AU,1,Completed,0,,0,LEGITIMATE,5.0,Low,Low,Low,0,0,2024-12-10 10:43:40,10,1,0,0,1,5.462559809942086,False,0.49999999999999994,-0.8660254037844387,0.7818314824680298,0.6234898018587336,82.94866529774127,56322.0,0,0.01,523.0,Medium,Medium,1.08145106091718,0.21463199647421774,0.0,0.0,0.0,12.666666666666666,28.0,1.0,6299.0,61891.0,0.0,AU-CUST00466,15543.0,37731.0,0.0,AU-CUST00985,0.037253968253968255,0.0037920894461319714,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.666666666666666,0.0,0.0
TXN-2024-000799,AU-CUST00797,ACC00000568,ACC00001252,234.7,AUD,Payment,2024-12-10,10:43:40,Payee-001205,Investment opportunity,Mobile Banking,DEV-UST00357,Samsung Galaxy S23,203.75.51.46,AU,1,Completed,0,,0,LEGITIMATE,5.0,Low,Low,Low,0,0,2024-12-10 10:43:40,10,1,0,0,1,5.462559809942086,False,0.49999999999999994,-0.8660254037844387,0.7818314824680298,0.6234898018587336,82.94866529774127,56322.0,0,0.01,523.0,Medium,Medium,1.08145106091718,0.21463199647421774,0.0,0.0,0.0,12.666666666666666,28.0,1.0,9959.0,114245.0,0.0,AU-CUST00431,15543.0,37731.0,0.0,AU-CUST00985,0.023564257028112448,0.0020543388827617597,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.666666666666666,0.0,0.0
TXN-2024-000799,AU-CUST00797,ACC00000568,ACC00001252,234.7,AUD,Payment,2024-12-10,10:43:40,Payee-001205,Investment opportunity,Mobile Banking,DEV-UST00357,Samsung Galaxy S23,203.75.51.46,AU,1,Completed,0,,0,LEGITIMATE,5.0,Low,Low,Low,0,0,2024-12-10 10:43:40,10,1,0,0,1,5.462559809942086,False,0.49999999999999994,-0.8660254037844387,0.7818314824680298,0.6234898018587336,82.94866529774127,56322.0,0,0.01,523.0,Medium,Medium,1.08145106091718,0.21463199647421774,0.0,0.0,0.0,12.666666666666666,28.0,1.0,25000.0,190411.0,0.0,AU-CUST00408,15543.0,37731.0,0.0,AU-CUST00985,0.009387624495020199,0.0012325903829590572,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.666666666666666,0.0,0.0
TXN-2024-000799,AU-CUST00797,ACC00000568,ACC00001252,234.7,AUD,Payment,2024-12-10,10:43:40,Payee-001205,Investment opportunity,Mobile Banking,DEV-UST00357,Samsung Galaxy S23,203.75.51.46,AU,1,Completed,0,,0,LEGITIMATE,5.0,Low,Low,Low,0,0,2024-12-10 10:43:40,10,1,0,0,1,5.462559809942086,False,0.49999999999999994,-0.8660254037844387,0.7818314824680298,0.6234898018587336,78.9514031485284,54488.0,0,0.01,588.0,High,Low,1.3853524982888432,0.17022020272631946,0.0,0.0,0.0,12.666666666666666,28.0,1.0,20498.0,108742.0,0.0,AU-CUST00403,15543.0,37731.0,0.0,AU-CUST00985,0.011449338992145957,0.0021582998445876973,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.666666666666666,0.0,0.0
TXN-2024-000799,AU-CUST00797,ACC00000568,ACC00001252,234.7,AUD,Payment,2024-12-10,10:43:40,Payee-001205,Investment opportunity,Mobile Banking,DEV-UST00357,Samsung Galaxy S23,203.75.51.46,AU,1,Completed,0,,0,LEGITIMATE,5.0,Low,Low,Low,0,0,2024-12-10 10:43:40,10,1,0,0,1,5.462559809942086,False,0.49999999999999994,-0.8660254037844387,0.7818314824680298,0.6234898018587336,78.9514031485284,54488.0,0,0.01,588.0,High,Low,1.3853524982888432,0.17022020272631946,0.0,0.0,0.0,12.666666666666666,28.0,1.0,6299.0,61891.0,0.0,AU-CUST00466,15543.0,37731.0,0.0,AU-CUST00985,0.037253968253968255,0.0037920894461319714,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.666666666666666,0.0,0.0
TXN-2024-000799,AU-CUST00797,ACC00000568,ACC00001252,234.7,AUD,Payment,2024-12-10,10:43:40,Payee-001205,Investment opportunity,Mobile Banking,DEV-UST00357,Samsung Galaxy S23,203.75.51.46,AU,1,Completed,0,,0,LEGITIMATE,5.0,Low,Low,Low,0,0,2024-12-10 10:43:40,10,1,0,0,1,5.462559809942086,False,0.49999999999999994,-0.8660254037844387,0.7818314824680298,0.6234898018587336,78.9514031485284,54488.0,0,0.01,588.0,High,Low,1.3853524982888432,0.17022020272631946,0.0,0.0,0.0,12.666666666666666,28.0,1.0,9959.0,114245.0,0.0,AU-CUST00431,15543.0,37731.0,0.0,AU-CUST00985,0.023564257028112448,0.0020543388827617597,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.666666666666666,0.0,0.0
TXN-2024-000799,AU-CUST00797,ACC00000568,ACC00001252,234.7,AUD,Payment,2024-12-10,10:43:40,Payee-001205,Investment opportunity,Mobile Banking,DEV-UST00357,Samsung Galaxy S23,203.75.51.46,AU,1,Completed,0,,0,LEGITIMATE,5.0,Low,Low,Low,0,0,2024-12-10 10:43:40,10,1,0,0,1,5.462559809942086,False,0.49999999999999994,-0.8660254037844387,0.7818314824680298,0.6234898018587336,78.9514031485284,54488.0,0,0.01,588.0,High,Low,1.3853524982888432,0.17022020272631946,0.0,0.0,0.0,12.666666666666666,28.0,1.0,25000.0,190411.0,0.0,AU-CUST00408,15543.0,37731.0,0.0,AU-CUST00985,0.009387624495020199,0.0012325903829590572,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.666666666666666,0.0,0.0
TXN-2024-000720,AU-CUST00185,ACC00000843,ACC00000318,1147.26,AUD,Payment,2025-01-21,18:03:33,Payee-000699,Bill payment,Online Banking,DEV-UST00024,Samsung Galaxy S23,203.47.178.139,AU,1,Completed,0,,0,LEGITIMATE,9.0,Low,Low,Low,0,0,2025-01-21 18:03:33,18,1,0,0,1,7.046003032072836,False,-1.0,-1.8369701987210297e-16,0.7818314824680298,0.6234898018587336,20.99110198494182,23156.0,1,0.02,349.0,Low,Medium,1.0677618069815196,0.0723948268173034,0.0,0.0,0.0,9.0,9.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN-2024-001559,AU-CUST00904,ACC00000016,ACC00000793,844.4,AUD,Payment,2025-09-06,17:21:33,Payee-000004,Fuel,Mobile Banking,DEV-UST00238,iPhone 14,203.32.229.119,AU,1,Completed,1,,0,LEGITIMATE,24.0,Low,Low,Low,0,1,2025-09-06 17:21:33,17,5,1,0,1,6.739809888132689,False,-0.9659258262890683,-0.25881904510252063,-0.9749279121818236,-0.2225209339563146,35.98083504449008,112093.0,0,0.0,715.0,Medium,Low,1.4428473648186173,0.10920506783271669,0.0,0.0,0.0,19.5,24.0,1.0,0.0,0.0,0.0,,24969.0,117964.0,0.0,AU-CUST00658,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0
TXN-2024-001559,AU-CUST00904,ACC00000016,ACC00000793,844.4,AUD,Payment,2025-09-06,17:21:33,Payee-000004,Fuel,Mobile Banking,DEV-UST00238,iPhone 14,203.32.229.119,AU,1,Completed,1,,0,LEGITIMATE,24.0,Low,Low,Low,0,1,2025-09-06 17:21:33,17,5,1,0,1,6.739809888132689,False,-0.9659258262890683,-0.25881904510252063,-0.9749279121818236,-0.2225209339563146,19.991786447638603,12919.0,0,0.0,672.0,High,Low,0.4654346338124572,0.3037106329903337,0.0,0.0,0.0,19.5,24.0,1.0,0.0,0.0,0.0,,24969.0,117964.0,0.0,AU-CUST00658,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0
TXN-2024-001559,AU-CUST00904,ACC00000016,ACC00000793,844.4,AUD,Payment,2025-09-06,17:21:33,Payee-000004,Fuel,Mobile Banking,DEV-UST00238,iPhone 14,203.32.229.119,AU,1,Completed,1,,0,LEGITIMATE,24.0,Low,Low,Low,0,1,2025-09-06 17:21:33,17,5,1,0,1,6.739809888132689,False,-0.9659258262890683,-0.25881904510252063,-0.9749279121818236,-0.2225209339563146,41.97672826830938,44152.0,1,0.0,593.0,Medium,Medium,1.5058179329226558,0.10487778615268656,0.0,0.0,0.0,19.5,24.0,1.0,0.0,0.0,0.0,,24969.0,117964.0,0.0,AU-CUST00658,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0
TXN-2024-001559,AU-CUST00904,ACC00000016,ACC00000793,844.4,AUD,Payment,2025-09-06,17:21:33,Payee-000004,Fuel,Mobile Banking,DEV-UST00238,iPhone 14,203.32.229.119,AU,1,Completed,1,,0,LEGITIMATE,24.0,Low,Low,Low,0,1,2025-09-06 17:21:33,17,5,1,0,1,6.739809888132689,False,-0.9659258262890683,-0.25881904510252063,-0.9749279121818236,-0.2225209339563146,25.987679671457904,50633.0,0,0.0,571.0,Medium,Low,1.568788501026694,0.10088037286380114,0.0,0.0,0.0,19.5,24.0,1.0,0.0,0.0,0.0,,24969.0,117964.0,0.0,AU-CUST00658,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0
TXN-2024-009471,AU-CUST00247,ACC00000553,ACC00000695,47.12,AUD,Payment,2025-04-16,11:23:51,Payee-000629,Utilities,Mobile Banking,DEV-UST00413,iPhone 14,203.79.95.243,AU,1,Completed,0,,0,LEGITIMATE,39.0,Low,Low,Low,0,0,2025-04-16 11:23:51,11,2,0,0,1,3.873697891106478,False,0.258819045102521,-0.9659258262890682,0.9749279121818236,-0.22252093395631434,71.95619438740589,29442.0,0,0.0,746.0,Medium,Low,1.158110882956879,0.06712611991729842,0.0,0.0,0.0,39.0,39.0,1.0,0.0,0.0,0.0,,25000.0,120315.0,0.0,AU-CUST00596,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN-2024-009471,AU-CUST00247,ACC00000553,ACC00000695,47.12,AUD,Payment,2025-04-16,11:23:51,Payee-000629,Utilities,Mobile Banking,DEV-UST00413,iPhone 14,203.79.95.243,AU,1,Completed,0,,0,LEGITIMATE,39.0,Low,Low,Low,0,0,2025-04-16 11:23:51,11,2,0,0,1,3.873697891106478,False,0.258819045102521,-0.9659258262890682,0.9749279121818236,-0.22252093395631434,71.95619438740589,29442.0,0,0.0,746.0,Medium,Low,1.158110882956879,0.06712611991729842,0.0,0.0,0.0,39.0,39.0,1.0,0.0,0.0,0.0,,5017.0,77886.0,0.0,AU-CUST00546,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN-2024-003139,AU-CUST00085,ACC00000601,ACC00000011,8.64,AUD,Payment,2025-05-04,22:36:39,Payee-000463,Online purchase,Mobile Banking,DEV-UST00665,Samsung Galaxy S23,154.156.121.48,AU,1,Completed,0,,0,LEGITIMATE,14.0,Low,Low,Low,0,0,2025-05-04 22:36:39,22,6,1,1,0,2.265921108622454,False,-0.5000000000000004,0.8660254037844384,-0.7818314824680299,0.6234898018587334,34.98151950718686,64254.0,0,0.0,848.0,High,Low,1.1553730321697468,0.06727448542616384,1.5,0.5,0.0,14.0,14.0,1.0,0.0,0.0,0.0,,25000.0,85800.0,0.0,AU-CUST00007,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN-2024-010455,AU-CUST00051,ACC00001205,ACC00000694,1292.12,AUD,Payment,2024-08-31,04:23:42,Payee-000254,Salary payment,Online Banking,DEV-UST00613,Samsung Galaxy S23,203.83.182.76,AU,1,Blocked,0,,0,LEGITIMATE,14.0,Low,Low,Low,0,0,2024-08-31 04:23:42,4,5,1,1,0,7.164813181890109,False,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,26.986995208761122,25170.0,0,0.01,537.0,High,Low,1.2073921971252566,0.12912634230412304,0.6666666666666666,0.6666666666666666,0.0,16.0,18.0,1.0,0.0,0.0,0.0,,25000.0,42674.0,0.0,AU-CUST00582,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0
TXN-2024-010455,AU-CUST00051,ACC00001205,ACC00000694,1292.12,AUD,Payment,2024-08-31,04:23:42,Payee-000254,Salary payment,Online Banking,DEV-UST00613,Samsung Galaxy S23,203.83.182.76,AU,1,Blocked,0,,0,LEGITIMATE,14.0,Low,Low,Low,0,0,2024-08-31 04:23:42,4,5,1,1,0,7.164813181890109,False,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,19.991786447638603,61805.0,0,0.0,697.0,High,Low,1.2813141683778233,0.1221316614420063,0.6666666666666666,0.6666666666666666,0.0,16.0,18.0,1.0,0.0,0.0,0.0,,25000.0,42674.0,0.0,AU-CUST00582,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0
TXN-2024-010501,AU-CUST00741,ACC00000174,ACC00000120,242.82,AUD,Payment,2025-08-28,02:46:42,Payee-000457,Insurance,Branch,DEV-UST00686,Samsung Galaxy S23,203.199.144.244,AU,1,Completed,0,,0,LEGITIMATE,9.0,Low,Low,Low,0,1,2025-08-28 02:46:42,2,3,0,1,0,5.496430248137,False,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419,0.0,0.0,0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,25000.0,105168.0,0.0,AU-CUST00088,0.0,0.0,0,0,0,0.248,4.0,0.209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN-2024-000310,AU-CUST00016,ACC00000467,ACC00000537,5.03,AUD,Payment,2024-12-13,05:02:35,Payee-000010,Restaurant,Mobile Banking,DEV-UST00510,iPhone 14,203.253.110.225,AU,1,Completed,0,,0,LEGITIMATE,11.0,Low,Low,Low,0,0,2024-12-13 05:02:35,5,4,0,1,0,1.7967470107390942,False,0.9659258262890683,0.25881904510252074,-0.433883739117558,-0.9009688679024191,18.0,22482.0,0,0.0,555.0,Medium,Low,0.3887748117727584,0.3530264588619065,0.0,0.0,0.3333333333333333,12.0,13.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0
TXN-2024-000310,AU-CUST00016,ACC00000467,ACC00000537,5.03,AUD,Payment,2024-12-13,05:02:35,Payee-000010,Restaurant,Mobile Banking,DEV-UST00510,iPhone 14,203.253.110.225,AU,1,Completed,0,,0,LEGITIMATE,11.0,Low,Low,Low,0,0,2024-12-13 05:02:35,5,4,0,1,0,1.7967470107390942,False,0.9659258262890683,0.25881904510252074,-0.433883739117558,-0.9009688679024191,24.98836413415469,14533.0,1,0.0,694.0,Medium,Low,1.054072553045859,0.1465322701970814,0.0,0.0,0.3333333333333333,12.0,13.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0
TXN-2024-009586,AU-CUST00810,ACC00000956,ACC00000537,241.95,AUD,Payment,2024-12-24,13:24:19,Payee-000364,Bill payment,Mobile Banking,DEV-UST00254,iPhone 14,203.97.217.49,AU,1,Completed,0,,0,LEGITIMATE,6.0,Low,Low,Low,0,0,2024-12-24 13:24:19,13,1,0,0,1,5.492855660851912,False,-0.2588190451025208,-0.9659258262890683,0.7818314824680298,0.6234898018587336,38.978781656399725,67713.0,0,0.0,486.0,Medium,Low,1.4948665297741273,0.10560555133904369,0.0,0.6666666666666666,0.0,10.5,15.0,1.0,25000.0,196825.0,0.0,AU-CUST00760,0.0,0.0,0.0,,0.00967761289548418,0.0012292583296922154,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.5,0.0,0.0
TXN-2024-001176,AU-CUST00391,ACC00000865,ACC00000728,11.69,AUD,Payment,2025-09-22,18:30:19,Payee-000769,Online purchase,Mobile Banking,DEV-UST00474,iPhone 13,203.93.79.82,AU,1,Completed,0,,0,LEGITIMATE,41.0,Low,Low,Low,0,0,2025-09-22 18:30:19,18,0,0,0,1,2.540814281726296,False,-1.0,-1.8369701987210297e-16,0.0,1.0,0.0,0.0,0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25000.0,188436.0,0.0,AU-CUST00665,25000.0,169778.0,0.0,AU-CUST00611,0.00046758129674813004,6.203664885346296e-05,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN-2024-007740,AU-CUST00529,ACC00000348,ACC00000406,1042.75,AUD,Payment,2025-06-20,21:52:17,Payee-001186,Restaurant,Mobile Banking,DEV-UST00992,iPhone 13,203.50.122.164,AU,1,Completed,0,,0,LEGITIMATE,72.0,Low,Low,Low,0,0,2025-06-20 21:52:17,21,4,0,0,0,6.950575276165066,False,-0.7071067811865477,0.7071067811865474,-0.433883739117558,-0.9009688679024191,0.0,0.0,0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25000.0,37935.0,0.0,AU-CUST00267,25000.0,54545.0,0.0,AU-CUST00298,0.04170833166673333,0.027487083509067905,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
TXN-2024-005744,AU-CUST00887,ACC00000573,ACC00001140,570.29,AUD,Payment,2025-07-17,11:24:41,Payee-001004,Salary payment,ATM,DEV-UST00192,Samsung Galaxy S23,203.139.211.239,AU,1,Completed,0,,0,LEGITIMATE,19.0,Low,Low,Low,0,0,2025-07-17 11:24:41,11,3,0,0,1,6.347896961638835,False,0.258819045102521,-0.9659258262890682,0.43388373911755823,-0.900968867902419,39.97809719370294,56424.0,0,0.0,710.0,Medium,Low,0.7529089664613279,0.19930427665234296,0.0,0.0,0.3333333333333333,19.5,20.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0
TXN-2024-007176,AU-CUST00731,ACC00000712,ACC00000137,98.86,AUD,Payment,2024-08-06,22:44:11,Payee-000137,Grocery shopping,Card Payment,DEV-UST00291,iPhone 14,203.95.227.32,AU,1,Completed,0,,0,LEGITIMATE,63.0,Low,Medium,Low,0,0,2024-08-06 22:44:11,22,1,0,1,0,4.603769205072463,False,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336,56.96646132785763,29605.0,0,0.0,645.0,Medium,Low,1.2813141683778233,0.18319749216300943,0.0,0.0,0.0,28.0,63.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0
TXN-2024-008488,AU-CUST00980,ACC00000562,ACC00000412,286.57,AUD,Payment,2025-09-30,17:45:38,Payee-000726,Bill payment,Mobile Banking,DEV-UST00300,iPhone 13,129.239.167.107,AU,1,Completed,0,,0,LEGITIMATE,35.0,Low,Low,Low,0,0,2025-09-30 17:45:38,17,1,0,0,1,5.661466308862253,False,-0.9659258262890683,-0.25881904510252063,0.7818314824680298,0.6234898018587336,0.0,0.0,0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN-2024-008682,AU-CUST00017,ACC00001061,ACC00000829,15.24,AUD,Payment,2024-04-09,11:36:19,Payee-000271,Rent payment,Mobile Banking,DEV-UST00291,Samsung Galaxy S23,203.14.8.24,AU,1,Completed,0,,0,LEGITIMATE,10.0,Low,Low,Low,0,0,2024-04-09 11:36:19,11,1,0,0,1,2.787477334733532,False,0.258819045102521,-0.9659258262890682,0.7818314824680298,0.6234898018587336,49.97125256673511,43985.0,0,0.0,614.0,High,Low,1.2566735112936345,0.06218873707061678,0.5,0.0,0.0,10.0,10.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN-2024-008682,AU-CUST00017,ACC00001061,ACC00000829,15.24,AUD,Payment,2024-04-09,11:36:19,Payee-000271,Rent payment,Mobile Banking,DEV-UST00291,Samsung Galaxy S23,203.14.8.24,AU,1,Completed,0,,0,LEGITIMATE,10.0,Low,Low,Low,0,0,2024-04-09 11:36:19,11,1,0,0,1,2.787477334733532,False,0.258819045102521,-0.9659258262890682,0.7818314824680298,0.6234898018587336,22.989733059548254,108005.0,0,0.0,718.0,High,Low,0.5174537987679672,0.13870692110509825,0.5,0.0,0.0,10.0,10.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN-2024-009624,AU-CUST00419,ACC00000756,ACC00000265,5.52,AUD,Payment,2025-09-05,16:00:01,Payee-001030,Online purchase,Mobile Banking,DEV-UST00635,iPhone 14,203.131.245.215,AU,1,Completed,0,,0,LEGITIMATE,11.0,Low,Low,Low,0,0,2025-09-05 16:00:01,16,4,0,0,1,1.8748743759385615,False,-0.8660254037844385,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,58.965092402464066,96055.0,0,0.0,585.0,Medium,Medium,1.2347707049965777,0.2528884850058419,1.4,0.4,0.0,16.25,34.0,1.0,0.0,0.0,0.0,,25000.0,104839.0,0.0,AU-CUST00202,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.25,0.0,0.0
TXN-2024-009624,AU-CUST00419,ACC00000756,ACC00000265,5.52,AUD,Payment,2025-09-05,16:00:01,Payee-001030,Online purchase,Mobile Banking,DEV-UST00635,iPhone 14,203.131.245.215,AU,1,Completed,0,,0,LEGITIMATE,11.0,Low,Low,Low,0,0,2025-09-05 16:00:01,16,4,0,0,1,1.8748743759385615,False,-0.8660254037844385,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,58.965092402464066,96055.0,0,0.0,585.0,Medium,Medium,1.2347707049965777,0.2528884850058419,1.4,0.4,0.0,16.25,34.0,1.0,0.0,0.0,0.0,,25000.0,110505.0,0.0,AU-CUST00242,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.25,0.0,0.0
