account_id,customer_id,is_mule_account,in_degree,out_degree,total_degree,pagerank_centrality,betweenness_centrality,in_flow,out_flow,flow_ratio,avg_transaction_amount
ACC00000873,AU-CUST00653,0,1,7,8,0.001230615574245236,0.0001494020948933266,25.4,1364.6299999999999,53.7255905511811,173.75375
ACC00000395,AU-CUST00327,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
ACC00000395,AU-CUST00327,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
ACC00000148,AU-CUST00116,0,1,2,3,0.000702877648242838,0.0,873.96,1101.99,1.260915831388164,658.65
ACC00000880,AU-CUST00685,0,2,0,2,0.0007727441270605169,0.0,350.12,0.0,0.0,175.06
ACC00000300,AU-CUST00228,0,2,1,3,0.0024871488841388813,0.0,295.58000000000004,259.34,0.8773935990256443,184.97333333333336
ACC00000300,AU-CUST00228,0,2,1,3,0.0024871488841388813,0.0,295.58000000000004,259.34,0.8773935990256443,184.97333333333336
ACC00000300,AU-CUST00228,0,2,1,3,0.0024871488841388813,0.0,295.58000000000004,259.34,0.8773935990256443,184.97333333333336
ACC00000300,AU-CUST00228,0,2,1,3,0.0024871488841388813,0.0,295.58000000000004,259.34,0.8773935990256443,184.97333333333336
ACC00001243,AU-CUST00976,0,0,1,1,0.0004932782117898014,0.0,0.0,164.68,164680000.0,164.68
ACC00001243,AU-CUST00976,0,0,1,1,0.0004932782117898014,0.0,0.0,164.68,164680000.0,164.68
ACC00000411,AU-CUST00313,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
ACC00000411,AU-CUST00313,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
ACC00001098,AU-CUST00858,0,4,1,5,0.001485333438948432,0.0,742.52,326.7,0.4399881484673813,213.844
ACC00001098,AU-CUST00858,0,4,1,5,0.001485333438948432,0.0,742.52,326.7,0.4399881484673813,213.844
ACC00000114,AU-CUST00083,0,1,1,2,0.000702877648242838,0.0,464.29,116.22,0.250317689375175,290.255
ACC00000112,AU-CUST00083,0,2,0,2,0.003993999357292545,0.0,167.18,0.0,0.0,83.59
ACC00001240,AU-CUST00982,1,1,1,2,0.0014828795237789528,2.988041897866532e-05,350.43,90.39,0.2579402448420512,220.41
ACC00000448,AU-CUST00351,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
ACC00000232,AU-CUST00183,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
ACC00000232,AU-CUST00183,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
ACC00000539,AU-CUST00353,0,1,0,1,0.0008809640111493053,0.0,74.13,0.0,0.0,74.13
ACC00000539,AU-CUST00353,0,1,0,1,0.0008809640111493053,0.0,74.13,0.0,0.0,74.13
ACC00000776,AU-CUST00606,0,0,2,2,0.0004932782117898014,0.0,0.0,806.52,806520000.0,403.26
ACC00000776,AU-CUST00606,0,0,2,2,0.0004932782117898014,0.0,0.0,806.52,806520000.0,403.26
ACC00000845,AU-CUST00645,0,1,0,1,0.0010312013266335195,0.0,242.11,0.0,0.0,242.11
ACC00000845,AU-CUST00645,0,1,0,1,0.0010312013266335195,0.0,242.11,0.0,0.0,242.11
ACC00000845,AU-CUST00645,0,1,0,1,0.0010312013266335195,0.0,242.11,0.0,0.0,242.11
ACC00000845,AU-CUST00645,0,1,0,1,0.0010312013266335195,0.0,242.11,0.0,0.0,242.11
ACC00000671,AU-CUST00572,0,1,1,2,0.0010312013266335195,0.0,53.63,32.18,0.6000372925601343,42.905
ACC00000671,AU-CUST00572,0,1,1,2,0.0010312013266335195,0.0,53.63,32.18,0.6000372925601343,42.905
ACC00000671,AU-CUST00572,0,1,1,2,0.0010312013266335195,0.0,53.63,32.18,0.6000372925601343,42.905
ACC00000324,AU-CUST00251,0,0,3,3,0.0004932782117898014,0.0,0.0,110.81,110810000.0,36.93666666666667
ACC00000095,AU-CUST00060,0,1,0,1,0.0009124770846958745,0.0,5.02,0.0,0.0,5.02
ACC00000095,AU-CUST00060,0,1,0,1,0.0009124770846958745,0.0,5.02,0.0,0.0,5.02
ACC00000870,AU-CUST00713,0,2,0,2,0.0013316759576019474,0.0,750.69,0.0,0.0,375.345
ACC00000870,AU-CUST00713,0,2,0,2,0.0013316759576019474,0.0,750.69,0.0,0.0,375.345
ACC00000870,AU-CUST00713,0,2,0,2,0.0013316759576019474,0.0,750.69,0.0,0.0,375.345
ACC00001127,AU-CUST00888,0,2,2,4,0.0025015922842325784,9.960139659555106e-05,221.77,384.69,1.7346349821887541,151.615
ACC00001127,AU-CUST00888,0,2,2,4,0.0025015922842325784,9.960139659555106e-05,221.77,384.69,1.7346349821887541,151.615
ACC00001047,AU-CUST00833,0,0,1,1,0.0004932782117898014,0.0,0.0,332.63,332630000.0,332.63
ACC00000844,AU-CUST00674,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
ACC00001179,AU-CUST00924,0,1,0,1,0.000702877648242838,0.0,400.97,0.0,0.0,400.97
ACC00001179,AU-CUST00924,0,1,0,1,0.000702877648242838,0.0,400.97,0.0,0.0,400.97
ACC00000614,AU-CUST00440,0,2,1,3,0.0015009127575842875,0.0,621.63,313.91,0.5049788459372939,311.84666666666664
ACC00000614,AU-CUST00440,0,2,1,3,0.0015009127575842875,0.0,621.63,313.91,0.5049788459372939,311.84666666666664
ACC00000614,AU-CUST00440,0,2,1,3,0.0015009127575842875,0.0,621.63,313.91,0.5049788459372939,311.84666666666664
ACC00000900,AU-CUST00645,0,1,1,2,0.000702877648242838,0.0,6.72,136.46,20.30654761904762,71.59
ACC00000900,AU-CUST00645,0,1,1,2,0.000702877648242838,0.0,6.72,136.46,20.30654761904762,71.59
ACC00000687,AU-CUST00533,0,0,1,1,0.0004932782117898014,0.0,0.0,8.84,8840000.0,8.84
ACC00000687,AU-CUST00533,0,0,1,1,0.0004932782117898014,0.0,0.0,8.84,8840000.0,8.84
ACC00000602,AU-CUST00487,0,0,2,2,0.0004932782117898014,0.0,0.0,112.21,112210000.0,56.105
ACC00000178,AU-CUST00134,0,0,1,1,0.0004932782117898014,0.0,0.0,73.68,73680000.00000001,73.68
ACC00000178,AU-CUST00134,0,0,1,1,0.0004932782117898014,0.0,0.0,73.68,73680000.00000001,73.68
ACC00000702,AU-CUST00555,0,0,1,1,0.0004932782117898014,0.0,0.0,7.88,7880000.0,7.88
ACC00001004,AU-CUST00785,0,2,0,2,0.0009124770846958745,0.0,97.04,0.0,0.0,48.52
ACC00001059,AU-CUST00847,0,1,1,2,0.000702877648242838,0.0,217.4,8.05,0.03702851885924563,112.72500000000001
ACC00000835,AU-CUST00599,0,1,1,2,0.0009124770846958745,4.980069829777553e-06,462.74,63.71,0.13767990664303928,263.225
ACC00000237,AU-CUST00175,0,3,0,3,0.0012862383603442517,0.0,877.23,0.0,0.0,292.41
ACC00000237,AU-CUST00175,0,3,0,3,0.0012862383603442517,0.0,877.23,0.0,0.0,292.41
ACC00000164,AU-CUST00123,0,2,0,2,0.001035794510472806,0.0,650.1099999999999,0.0,0.0,325.05499999999995
ACC00000164,AU-CUST00123,0,2,0,2,0.001035794510472806,0.0,650.1099999999999,0.0,0.0,325.05499999999995
ACC00000281,AU-CUST00226,0,0,2,2,0.0004932782117898014,0.0,0.0,359.95,359950000.0,179.975
ACC00000329,AU-CUST00295,0,2,1,3,0.0045015218685805145,2.988041897866532e-05,365.71000000000004,31.54,0.08624319816247845,132.41666666666669
ACC00000329,AU-CUST00295,0,2,1,3,0.0045015218685805145,2.988041897866532e-05,365.71000000000004,31.54,0.08624319816247845,132.41666666666669
ACC00000769,AU-CUST00655,0,1,0,1,0.000702877648242838,0.0,99.13,0.0,0.0,99.13
ACC00000312,AU-CUST00276,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
ACC00000030,AU-CUST00017,0,0,2,2,0.0004932782117898014,0.0,0.0,1635.69,1635690000.0000002,817.845
ACC00001028,AU-CUST00807,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
ACC00000209,AU-CUST00153,0,2,0,2,0.001001520266149108,0.0,269.33,0.0,0.0,134.665
ACC00000209,AU-CUST00153,0,2,0,2,0.001001520266149108,0.0,269.33,0.0,0.0,134.665
ACC00000500,AU-CUST00341,0,0,5,5,0.0004932782117898014,0.0,0.0,340.37,340370000.0,68.074
ACC00001149,AU-CUST00900,0,0,2,2,0.0004932782117898014,0.0,0.0,1179.98,1179980000.0,589.99
ACC00000771,AU-CUST00602,0,1,2,3,0.0013444186475758515,0.0,25.53,146.2,5.72659616137877,57.24333333333333
ACC00000771,AU-CUST00602,0,1,2,3,0.0013444186475758515,0.0,25.53,146.2,5.72659616137877,57.24333333333333
ACC00000736,AU-CUST00584,0,2,0,2,0.0010342992168395392,0.0,666.15,0.0,0.0,333.075
ACC00000736,AU-CUST00584,0,2,0,2,0.0010342992168395392,0.0,666.15,0.0,0.0,333.075
ACC00001069,AU-CUST00834,0,2,1,3,0.002576475688307259,1.494020948933266e-05,751.93,33.39,0.04440572925671273,261.7733333333333
ACC00001069,AU-CUST00834,0,2,1,3,0.002576475688307259,1.494020948933266e-05,751.93,33.39,0.04440572925671273,261.7733333333333
ACC00000203,AU-CUST00156,0,1,0,1,0.0006262130710031006,0.0,105.06,0.0,0.0,105.06
ACC00000203,AU-CUST00156,0,1,0,1,0.0006262130710031006,0.0,105.06,0.0,0.0,105.06
ACC00000015,AU-CUST00015,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
ACC00000015,AU-CUST00015,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
ACC00001179,AU-CUST00912,0,1,0,1,0.000702877648242838,0.0,400.97,0.0,0.0,400.97
ACC00001179,AU-CUST00912,0,1,0,1,0.000702877648242838,0.0,400.97,0.0,0.0,400.97
ACC00001243,AU-CUST00977,0,0,1,1,0.0004932782117898014,0.0,0.0,164.68,164680000.0,164.68
ACC00001243,AU-CUST00977,0,0,1,1,0.0004932782117898014,0.0,0.0,164.68,164680000.0,164.68
ACC00000539,AU-CUST00440,0,1,0,1,0.0008809640111493053,0.0,74.13,0.0,0.0,74.13
ACC00000539,AU-CUST00440,0,1,0,1,0.0008809640111493053,0.0,74.13,0.0,0.0,74.13
ACC00000611,AU-CUST00465,0,0,4,4,0.0004932782117898014,0.0,0.0,2954.32,2954320000.0000005,738.58
ACC00000611,AU-CUST00465,0,0,4,4,0.0004932782117898014,0.0,0.0,2954.32,2954320000.0000005,738.58
ACC00000611,AU-CUST00465,0,0,4,4,0.0004932782117898014,0.0,0.0,2954.32,2954320000.0000005,738.58
ACC00000611,AU-CUST00465,0,0,4,4,0.0004932782117898014,0.0,0.0,2954.32,2954320000.0000005,738.58
ACC00001049,AU-CUST00848,1,1,0,1,0.000702877648242838,0.0,1069.69,0.0,0.0,1069.69
ACC00000024,AU-CUST00019,0,2,1,3,0.0010172768029223928,0.0,122.44,271.89,2.220597843841882,131.44333333333333
ACC00000953,AU-CUST00798,0,0,1,1,0.0004932782117898014,0.0,0.0,8.61,8610000.0,8.61
ACC00000953,AU-CUST00798,0,0,1,1,0.0004932782117898014,0.0,0.0,8.61,8610000.0,8.61
ACC00000953,AU-CUST00798,0,0,1,1,0.0004932782117898014,0.0,0.0,8.61,8610000.0,8.61
ACC00000953,AU-CUST00798,0,0,1,1,0.0004932782117898014,0.0,0.0,8.61,8610000.0,8.61
ACC00000606,AU-CUST00509,0,3,0,3,0.0015412753940549843,0.0,425.94000000000005,0.0,0.0,141.98000000000002
ACC00000606,AU-CUST00509,0,3,0,3,0.0015412753940549843,0.0,425.94000000000005,0.0,0.0,141.98000000000002
ACC00001183,AU-CUST00931,0,1,0,1,0.000702877648242838,0.0,36.95,0.0,0.0,36.95
ACC00000247,AU-CUST00191,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
ACC00001171,AU-CUST00911,0,1,2,3,0.0008511353739602396,0.0001494020948933266,145.48,229.22,1.5756117679406105,124.89999999999999
ACC00000921,AU-CUST00675,0,2,1,3,0.0012111197026021445,4.980069829777553e-06,334.63,74.69,0.2232017452111287,136.44
ACC00000439,AU-CUST00370,0,1,2,3,0.001268649810508809,0.0,416.89,267.73,0.6422077766317255,228.20666666666668
ACC00000845,AU-CUST00673,0,1,0,1,0.0010312013266335195,0.0,242.11,0.0,0.0,242.11
ACC00000845,AU-CUST00673,0,1,0,1,0.0010312013266335195,0.0,242.11,0.0,0.0,242.11
ACC00000845,AU-CUST00673,0,1,0,1,0.0010312013266335195,0.0,242.11,0.0,0.0,242.11
ACC00000845,AU-CUST00673,0,1,0,1,0.0010312013266335195,0.0,242.11,0.0,0.0,242.11
ACC00001030,AU-CUST00821,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
ACC00001030,AU-CUST00821,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
ACC00000355,AU-CUST00238,0,1,0,1,0.0005980779300163196,0.0,1002.48,0.0,0.0,1002.48
ACC00000355,AU-CUST00238,0,1,0,1,0.0005980779300163196,0.0,1002.48,0.0,0.0,1002.48
ACC00000116,AU-CUST00068,0,0,1,1,0.0004932782117898014,0.0,0.0,45.63,45630000.00000001,45.63
ACC00000814,AU-CUST00624,0,2,0,2,0.001001520266149108,0.0,1023.61,0.0,0.0,511.805
ACC00000814,AU-CUST00624,0,2,0,2,0.001001520266149108,0.0,1023.61,0.0,0.0,511.805
ACC00000670,AU-CUST00528,0,2,2,4,0.0014782492469618456,0.0,403.94,131.18,0.3247512006733673,133.78
ACC00000648,AU-CUST00485,0,1,1,2,0.0010325016852833905,0.0,12.55,5.04,0.4015936254980079,8.795
ACC00000648,AU-CUST00485,0,1,1,2,0.0010325016852833905,0.0,12.55,5.04,0.4015936254980079,8.795
ACC00000264,AU-CUST00204,0,0,2,2,0.0004932782117898014,0.0,0.0,551.66,551660000.0,275.83
ACC00000973,AU-CUST00739,0,3,0,3,0.0019707347645478678,0.0,179.46,0.0,0.0,59.82
ACC00000022,AU-CUST00018,0,1,0,1,0.001268649810508809,0.0,84.18,0.0,0.0,84.18
ACC00000635,AU-CUST00477,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
ACC00000209,AU-CUST00172,0,2,0,2,0.001001520266149108,0.0,269.33,0.0,0.0,134.665
ACC00000209,AU-CUST00172,0,2,0,2,0.001001520266149108,0.0,269.33,0.0,0.0,134.665
ACC00000865,AU-CUST00665,0,0,2,2,0.0004932782117898014,0.0,0.0,43.54,43540000.0,21.77
ACC00000600,AU-CUST00462,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
ACC00000600,AU-CUST00462,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
ACC00000600,AU-CUST00462,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
ACC00000356,AU-CUST00255,0,2,1,3,0.0015407437396426972,0.0,369.92,5.67,0.015327638408304497,125.19666666666667
ACC00000845,AU-CUST00681,0,1,0,1,0.0010312013266335195,0.0,242.11,0.0,0.0,242.11
ACC00000845,AU-CUST00681,0,1,0,1,0.0010312013266335195,0.0,242.11,0.0,0.0,242.11
ACC00000845,AU-CUST00681,0,1,0,1,0.0010312013266335195,0.0,242.11,0.0,0.0,242.11
ACC00000845,AU-CUST00681,0,1,0,1,0.0010312013266335195,0.0,242.11,0.0,0.0,242.11
ACC00001030,AU-CUST00817,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
ACC00001030,AU-CUST00817,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
ACC00000329,AU-CUST00249,0,2,1,3,0.0045015218685805145,2.988041897866532e-05,365.71000000000004,31.54,0.08624319816247845,132.41666666666669
ACC00000329,AU-CUST00249,0,2,1,3,0.0045015218685805145,2.988041897866532e-05,365.71000000000004,31.54,0.08624319816247845,132.41666666666669
ACC00000860,AU-CUST00702,0,1,1,2,0.0006330111694251592,0.0,109.17,5.32,0.04873133644774206,57.245000000000005
ACC00000860,AU-CUST00702,0,1,1,2,0.0006330111694251592,0.0,109.17,5.32,0.04873133644774206,57.245000000000005
ACC00000124,AU-CUST00108,0,0,2,2,0.0004932782117898014,0.0,0.0,128.93,128930000.00000001,64.465
ACC00000124,AU-CUST00108,0,0,2,2,0.0004932782117898014,0.0,0.0,128.93,128930000.00000001,64.465
ACC00000032,AU-CUST00024,0,2,0,2,0.0008521989571959731,0.0,112.78,0.0,0.0,56.39
ACC00000032,AU-CUST00024,0,2,0,2,0.0008521989571959731,0.0,112.78,0.0,0.0,56.39
ACC00000032,AU-CUST00024,0,2,0,2,0.0008521989571959731,0.0,112.78,0.0,0.0,56.39
ACC00000944,AU-CUST00779,0,1,0,1,0.0009124770846958745,0.0,107.62,0.0,0.0,107.62
ACC00000157,AU-CUST00123,1,2,0,2,0.001122076521148911,0.0,98.96000000000001,0.0,0.0,49.480000000000004
ACC00000111,AU-CUST00102,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
ACC00000111,AU-CUST00102,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
ACC00000764,AU-CUST00624,0,1,1,2,0.0013576929919620426,4.980069829777553e-06,271.89,111.24,0.40913604766633566,191.565
ACC00000265,AU-CUST00202,0,1,2,3,0.000702877648242838,0.0,5.52,367.15,66.5126811594203,124.22333333333331
ACC00000265,AU-CUST00202,0,1,2,3,0.000702877648242838,0.0,5.52,367.15,66.5126811594203,124.22333333333331
ACC00000513,AU-CUST00395,0,2,2,4,0.002026345478502083,1.494020948933266e-05,274.2,647.45,2.3612326768781915,230.41250000000002
ACC00000513,AU-CUST00395,0,2,2,4,0.002026345478502083,1.494020948933266e-05,274.2,647.45,2.3612326768781915,230.41250000000002
ACC00000953,AU-CUST00743,1,0,1,1,0.0004932782117898014,0.0,0.0,8.61,8610000.0,8.61
ACC00000953,AU-CUST00743,1,0,1,1,0.0004932782117898014,0.0,0.0,8.61,8610000.0,8.61
ACC00000953,AU-CUST00743,1,0,1,1,0.0004932782117898014,0.0,0.0,8.61,8610000.0,8.61
ACC00000953,AU-CUST00743,1,0,1,1,0.0004932782117898014,0.0,0.0,8.61,8610000.0,8.61
ACC00000979,AU-CUST00792,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
ACC00000261,AU-CUST00174,0,0,1,1,0.0004932782117898014,0.0,0.0,1175.43,1175430000.0,1175.43
ACC00000261,AU-CUST00174,0,0,1,1,0.0004932782117898014,0.0,0.0,1175.43,1175430000.0,1175.43
ACC00000261,AU-CUST00174,0,0,1,1,0.0004932782117898014,0.0,0.0,1175.43,1175430000.0,1175.43
ACC00000261,AU-CUST00174,0,0,1,1,0.0004932782117898014,0.0,0.0,1175.43,1175430000.0,1175.43
ACC00000049,AU-CUST00041,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
ACC00000049,AU-CUST00041,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
ACC00000049,AU-CUST00041,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
ACC00000398,AU-CUST00288,0,0,3,3,0.0004932782117898014,0.0,0.0,137.13,137130000.0,45.71
ACC00000401,AU-CUST00304,0,0,1,1,0.0004932782117898014,0.0,0.0,604.12,604120000.0,604.12
ACC00000401,AU-CUST00304,0,0,1,1,0.0004932782117898014,0.0,0.0,604.12,604120000.0,604.12
ACC00000401,AU-CUST00304,0,0,1,1,0.0004932782117898014,0.0,0.0,604.12,604120000.0,604.12
ACC00000550,AU-CUST00442,0,2,1,3,0.0007727441270605169,0.0,2247.92,130.21,0.05792465924054237,792.71
ACC00000303,AU-CUST00233,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
ACC00000932,AU-CUST00697,0,3,1,4,0.0031766793587744992,0.0001792825138719919,663.05,519.92,0.7841339265515421,295.74249999999995
ACC00001023,AU-CUST00830,1,1,1,2,0.004318869831559758,1.9920279319110212e-05,31.54,767.78,24.3430564362714,399.65999999999997
ACC00001023,AU-CUST00830,1,1,1,2,0.004318869831559758,1.9920279319110212e-05,31.54,767.78,24.3430564362714,399.65999999999997
ACC00001023,AU-CUST00830,1,1,1,2,0.004318869831559758,1.9920279319110212e-05,31.54,767.78,24.3430564362714,399.65999999999997
ACC00001228,AU-CUST00967,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
ACC00000441,AU-CUST00325,0,3,1,4,0.001979142548067847,7.47010474466633e-05,1034.97,26.89,0.02598142941341295,265.46500000000003
ACC00001141,AU-CUST00924,0,0,1,1,0.0004932782117898014,0.0,0.0,40.67,40670000.0,40.67
ACC00001141,AU-CUST00924,0,0,1,1,0.0004932782117898014,0.0,0.0,40.67,40670000.0,40.67
ACC00001141,AU-CUST00924,0,0,1,1,0.0004932782117898014,0.0,0.0,40.67,40670000.0,40.67
ACC00000913,AU-CUST00751,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
ACC00000913,AU-CUST00751,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
ACC00000913,AU-CUST00751,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
ACC00000471,AU-CUST00415,0,1,0,1,0.0009124770846958745,0.0,729.23,0.0,0.0,729.23
ACC00000133,AU-CUST00102,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
ACC00000726,AU-CUST00528,0,0,1,1,0.0004932782117898014,0.0,0.0,110.51,110510000.00000001,110.51
ACC00000726,AU-CUST00528,0,0,1,1,0.0004932782117898014,0.0,0.0,110.51,110510000.00000001,110.51
ACC00000726,AU-CUST00528,0,0,1,1,0.0004932782117898014,0.0,0.0,110.51,110510000.00000001,110.51
ACC00000120,AU-CUST00088,0,2,4,6,0.0013316759576019474,0.0,429.69,980.13,2.2810165468128187,234.97
ACC00000642,AU-CUST00498,0,1,0,1,0.000702877648242838,0.0,106.41,0.0,0.0,106.41
ACC00000642,AU-CUST00498,0,1,0,1,0.000702877648242838,0.0,106.41,0.0,0.0,106.41
ACC00000750,AU-CUST00609,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
ACC00000750,AU-CUST00609,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
ACC00000683,AU-CUST00532,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
ACC00000683,AU-CUST00532,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
ACC00000683,AU-CUST00532,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
ACC00001088,AU-CUST00856,0,2,0,2,0.0014782492469618456,0.0,1703.72,0.0,0.0,851.86
ACC00001088,AU-CUST00856,0,2,0,2,0.0014782492469618456,0.0,1703.72,0.0,0.0,851.86
ACC00001088,AU-CUST00856,0,2,0,2,0.0014782492469618456,0.0,1703.72,0.0,0.0,851.86
ACC00001006,AU-CUST00822,0,1,0,1,0.0006330111694251592,0.0,274.29,0.0,0.0,274.29
ACC00000896,AU-CUST00722,0,1,2,3,0.000702877648242838,0.0,99.06,39.42,0.39794064203513024,46.160000000000004
ACC00000575,AU-CUST00513,0,1,0,1,0.0006753203694207442,0.0,172.03,0.0,0.0,172.03
ACC00000762,AU-CUST00539,0,1,0,1,0.0006426794378969558,0.0,236.88,0.0,0.0,236.88
ACC00000762,AU-CUST00539,0,1,0,1,0.0006426794378969558,0.0,236.88,0.0,0.0,236.88
ACC00000833,AU-CUST00642,0,0,1,1,0.0004932782117898014,0.0,0.0,100.04,100040000.00000001,100.04
ACC00000833,AU-CUST00642,0,0,1,1,0.0004932782117898014,0.0,0.0,100.04,100040000.00000001,100.04
ACC00000183,AU-CUST00167,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
ACC00001133,AU-CUST00891,1,1,1,2,0.0007919208296960716,0.0,14.15,63.79,4.508127208480565,38.97
ACC00001133,AU-CUST00891,1,1,1,2,0.0007919208296960716,0.0,14.15,63.79,4.508127208480565,38.97
ACC00001052,AU-CUST00846,0,0,2,2,0.0004932782117898014,0.0,0.0,515.44,515440000.00000006,257.72
ACC00001156,AU-CUST00927,0,0,1,1,0.0004932782117898014,0.0,0.0,1998.4,1998400000.0000002,1998.4
ACC00000063,AU-CUST00046,0,1,2,3,0.0010905634476023418,8.964125693599595e-05,5.58,225.1,40.340501792114694,76.89333333333333
ACC00000063,AU-CUST00046,0,1,2,3,0.0010905634476023418,8.964125693599595e-05,5.58,225.1,40.340501792114694,76.89333333333333
ACC00000939,AU-CUST00737,0,2,1,3,0.0013316759576019474,0.0,1167.48,479.14,0.4104053174358447,548.8733333333333
ACC00000939,AU-CUST00737,0,2,1,3,0.0013316759576019474,0.0,1167.48,479.14,0.4104053174358447,548.8733333333333
ACC00000031,AU-CUST00024,0,0,3,3,0.0004932782117898014,0.0,0.0,636.14,636140000.0,212.04666666666665
ACC00000608,AU-CUST00485,0,2,0,2,0.0014083827681441669,0.0,1289.06,0.0,0.0,644.53
ACC00000223,AU-CUST00163,0,0,1,1,0.0004932782117898014,0.0,0.0,5.16,5160000.0,5.16
ACC00000223,AU-CUST00163,0,0,1,1,0.0004932782117898014,0.0,0.0,5.16,5160000.0,5.16
ACC00000836,AU-CUST00657,1,1,3,4,0.001033014770706516,9.960139659555106e-05,44.2,688.58,15.578733031674208,183.19500000000002
ACC00000876,AU-CUST00687,0,2,0,2,0.001932694485696182,0.0,202.07999999999998,0.0,0.0,101.03999999999999
ACC00000876,AU-CUST00687,0,2,0,2,0.001932694485696182,0.0,202.07999999999998,0.0,0.0,101.03999999999999
ACC00000656,AU-CUST00491,0,1,1,2,0.0009124770846958745,0.0,118.59,1017.12,8.576777131292689,567.855
ACC00000656,AU-CUST00491,0,1,1,2,0.0009124770846958745,0.0,118.59,1017.12,8.576777131292689,567.855
ACC00000472,AU-CUST00385,0,0,2,2,0.0004932782117898014,0.0,0.0,442.72,442720000.00000006,221.36
ACC00000472,AU-CUST00385,0,0,2,2,0.0004932782117898014,0.0,0.0,442.72,442720000.00000006,221.36
ACC00000472,AU-CUST00385,0,0,2,2,0.0004932782117898014,0.0,0.0,442.72,442720000.00000006,221.36
ACC00000929,AU-CUST00732,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
ACC00000929,AU-CUST00732,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
ACC00000394,AU-CUST00303,0,2,0,2,0.0013561557424592078,0.0,722.64,0.0,0.0,361.32
ACC00000394,AU-CUST00303,0,2,0,2,0.0013561557424592078,0.0,722.64,0.0,0.0,361.32
ACC00000905,AU-CUST00695,0,0,2,2,0.0004932782117898014,0.0,0.0,583.9,583900000.0,291.95
ACC00000045,AU-CUST00039,0,1,1,2,0.001268649810508809,0.0,170.02,92.94,0.5466415715798141,131.48000000000002
ACC00000045,AU-CUST00039,0,1,1,2,0.001268649810508809,0.0,170.02,92.94,0.5466415715798141,131.48000000000002
ACC00000168,AU-CUST00130,0,0,1,1,0.0004932782117898014,0.0,0.0,462.6,462600000.00000006,462.6
ACC00000757,AU-CUST00642,0,0,1,1,0.0004932782117898014,0.0,0.0,247.23,247230000.0,247.23
ACC00000115,AU-CUST00096,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
ACC00000974,AU-CUST00758,0,0,1,1,0.0004932782117898014,0.0,0.0,383.58,383580000.0,383.58
ACC00000974,AU-CUST00758,0,0,1,1,0.0004932782117898014,0.0,0.0,383.58,383580000.0,383.58
ACC00000598,AU-CUST00501,0,0,1,1,0.0004932782117898014,0.0,0.0,87.3,87300000.0,87.3
ACC00000598,AU-CUST00501,0,0,1,1,0.0004932782117898014,0.0,0.0,87.3,87300000.0,87.3
ACC00000983,AU-CUST00729,0,2,0,2,0.0008123188743730651,0.0,944.45,0.0,0.0,472.225
ACC00000983,AU-CUST00729,0,2,0,2,0.0008123188743730651,0.0,944.45,0.0,0.0,472.225
