event_id,customer_id,transaction_id,event_timestamp,anomaly_score,behavioral_flags,session_duration_seconds,hesitation_indicators,typing_pattern_anomaly,copy_paste_detected,new_payee_flag,authentication_failures
BEH-00002867,AU-CUST00763,TXN-2024-002867,2025-09-05T12:06:02,0.193,NORMAL,1771,0,0.298,False,False,0
BEH-00002868,AU-CUST00502,TXN-2024-002868,2025-04-27T01:52:05,0.308,NORMAL,757,0,0.142,False,False,0
BEH-00002869,AU-CUST00187,TXN-2024-002869,2025-03-19T03:29:03,0.286,NORMAL,1067,0,0.182,False,False,0
BEH-00002870,AU-CUST00591,TXN-2024-002870,2025-07-13T02:39:10,0.365,NORMAL,346,0,0.056,False,False,0
BEH-00002871,AU-CUST00140,TXN-2024-002871,2025-02-06T05:54:30,0.342,NORMAL,1279,0,0.219,False,False,0
BEH-00002872,AU-CUST00777,TXN-2024-002872,2025-03-12T23:58:26,0.212,NORMAL,1037,0,0.119,False,False,0
BEH-00002873,AU-CUST00229,TXN-2024-002873,2025-05-06T23:00:46,0.14,NORMAL,101,0,0.165,False,False,0
BEH-00002874,AU-CUST00266,TXN-2024-002874,2025-03-30T13:27:41,0.029,NORMAL,1636,0,0.211,False,False,0
BEH-00002875,AU-CUST00875,TXN-2024-002875,2025-05-25T21:30:55,0.028,NORMAL,340,0,0.212,False,False,0
BEH-00002876,AU-CUST00739,TXN-2024-002876,2025-02-24T11:24:44,0.186,NORMAL,339,0,0.238,False,False,0
BEH-00002877,AU-CUST00677,TXN-2024-002877,2025-01-05T07:23:32,0.099,NORMAL,526,0,0.194,False,False,0
BEH-00002878,AU-CUST00598,TXN-2024-002878,2025-08-31T16:46:46,0.294,NORMAL,354,0,0.29,False,False,0
BEH-00002879,AU-CUST00516,TXN-2024-002879,2025-04-19T16:53:39,0.307,NORMAL,354,0,0.085,False,False,0
BEH-00002880,AU-CUST00190,TXN-2024-002880,2025-08-30T09:52:45,0.062,NORMAL,897,0,0.264,False,False,0
BEH-00002881,AU-CUST00295,TXN-2024-002881,2025-09-10T17:14:45,0.211,NORMAL,108,0,0.236,False,False,0
BEH-00002882,AU-CUST00961,TXN-2024-002882,2025-05-12T15:03:48,0.201,NORMAL,1752,0,0.003,False,False,0
BEH-00002883,AU-CUST00919,TXN-2024-002883,2024-07-08T11:29:56,0.06,NORMAL,484,0,0.02,False,False,0
BEH-00002884,AU-CUST00721,TXN-2024-002884,2025-05-05T21:49:09,0.24,NORMAL,1140,0,0.008,False,False,0
BEH-00002885,AU-CUST00887,TXN-2024-002885,2025-06-21T17:48:29,0.116,NORMAL,1433,0,0.072,False,False,0
BEH-00002886,AU-CUST00801,TXN-2024-002886,2025-07-18T03:24:22,0.297,NORMAL,332,0,0.099,False,False,0
BEH-00002887,AU-CUST00394,TXN-2024-002887,2025-08-15T21:41:16,0.08,NORMAL,611,0,0.154,False,False,0
BEH-00002888,AU-CUST00710,TXN-2024-002888,2025-06-18T23:14:01,0.154,NORMAL,1757,0,0.09,False,False,0
BEH-00002889,AU-CUST00748,TXN-2024-002889,2025-03-13T18:10:14,0.33,NORMAL,976,0,0.223,False,False,0
BEH-00002890,AU-CUST00136,TXN-2024-002890,2025-06-07T12:18:29,0.266,NORMAL,1088,0,0.154,False,False,0
BEH-00002891,AU-CUST00914,TXN-2024-002891,2025-06-04T14:25:32,0.292,NORMAL,955,0,0.062,False,False,0
BEH-00002892,AU-CUST00485,TXN-2024-002892,2024-06-22T03:49:01,0.02,NORMAL,80,0,0.165,False,False,0
BEH-00002893,AU-CUST00307,TXN-2024-002893,2025-07-17T15:19:42,0.368,NORMAL,604,0,0.096,False,False,0
BEH-00002894,AU-CUST00467,TXN-2024-002894,2024-10-26T09:33:04,0.016,NORMAL,663,0,0.021,False,False,0
BEH-00002895,AU-CUST00324,TXN-2024-002895,2025-03-14T20:41:16,0.228,NORMAL,176,0,0.11,False,False,0
BEH-00002896,AU-CUST00327,TXN-2024-002896,2025-03-13T11:33:24,0.145,NORMAL,1054,0,0.252,False,False,0
BEH-00002897,AU-CUST00543,TXN-2024-002897,2025-08-12T18:08:36,0.038,NORMAL,1501,0,0.235,False,False,0
BEH-00002898,AU-CUST00999,TXN-2024-002898,2025-06-11T14:22:39,0.397,NORMAL,1361,0,0.153,False,False,0
BEH-00002899,AU-CUST00400,TXN-2024-002899,2025-01-26T23:34:41,0.293,NORMAL,1560,0,0.11,False,False,0
BEH-00002900,AU-CUST00212,TXN-2024-002900,2025-09-20T20:51:07,0.322,NORMAL,298,0,0.033,False,False,0
BEH-00002901,AU-CUST00758,TXN-2024-002901,2025-09-18T21:02:46,0.333,NORMAL,1245,0,0.094,False,False,0
BEH-00002902,AU-CUST00290,TXN-2024-002902,2025-06-08T07:14:35,0.174,NORMAL,997,0,0.016,False,False,0
BEH-00002903,AU-CUST00533,TXN-2024-002903,2025-09-29T01:59:00,0.068,NORMAL,485,0,0.22,False,False,0
BEH-00002904,AU-CUST00250,TXN-2024-002904,2025-07-28T12:42:40,0.064,NORMAL,69,0,0.012,False,False,0
BEH-00002905,AU-CUST00210,TXN-2024-002905,2025-02-17T17:30:23,0.304,NORMAL,950,0,0.047,False,False,0
BEH-00002906,AU-CUST00249,TXN-2024-002906,2025-07-22T17:13:34,0.115,NORMAL,599,0,0.279,False,False,0
BEH-00002907,AU-CUST00353,TXN-2024-002907,2025-09-15T03:03:40,0.365,NORMAL,195,0,0.234,False,False,0
BEH-00002908,AU-CUST00954,TXN-2024-002908,2025-09-20T20:31:26,0.255,NORMAL,620,0,0.169,False,False,0
BEH-00002909,AU-CUST00667,TXN-2024-002909,2024-11-12T21:05:16,0.346,NORMAL,474,0,0.227,False,False,0
BEH-00002910,AU-CUST00690,TXN-2024-002910,2025-06-20T23:04:22,0.118,NORMAL,882,0,0.128,False,False,0
BEH-00002911,AU-CUST00054,TXN-2024-002911,2024-10-20T03:03:19,0.23,NORMAL,1047,0,0.201,False,False,0
BEH-00002912,AU-CUST00012,TXN-2024-002912,2025-09-16T12:30:44,0.36,NORMAL,1678,0,0.179,False,False,0
BEH-00002913,AU-CUST00337,TXN-2024-002913,2025-05-17T06:55:58,0.161,NORMAL,956,0,0.253,False,False,0
BEH-00002914,AU-CUST00886,TXN-2024-002914,2025-02-08T18:08:49,0.135,NORMAL,727,0,0.016,False,False,0
BEH-00002915,AU-CUST00019,TXN-2024-002915,2024-09-12T07:42:22,0.197,NORMAL,911,0,0.026,False,False,0
BEH-00002916,AU-CUST00762,TXN-2024-002916,2025-08-16T23:52:01,0.03,NORMAL,1799,0,0.068,False,False,0
BEH-00002917,AU-CUST00820,TXN-2024-002917,2025-08-08T22:57:56,0.0,NORMAL,469,0,0.194,False,False,0
BEH-00002918,AU-CUST00272,TXN-2024-002918,2024-08-23T21:51:19,0.075,NORMAL,284,0,0.13,False,False,0
BEH-00002919,AU-CUST00115,TXN-2024-002919,2024-08-22T00:28:17,0.153,NORMAL,1489,0,0.221,False,False,0
BEH-00002920,AU-CUST00151,TXN-2024-002920,2024-05-21T13:23:06,0.269,NORMAL,1180,0,0.28,False,False,0
BEH-00002921,AU-CUST00076,TXN-2024-002921,2025-07-19T13:40:22,0.034,NORMAL,1589,0,0.191,False,False,0
BEH-00002922,AU-CUST00840,TXN-2024-002922,2025-08-30T12:01:01,0.254,NORMAL,419,0,0.013,False,False,0
BEH-00002923,AU-CUST00784,TXN-2024-002923,2025-04-04T12:44:55,0.112,NORMAL,1209,0,0.011,False,False,0
BEH-00002924,AU-CUST00669,TXN-2024-002924,2025-08-11T15:17:53,0.108,NORMAL,1155,0,0.294,False,False,0
BEH-00002925,AU-CUST00087,TXN-2024-002925,2024-12-07T13:02:56,0.201,NORMAL,366,0,0.168,False,False,0
BEH-00002926,AU-CUST00948,TXN-2024-002926,2025-02-19T05:45:57,0.246,NORMAL,1246,0,0.244,False,False,0
BEH-00002927,AU-CUST00680,TXN-2024-002927,2024-09-17T15:34:38,0.19,NORMAL,1238,0,0.04,False,False,0
BEH-00002928,AU-CUST00826,TXN-2024-002928,2025-02-27T09:48:06,0.057,NORMAL,480,0,0.004,False,False,0
BEH-00002929,AU-CUST00374,TXN-2024-002929,2024-12-19T02:13:28,0.38,NORMAL,1487,0,0.258,False,False,0
BEH-00002930,AU-CUST00196,TXN-2024-002930,2025-08-14T23:54:37,0.007,NORMAL,1630,0,0.271,False,False,0
BEH-00002931,AU-CUST00821,TXN-2024-002931,2025-04-06T08:10:41,0.056,NORMAL,928,0,0.286,False,False,0
BEH-00002932,AU-CUST00052,TXN-2024-002932,2025-05-01T14:49:27,0.292,NORMAL,979,0,0.161,False,False,0
BEH-00002933,AU-CUST00179,TXN-2024-002933,2025-03-12T14:18:49,0.204,NORMAL,1153,0,0.276,False,False,0
BEH-00002934,AU-CUST00151,TXN-2024-002934,2025-04-05T05:00:02,0.176,NORMAL,1107,0,0.179,False,False,0
BEH-00002935,AU-CUST00083,TXN-2024-002935,2025-01-11T06:23:53,0.361,NORMAL,1211,0,0.034,False,False,0
BEH-00002936,AU-CUST00548,TXN-2024-002936,2025-06-21T11:34:33,0.224,NORMAL,981,0,0.024,False,False,0
BEH-00002937,AU-CUST00227,TXN-2024-002937,2025-03-20T14:30:44,0.215,NORMAL,1225,0,0.234,False,False,0
BEH-00002938,AU-CUST00966,TXN-2024-002938,2025-09-09T23:39:41,0.246,NORMAL,865,0,0.135,False,False,0
BEH-00002939,AU-CUST00931,TXN-2024-002939,2024-08-22T22:14:03,0.096,NORMAL,419,0,0.267,False,False,0
BEH-00002940,AU-CUST00166,TXN-2024-002940,2025-03-28T00:07:45,0.346,NORMAL,710,0,0.094,False,False,0
BEH-00002941,AU-CUST00827,TXN-2024-002941,2025-08-05T18:48:43,0.354,NORMAL,1054,0,0.138,False,False,0
BEH-00002942,AU-CUST00039,TXN-2024-002942,2025-06-19T19:04:57,0.348,NORMAL,820,0,0.229,False,False,0
BEH-00002943,AU-CUST00280,TXN-2024-002943,2025-09-21T13:08:03,0.033,NORMAL,414,0,0.014,False,False,0
BEH-00002944,AU-CUST00655,TXN-2024-002944,2025-09-27T08:17:55,0.249,NORMAL,574,0,0.291,False,False,0
BEH-00002945,AU-CUST00205,TXN-2024-002945,2025-02-18T06:28:01,0.115,NORMAL,100,0,0.214,False,False,0
BEH-00002946,AU-CUST00077,TXN-2024-002946,2025-07-29T18:55:28,0.272,NORMAL,1671,0,0.288,False,False,0
BEH-00002947,AU-CUST00154,TXN-2024-002947,2024-04-13T10:04:01,0.237,NORMAL,156,0,0.192,False,False,0
BEH-00002948,AU-CUST00654,TXN-2024-002948,2025-08-08T23:11:29,0.39,NORMAL,1785,0,0.012,False,False,0
BEH-00002949,AU-CUST00220,TXN-2024-002949,2025-02-22T02:50:11,0.107,NORMAL,1707,0,0.188,False,False,0
BEH-00002950,AU-CUST00243,TXN-2024-002950,2025-06-05T13:03:59,0.384,NORMAL,327,0,0.088,False,False,0
BEH-00002951,AU-CUST00204,TXN-2024-002951,2025-01-01T04:09:23,0.072,NORMAL,660,0,0.123,False,False,0
BEH-00002952,AU-CUST00881,TXN-2024-002952,2024-07-23T09:30:25,0.161,NORMAL,718,0,0.229,False,False,0
BEH-00002953,AU-CUST00887,TXN-2024-002953,2025-08-12T00:08:32,0.345,NORMAL,680,0,0.103,False,False,0
BEH-00002954,AU-CUST00802,TXN-2024-002954,2024-09-05T05:27:17,0.267,NORMAL,1105,0,0.106,False,False,0
BEH-00002955,AU-CUST00023,TXN-2024-002955,2024-11-12T22:38:51,0.124,NORMAL,1483,0,0.161,False,False,0
BEH-00002956,AU-CUST00248,TXN-2024-002956,2024-10-15T23:03:48,0.112,NORMAL,1437,0,0.132,False,False,0
BEH-00002957,AU-CUST00878,TXN-2024-002957,2025-06-17T14:27:21,0.182,NORMAL,1309,0,0.115,False,False,0
BEH-00002958,AU-CUST00551,TXN-2024-002958,2025-06-23T22:45:48,0.34,NORMAL,635,0,0.019,False,False,0
BEH-00002959,AU-CUST00041,TXN-2024-002959,2025-03-06T15:54:32,0.146,NORMAL,742,0,0.18,False,False,0
BEH-00002960,AU-CUST00246,TXN-2024-002960,2025-09-12T21:38:03,0.286,NORMAL,1629,0,0.184,False,False,0
BEH-00002961,AU-CUST00825,TXN-2024-002961,2024-10-26T07:21:03,0.299,NORMAL,1497,0,0.188,False,False,0
BEH-00002962,AU-CUST00878,TXN-2024-002962,2025-09-30T08:12:15,0.138,NORMAL,1596,0,0.159,False,False,0
BEH-00002963,AU-CUST00417,TXN-2024-002963,2025-04-10T10:38:13,0.284,NORMAL,988,0,0.261,False,False,0
BEH-00002964,AU-CUST00150,TXN-2024-002964,2025-09-03T22:15:36,0.074,NORMAL,163,0,0.086,False,False,0
BEH-00002965,AU-CUST00076,TXN-2024-002965,2024-09-18T04:39:14,0.359,NORMAL,869,0,0.236,False,False,0
BEH-00002966,AU-CUST00225,TXN-2024-002966,2024-12-20T00:20:55,0.28,NORMAL,451,0,0.238,False,False,0
BEH-00002967,AU-CUST00796,TXN-2024-002967,2025-04-16T22:59:30,0.147,NORMAL,326,0,0.143,False,False,0
BEH-00002968,AU-CUST00825,TXN-2024-002968,2025-07-22T13:16:54,0.142,NORMAL,250,0,0.261,False,False,0
BEH-00002969,AU-CUST00253,TXN-2024-002969,2024-02-28T20:21:42,0.25,NORMAL,236,0,0.187,False,False,0
BEH-00002970,AU-CUST00979,TXN-2024-002970,2025-07-03T01:16:49,0.197,NORMAL,321,0,0.112,False,False,0
BEH-00002971,AU-CUST00877,TXN-2024-002971,2025-06-05T08:37:46,0.306,NORMAL,209,0,0.019,False,False,0
BEH-00002972,AU-CUST00988,TXN-2024-002972,2025-02-20T08:51:29,0.136,NORMAL,576,0,0.198,False,False,0
BEH-00002973,AU-CUST00747,TXN-2024-002973,2025-01-12T09:24:39,0.251,NORMAL,1550,0,0.057,False,False,0
BEH-00002974,AU-CUST00569,TXN-2024-002974,2025-02-07T03:43:49,0.251,NORMAL,1085,0,0.03,False,False,0
BEH-00002975,AU-CUST00982,TXN-2024-002975,2024-08-04T01:34:27,0.256,NORMAL,1749,0,0.171,False,False,0
BEH-00002976,AU-CUST00684,TXN-2024-002976,2025-05-29T10:19:47,0.185,NORMAL,186,0,0.013,False,False,0
BEH-00002977,AU-CUST00829,TXN-2024-002977,2025-07-16T07:31:56,0.374,NORMAL,428,0,0.216,False,False,0
BEH-00002978,AU-CUST00396,TXN-2024-002978,2025-09-21T22:13:05,0.348,NORMAL,867,0,0.038,False,False,0
BEH-00002979,AU-CUST00238,TXN-2024-002979,2024-08-06T07:25:40,0.026,NORMAL,396,0,0.105,False,False,0
BEH-00002980,AU-CUST00570,TXN-2024-002980,2025-05-26T20:08:24,0.184,NORMAL,583,0,0.046,False,False,0
BEH-00002981,AU-CUST00400,TXN-2024-002981,2024-09-07T02:42:21,0.918,ACTIVE_CALL|HESITATION|URGENCY|TIME_PRESSURE,691,3,0.728,False,True,1
BEH-00002982,AU-CUST00347,TXN-2024-002982,2025-09-18T00:12:14,0.377,NORMAL,1715,0,0.056,False,False,0
BEH-00002983,AU-CUST00691,TXN-2024-002983,2025-08-15T21:38:36,0.316,NORMAL,401,0,0.02,False,False,0
BEH-00002984,AU-CUST00606,TXN-2024-002984,2025-01-10T01:47:26,0.073,NORMAL,1387,0,0.148,False,False,0
BEH-00002985,AU-CUST00310,TXN-2024-002985,2025-04-13T00:26:30,0.259,NORMAL,1222,0,0.205,False,False,0
BEH-00002986,AU-CUST00238,TXN-2024-002986,2024-09-07T22:00:56,0.272,NORMAL,1143,0,0.086,False,False,0
BEH-00002987,AU-CUST00543,TXN-2024-002987,2025-04-20T13:52:48,0.352,NORMAL,377,0,0.106,False,False,0
BEH-00002988,AU-CUST00322,TXN-2024-002988,2024-10-28T16:49:08,0.289,NORMAL,101,0,0.172,False,False,0
BEH-00002989,AU-CUST00235,TXN-2024-002989,2025-02-14T10:58:04,0.083,NORMAL,1381,0,0.287,False,False,0
BEH-00002990,AU-CUST00221,TXN-2024-002990,2025-08-29T02:47:13,0.126,NORMAL,170,0,0.291,False,False,0
BEH-00002991,AU-CUST00659,TXN-2024-002991,2024-08-01T10:47:48,0.262,NORMAL,74,0,0.005,False,False,0
BEH-00002992,AU-CUST00406,TXN-2024-002992,2025-08-29T18:17:41,0.366,NORMAL,235,0,0.057,False,False,0
BEH-00002993,AU-CUST00337,TXN-2024-002993,2025-09-11T03:32:39,0.309,NORMAL,175,0,0.002,False,False,0
BEH-00002994,AU-CUST00113,TXN-2024-002994,2025-03-17T09:01:23,0.3,NORMAL,717,0,0.073,False,False,0
BEH-00002995,AU-CUST00055,TXN-2024-002995,2025-04-28T20:33:04,0.005,NORMAL,79,0,0.048,False,False,0
BEH-00002996,AU-CUST00689,TXN-2024-002996,2025-05-31T13:54:30,0.259,NORMAL,1767,0,0.174,False,False,0
BEH-00002997,AU-CUST00968,TXN-2024-002997,2025-06-02T07:56:58,0.383,NORMAL,151,0,0.166,False,False,0
BEH-00002998,AU-CUST00320,TXN-2024-002998,2025-09-20T16:07:57,0.014,NORMAL,452,0,0.187,False,False,0
BEH-00002999,AU-CUST00841,TXN-2024-002999,2025-02-19T17:29:00,0.142,NORMAL,1466,0,0.065,False,False,0
BEH-00003000,AU-CUST00597,TXN-2024-003000,2024-11-09T17:05:53,0.37,NORMAL,418,0,0.165,False,False,0
BEH-00003001,AU-CUST00298,TXN-2024-003001,2025-08-21T08:16:13,0.221,NORMAL,794,0,0.117,False,False,0
BEH-00003002,AU-CUST00563,TXN-2024-003002,2025-06-30T21:52:00,0.009,NORMAL,545,0,0.295,False,False,0
BEH-00003003,AU-CUST00126,TXN-2024-003003,2025-09-29T21:52:51,0.091,NORMAL,1238,0,0.019,False,False,0
BEH-00003004,AU-CUST00333,TXN-2024-003004,2025-05-26T15:01:41,0.277,NORMAL,702,0,0.124,False,False,0
BEH-00003005,AU-CUST00730,TXN-2024-003005,2024-06-14T06:21:55,0.055,NORMAL,892,0,0.266,False,False,0
BEH-00003006,AU-CUST00848,TXN-2024-003006,2025-02-13T09:36:00,0.294,NORMAL,1403,0,0.2,False,False,0
BEH-00003007,AU-CUST00219,TXN-2024-003007,2025-04-28T20:02:41,0.376,NORMAL,1471,0,0.088,False,False,0
BEH-00003008,AU-CUST00910,TXN-2024-003008,2025-07-15T19:28:34,0.19,NORMAL,293,0,0.057,False,False,0
BEH-00003009,AU-CUST00601,TXN-2024-003009,2025-06-25T17:48:08,0.225,NORMAL,375,0,0.126,False,False,0
BEH-00003010,AU-CUST00228,TXN-2024-003010,2025-05-07T12:19:56,0.31,NORMAL,944,0,0.213,False,False,0
BEH-00003011,AU-CUST00775,TXN-2024-003011,2025-01-28T20:57:45,0.267,NORMAL,968,0,0.048,False,False,0
BEH-00003012,AU-CUST00880,TXN-2024-003012,2024-05-13T08:38:26,0.037,NORMAL,1242,0,0.002,False,False,0
BEH-00003013,AU-CUST00267,TXN-2024-003013,2024-10-10T00:07:14,0.352,NORMAL,836,0,0.197,False,False,0
BEH-00003014,AU-CUST00104,TXN-2024-003014,2025-08-29T23:33:08,0.007,NORMAL,1780,0,0.16,False,False,0
BEH-00003015,AU-CUST00278,TXN-2024-003015,2025-02-27T13:19:32,0.26,NORMAL,444,0,0.109,False,False,0
BEH-00003016,AU-CUST00752,TXN-2024-003016,2025-03-04T23:56:19,0.397,NORMAL,1545,0,0.069,False,False,0
BEH-00003017,AU-CUST00062,TXN-2024-003017,2024-12-01T17:43:36,0.21,NORMAL,907,0,0.176,False,False,0
BEH-00003018,AU-CUST00284,TXN-2024-003018,2025-06-19T07:21:58,0.399,NORMAL,101,0,0.091,False,False,0
BEH-00003019,AU-CUST00314,TXN-2024-003019,2025-06-28T13:23:37,0.351,NORMAL,763,0,0.131,False,False,0
BEH-00003020,AU-CUST00020,TXN-2024-003020,2024-11-04T06:56:11,0.218,NORMAL,991,0,0.186,False,False,0
BEH-00003021,AU-CUST00593,TXN-2024-003021,2024-10-11T21:44:14,0.136,NORMAL,1134,0,0.013,False,False,0
BEH-00003022,AU-CUST00804,TXN-2024-003022,2024-11-08T22:58:38,0.112,NORMAL,545,0,0.209,False,False,0
BEH-00003023,AU-CUST00153,TXN-2024-003023,2025-03-23T15:09:07,0.004,NORMAL,1670,0,0.1,False,False,0
BEH-00003024,AU-CUST00885,TXN-2024-003024,2025-02-15T00:37:16,0.169,NORMAL,150,0,0.158,False,False,0
BEH-00003025,AU-CUST00952,TXN-2024-003025,2024-12-18T20:51:15,0.385,NORMAL,1151,0,0.258,False,False,0
BEH-00003026,AU-CUST00870,TXN-2024-003026,2024-09-27T05:51:35,0.259,NORMAL,1582,0,0.274,False,False,0
BEH-00003027,AU-CUST00717,TXN-2024-003027,2024-07-30T06:58:07,0.142,NORMAL,146,0,0.292,False,False,0
BEH-00003028,AU-CUST00439,TXN-2024-003028,2025-08-05T00:49:50,0.259,NORMAL,490,0,0.221,False,False,0
BEH-00003029,AU-CUST00203,TXN-2024-003029,2025-03-30T01:06:18,0.026,NORMAL,1262,0,0.017,False,False,0
BEH-00003030,AU-CUST00913,TXN-2024-003030,2024-08-13T23:27:35,0.064,NORMAL,695,0,0.128,False,False,0
BEH-00003031,AU-CUST00527,TXN-2024-003031,2025-09-28T02:42:00,0.375,NORMAL,564,0,0.262,False,False,0
BEH-00003032,AU-CUST00443,TXN-2024-003032,2025-09-15T13:19:35,0.164,NORMAL,1731,0,0.177,False,False,0
BEH-00003033,AU-CUST00385,TXN-2024-003033,2025-03-30T05:54:10,0.762,EMOTIONAL_PRESSURE|REPEAT_VICTIM|GRADUAL_INCREASE,828,2,0.918,False,False,1
BEH-00003034,AU-CUST00216,TXN-2024-003034,2025-03-25T16:11:57,0.02,NORMAL,1678,0,0.054,False,False,0
BEH-00003035,AU-CUST00377,TXN-2024-003035,2025-08-29T21:28:00,0.368,NORMAL,1567,0,0.264,False,False,0
BEH-00003036,AU-CUST00795,TXN-2024-003036,2025-08-20T20:13:25,0.284,NORMAL,631,0,0.248,False,False,0
BEH-00003037,AU-CUST00557,TXN-2024-003037,2024-11-20T05:51:51,0.309,NORMAL,659,0,0.211,False,False,0
BEH-00003038,AU-CUST00389,TXN-2024-003038,2025-09-06T16:58:45,0.293,NORMAL,426,0,0.1,False,False,0
BEH-00003039,AU-CUST00106,TXN-2024-003039,2025-06-09T14:48:18,0.121,NORMAL,1619,0,0.156,False,False,0
BEH-00003040,AU-CUST00406,TXN-2024-003040,2025-03-20T05:27:39,0.399,NORMAL,1765,0,0.264,False,False,0
BEH-00003041,AU-CUST00213,TXN-2024-003041,2025-05-29T13:11:21,0.278,NORMAL,772,0,0.177,False,False,0
BEH-00003042,AU-CUST00392,TXN-2024-003042,2025-09-13T17:11:24,0.057,NORMAL,484,0,0.079,False,False,0
BEH-00003043,AU-CUST00147,TXN-2024-003043,2025-02-17T16:17:17,0.227,NORMAL,650,0,0.042,False,False,0
BEH-00003044,AU-CUST00946,TXN-2024-003044,2025-05-11T14:20:45,0.368,NORMAL,1666,0,0.013,False,False,0
BEH-00003045,AU-CUST00170,TXN-2024-003045,2024-11-09T22:51:50,0.785,NEW_PAYEE|LARGE_AMOUNT|REPEAT_PATTERN,407,3,0.785,False,False,3
BEH-00003046,AU-CUST00121,TXN-2024-003046,2025-01-14T20:09:26,0.149,NORMAL,1664,0,0.231,False,False,0
BEH-00003047,AU-CUST00649,TXN-2024-003047,2025-04-28T05:30:03,0.327,NORMAL,1227,0,0.266,False,False,0
BEH-00003048,AU-CUST00339,TXN-2024-003048,2025-07-31T11:10:05,0.37,NORMAL,226,0,0.184,False,False,0
BEH-00003049,AU-CUST00997,TXN-2024-003049,2025-08-22T18:55:08,0.281,NORMAL,539,0,0.242,False,False,0
BEH-00003050,AU-CUST00397,TXN-2024-003050,2024-10-05T22:24:35,0.295,NORMAL,910,0,0.255,False,False,0
BEH-00003051,AU-CUST00644,TXN-2024-003051,2024-12-11T02:10:29,0.258,NORMAL,759,0,0.155,False,False,0
BEH-00003052,AU-CUST00831,TXN-2024-003052,2025-01-08T20:36:53,0.079,NORMAL,1690,0,0.206,False,False,0
BEH-00003053,AU-CUST00985,TXN-2024-003053,2025-02-05T16:21:44,0.185,NORMAL,616,0,0.131,False,False,0
BEH-00003054,AU-CUST00808,TXN-2024-003054,2025-03-05T04:28:37,0.094,NORMAL,559,0,0.037,False,False,0
BEH-00003055,AU-CUST00573,TXN-2024-003055,2025-03-19T01:49:36,0.36,NORMAL,161,0,0.02,False,False,0
BEH-00003056,AU-CUST00813,TXN-2024-003056,2025-01-17T04:38:36,0.389,NORMAL,1328,0,0.238,False,False,0
BEH-00003057,AU-CUST00277,TXN-2024-003057,2025-08-13T03:24:32,0.153,NORMAL,625,0,0.244,False,False,0
BEH-00003058,AU-CUST00869,TXN-2024-003058,2025-03-05T07:15:32,0.252,NORMAL,60,0,0.135,False,False,0
BEH-00003059,AU-CUST00872,TXN-2024-003059,2025-04-10T05:33:04,0.002,NORMAL,1209,0,0.012,False,False,0
BEH-00003060,AU-CUST00378,TXN-2024-003060,2025-07-03T03:02:55,0.375,NORMAL,1576,0,0.078,False,False,0
BEH-00003061,AU-CUST00066,TXN-2024-003061,2025-08-18T08:49:18,0.381,NORMAL,1097,0,0.081,False,False,0
BEH-00003062,AU-CUST00681,TXN-2024-003062,2025-02-20T20:19:45,0.378,NORMAL,608,0,0.155,False,False,0
BEH-00003063,AU-CUST00100,TXN-2024-003063,2024-03-10T23:53:58,0.256,NORMAL,959,0,0.065,False,False,0
BEH-00003064,AU-CUST00021,TXN-2024-003064,2025-01-25T20:38:40,0.275,NORMAL,192,0,0.139,False,False,0
BEH-00003065,AU-CUST00946,TXN-2024-003065,2025-04-04T11:28:46,0.375,NORMAL,1217,0,0.032,False,False,0
BEH-00003066,AU-CUST00564,TXN-2024-003066,2025-08-16T15:55:07,0.011,NORMAL,1524,0,0.056,False,False,0
BEH-00003067,AU-CUST00643,TXN-2024-003067,2025-06-20T11:01:34,0.043,NORMAL,149,0,0.166,False,False,0
BEH-00003068,AU-CUST00879,TXN-2024-003068,2025-03-26T13:44:58,0.308,NORMAL,284,0,0.273,False,False,0
BEH-00003069,AU-CUST00929,TXN-2024-003069,2025-08-16T19:09:48,0.236,NORMAL,83,0,0.234,False,False,0
BEH-00003070,AU-CUST00955,TXN-2024-003070,2024-10-29T08:35:24,0.21,NORMAL,174,0,0.282,False,False,0
BEH-00003071,AU-CUST00130,TXN-2024-003071,2025-04-09T06:49:55,0.359,NORMAL,311,0,0.204,False,False,0
BEH-00003072,AU-CUST00319,TXN-2024-003072,2025-09-13T20:39:16,0.018,NORMAL,1475,0,0.156,False,False,0
BEH-00003073,AU-CUST00764,TXN-2024-003073,2025-03-22T14:40:40,0.27,NORMAL,92,0,0.144,False,False,0
BEH-00003074,AU-CUST00031,TXN-2024-003074,2025-09-15T13:30:22,0.201,NORMAL,472,0,0.103,False,False,0
BEH-00003075,AU-CUST00232,TXN-2024-003075,2024-09-17T16:12:17,0.084,NORMAL,1274,0,0.114,False,False,0
BEH-00003076,AU-CUST00510,TXN-2024-003076,2025-05-13T01:02:48,0.031,NORMAL,1668,0,0.162,False,False,0
BEH-00003077,AU-CUST00339,TXN-2024-003077,2025-07-29T20:47:09,0.246,NORMAL,1502,0,0.163,False,False,0
BEH-00003078,AU-CUST00169,TXN-2024-003078,2024-12-29T21:17:08,0.149,NORMAL,1176,0,0.058,False,False,0
BEH-00003079,AU-CUST00897,TXN-2024-003079,2025-02-04T03:25:08,0.159,NORMAL,321,0,0.212,False,False,0
BEH-00003080,AU-CUST00438,TXN-2024-003080,2025-05-13T06:46:48,0.05,NORMAL,1344,0,0.111,False,False,0
