event_id,customer_id,transaction_id,event_timestamp,anomaly_score,behavioral_flags,session_duration_seconds,hesitation_indicators,typing_pattern_anomaly,copy_paste_detected,new_payee_flag,authentication_failures
BEH-00003994,AU-CUST00672,TXN-2024-004024,2024-12-21T17:50:58,0.368,EMAIL_INTERACTION|COPY_PASTE|VENDOR_CHANGE,871,4,0.035,False,False,3
BEH-00001872,AU-CUST00188,TXN-2024-001867,2025-09-17T20:21:50,0.459,NORMAL,1648,4,0.334,False,True,3
BEH-00000694,AU-CUST00855,TXN-2024-000697,2025-04-05T09:50:15,0.353,NORMAL,510,4,0.023,False,False,3
BEH-00000160,AU-CUST00388,TXN-2024-000159,2025-06-04T01:15:01,0.188,NORMAL,584,1,0.253,False,False,3
BEH-00000712,AU-CUST00444,TXN-2024-000713,2025-09-28T15:22:48,0.067,NORMAL,1072,3,0.148,False,False,2
BEH-00010897,AU-CUST00939,TXN-2024-010898,2025-08-06T16:18:30,0.038,NORMAL,1490,3,0.022,False,False,2
BEH-00011953,AU-CUST00101,TXN-2024-011954,2025-08-04T18:16:46,0.015,NORMAL,1343,4,0.03,False,False,1
BEH-00004294,AU-CUST00307,TXN-2024-004304,2025-03-26T11:57:29,0.399,NORMAL,1642,4,0.167,True,True,3
BEH-00001824,AU-CUST00608,TXN-2024-001828,2024-09-20T18:04:12,0.402,NORMAL,1220,2,0.073,False,False,3
BEH-00006320,AU-CUST00006,TXN-2024-006343,2025-09-14T04:31:36,0.925,NORMAL,1045,4,0.258,False,False,3
BEH-00003082,AU-CUST00864,TXN-2024-003084,2025-09-18T09:36:21,0.212,NORMAL,1648,4,0.412,False,False,3
BEH-00008827,AU-CUST00206,TXN-2024-008811,2025-08-11T18:03:07,0.254,NORMAL,1227,4,0.24,False,False,3
BEH-00009004,AU-CUST00933,TXN-2024-009002,2025-04-13T18:55:16,0.135,NORMAL,1369,0,0.0,False,False,1
BEH-00000633,AU-CUST00109,TXN-2024-000627,2025-06-26T13:57:46,0.053,NORMAL,1062,0,0.058,False,False,0
BEH-00004618,AU-CUST00289,TXN-2024-004615,2025-05-04T08:42:08,0.102,NORMAL,1314,4,0.311,False,False,3
BEH-00002156,AU-CUST00802,TXN-2024-002152,2025-09-08T04:06:48,0.586,NORMAL,510,4,0.242,False,False,3
BEH-00000100,AU-CUST00336,TXN-2024-000102,2025-08-14T23:05:12,0.017,NORMAL,590,4,0.043,False,False,3
BEH-00005842,AU-CUST00688,TXN-2024-005827,2025-04-25T01:50:06,0.122,NORMAL,1649,4,0.137,False,False,3
BEH-00010929,AU-CUST00809,TXN-2024-010937,2025-05-31T23:23:46,0.421,NORMAL,796,4,0.047,False,False,3
BEH-00010899,AU-CUST00709,TXN-2024-010911,2024-04-19T22:10:54,0.154,NORMAL,741,4,0.148,False,False,3
BEH-00002596,AU-CUST00970,TXN-2024-002589,2025-05-02T14:57:19,0.179,NORMAL,189,4,0.195,False,False,3
BEH-00005727,AU-CUST00773,TXN-2024-005703,2025-02-20T15:42:29,0.187,NORMAL,882,1,0.053,False,False,2
BEH-00006930,AU-CUST00457,TXN-2024-006919,2025-06-12T20:15:09,0.223,NORMAL,1764,4,0.296,False,False,3
BEH-00011157,AU-CUST00741,TXN-2024-011161,2025-07-02T00:45:29,0.187,NORMAL,1278,1,0.048,False,False,1
BEH-00011119,AU-CUST00033,TXN-2024-011122,2025-03-25T23:33:15,0.184,NORMAL,1591,0,0.158,False,False,0
BEH-00008435,AU-CUST00012,TXN-2024-008445,2024-05-20T17:35:21,0.208,NORMAL,1518,3,0.035,False,False,1
BEH-00009766,AU-CUST00327,TXN-2024-009785,2024-11-19T00:37:06,0.581,NORMAL,414,1,0.105,False,False,2
BEH-00008552,AU-CUST00259,TXN-2024-008585,2025-07-10T13:41:21,0.049,NORMAL,633,0,0.043,False,False,0
BEH-00002936,AU-CUST00837,TXN-2024-002937,2025-08-08T23:11:29,0.21,NORMAL,273,2,0.008,False,False,0
BEH-00005400,AU-CUST00284,TXN-2024-005377,2025-01-20T23:03:56,0.259,NORMAL,806,3,0.104,False,False,2
BEH-00006131,AU-CUST00689,TXN-2024-006150,2025-08-19T13:58:37,0.113,NORMAL,1142,0,0.02,False,False,0
BEH-00009988,AU-CUST00229,TXN-2024-009988,2025-09-03T00:13:20,0.252,NORMAL,662,4,0.235,False,False,3
BEH-00004347,AU-CUST00543,TXN-2024-004362,2024-09-30T15:45:34,0.166,NORMAL,112,3,0.327,False,False,3
BEH-00005255,AU-CUST00902,TXN-2024-005262,2025-08-05T21:16:55,0.21,NORMAL,977,4,0.048,False,False,0
BEH-00010873,AU-CUST00445,TXN-2024-010876,2025-08-23T16:40:06,0.105,NORMAL,109,3,0.009,False,False,0
BEH-00000878,AU-CUST00023,TXN-2024-000878,2025-06-07T13:28:45,0.202,NORMAL,100,1,0.084,False,False,2
BEH-00001001,AU-CUST00169,TXN-2024-001019,2025-03-22T01:38:36,0.303,NORMAL,736,3,0.052,False,False,3
BEH-00001256,AU-CUST00875,TXN-2024-001257,2025-01-19T09:39:40,0.032,NORMAL,192,4,0.102,False,False,3
BEH-00010052,AU-CUST00908,TXN-2024-010044,2024-08-24T04:40:48,0.174,NORMAL,494,4,0.511,False,False,3
BEH-00002135,AU-CUST00212,TXN-2024-002144,2024-05-28T09:40:00,0.173,NORMAL,818,4,0.073,False,False,3
BEH-00010469,AU-CUST00291,TXN-2024-010474,2025-05-22T09:39:01,0.005,NORMAL,1309,3,0.06,False,False,3
BEH-00011730,AU-CUST00223,TXN-2024-011732,2024-10-17T06:57:20,0.445,NORMAL,609,4,0.212,False,False,3
BEH-00003980,AU-CUST00813,TXN-2024-003964,2024-11-22T17:54:34,0.398,EMAIL_INTERACTION|COPY_PASTE|VENDOR_CHANGE,375,4,0.609,False,False,3
BEH-00010900,AU-CUST00469,TXN-2024-010900,2024-09-16T01:20:30,0.171,NORMAL,1395,1,0.037,False,False,1
BEH-00006071,AU-CUST00170,TXN-2024-006072,2025-09-08T13:53:22,0.023,NORMAL,551,0,0.024,False,False,0
BEH-00011968,AU-CUST00114,TXN-2024-011969,2025-03-21T05:46:23,0.456,NORMAL,99,4,0.555,False,False,3
BEH-00008659,AU-CUST00643,TXN-2024-008649,2025-09-29T03:51:33,0.45,NORMAL,813,4,0.267,False,True,3
BEH-00004207,AU-CUST00177,TXN-2024-004195,2025-08-10T15:10:25,0.302,NORMAL,1382,4,0.102,False,False,3
BEH-00010880,AU-CUST00608,TXN-2024-010883,2024-04-19T22:10:54,0.088,NORMAL,1121,4,0.125,False,False,3
BEH-00004515,AU-CUST00454,TXN-2024-004545,2025-02-22T00:44:25,0.539,NORMAL,799,4,0.214,False,False,3
BEH-00008082,AU-CUST00055,TXN-2024-008083,2025-06-22T14:36:16,0.382,NORMAL,159,4,0.175,False,False,3
BEH-00010938,AU-CUST00801,TXN-2024-010939,2024-09-16T01:20:30,0.264,NORMAL,261,4,0.157,False,False,3
BEH-00008474,AU-CUST00752,TXN-2024-008481,2025-05-31T19:40:14,0.16,NORMAL,572,4,0.273,False,False,3
BEH-00010153,AU-CUST00315,TXN-2024-010150,2024-05-13T18:49:59,0.065,NORMAL,1255,4,0.159,False,False,2
BEH-00005111,AU-CUST00178,TXN-2024-005128,2024-09-05T21:05:11,0.106,NORMAL,228,4,0.043,False,False,3
BEH-00011517,AU-CUST00992,TXN-2024-011519,2025-01-02T14:26:01,0.328,NORMAL,795,4,0.053,False,False,3
BEH-00008727,AU-CUST00083,TXN-2024-008753,2025-08-22T09:18:11,0.202,NORMAL,912,4,0.107,False,False,3
BEH-00011166,AU-CUST00273,TXN-2024-011170,2025-06-30T18:05:57,0.062,NORMAL,694,1,0.049,False,False,2
BEH-00002275,AU-CUST00357,TXN-2024-002258,2025-02-14T20:38:15,0.725,EMOTIONAL_PRESSURE|REPEAT_VICTIM|GRADUAL_INCREASE,1317,4,0.183,False,False,3
BEH-00000244,AU-CUST00612,TXN-2024-000244,2025-07-19T10:28:51,0.119,NORMAL,356,1,0.106,False,False,2
BEH-00004964,AU-CUST00040,TXN-2024-004955,2025-07-06T16:40:52,0.114,NORMAL,1007,4,0.049,False,False,2
BEH-00005403,AU-CUST00800,TXN-2024-005424,2025-09-10T11:47:07,0.29,NORMAL,298,4,0.435,False,False,3
BEH-00010064,AU-CUST00082,TXN-2024-010078,2025-07-16T08:20:43,0.042,NORMAL,657,4,0.209,False,False,3
BEH-00005700,AU-CUST00393,TXN-2024-005718,2025-03-08T19:06:19,0.141,NORMAL,1583,4,0.089,False,False,2
BEH-00007464,AU-CUST00734,TXN-2024-007457,2025-03-26T12:40:11,0.129,NORMAL,1308,0,0.088,False,False,2
BEH-00010478,AU-CUST00589,TXN-2024-010494,2025-08-25T21:36:46,0.115,NORMAL,1653,4,0.346,False,False,3
BEH-00006550,AU-CUST00681,TXN-2024-006531,2025-07-10T12:09:56,0.062,NORMAL,1032,4,0.077,False,False,3
BEH-00002869,AU-CUST00731,TXN-2024-002864,2024-08-23T21:51:19,0.104,NORMAL,1273,4,0.094,False,False,2
BEH-00000283,AU-CUST00232,TXN-2024-000281,2025-05-13T10:14:02,0.099,NORMAL,1590,1,0.128,False,False,1
BEH-00006387,AU-CUST00114,TXN-2024-006407,2024-08-26T06:41:06,0.273,NORMAL,60,2,0.096,False,False,3
BEH-00010588,AU-CUST00299,TXN-2024-010588,2025-04-06T00:59:54,0.171,NORMAL,356,4,0.262,False,False,2
BEH-00007203,AU-CUST00307,TXN-2024-007222,2025-09-15T17:22:45,0.169,NORMAL,852,0,0.021,False,False,1
BEH-00001896,AU-CUST00757,TXN-2024-001904,2025-07-21T07:08:49,0.067,NORMAL,1279,0,0.04,False,False,0
BEH-00008761,AU-CUST00447,TXN-2024-008778,2024-04-11T09:38:29,0.055,NORMAL,1444,2,0.013,False,False,2
BEH-00004571,AU-CUST00105,TXN-2024-004577,2024-05-20T22:37:35,0.291,NORMAL,564,4,0.221,False,False,3
BEH-00002280,AU-CUST00749,TXN-2024-002271,2025-04-09T14:18:31,0.251,NORMAL,1203,4,0.163,False,False,3
BEH-00008524,AU-CUST00306,TXN-2024-008546,2025-02-09T03:24:51,0.104,NORMAL,114,4,0.079,False,False,2
BEH-00007207,AU-CUST00414,TXN-2024-007196,2025-01-27T14:55:41,0.077,NORMAL,1134,3,0.076,False,False,1
BEH-00008040,AU-CUST00346,TXN-2024-008024,2025-07-27T08:42:31,0.136,NORMAL,1400,0,0.24,False,False,0
BEH-00001003,AU-CUST00157,TXN-2024-000999,2024-06-22T03:38:08,0.183,NORMAL,643,4,0.429,False,False,3
BEH-00002925,AU-CUST00742,TXN-2024-002923,2025-03-12T14:18:49,0.342,NORMAL,1502,1,0.107,False,False,1
BEH-00000313,AU-CUST00336,TXN-2024-000310,2025-01-08T06:25:38,0.353,NORMAL,1056,4,0.278,False,False,3
BEH-00004637,AU-CUST00318,TXN-2024-004630,2025-01-15T23:10:43,0.306,NORMAL,358,4,0.206,False,False,3
BEH-00001375,AU-CUST00742,TXN-2024-001372,2024-10-01T10:56:20,0.26,EMAIL_INTERACTION|COPY_PASTE|VENDOR_CHANGE,1405,4,0.15,False,False,3
BEH-00006354,AU-CUST00393,TXN-2024-006356,2024-11-05T01:38:29,0.669,NORMAL,1023,4,0.372,False,False,3
BEH-00001340,AU-CUST00142,TXN-2024-001339,2025-02-26T03:29:24,0.138,NORMAL,1720,4,0.687,False,False,3
BEH-00002295,AU-CUST00353,TXN-2024-002278,2025-02-20T22:30:07,0.34,NORMAL,1513,3,0.565,False,False,2
BEH-00010096,AU-CUST00068,TXN-2024-010097,2024-10-03T00:35:13,0.284,NORMAL,837,3,0.141,False,False,1
BEH-00008007,AU-CUST00386,TXN-2024-007976,2025-04-27T15:06:22,0.663,NORMAL,1715,4,0.169,False,False,3
BEH-00003477,AU-CUST00131,TXN-2024-003460,2024-08-02T06:31:47,0.428,NORMAL,1060,3,0.142,False,True,3
BEH-00001001,AU-CUST00301,TXN-2024-000990,2025-04-13T09:43:12,0.173,NORMAL,1275,3,0.146,False,False,3
BEH-00011985,AU-CUST00655,TXN-2024-011985,2025-04-23T14:40:41,0.397,EMOTIONAL_PRESSURE|REPEAT_VICTIM|GRADUAL_INCREASE,256,4,0.061,False,False,3
BEH-00001643,AU-CUST00565,TXN-2024-001652,2025-04-27T23:47:20,0.1,NORMAL,530,1,0.178,False,False,2
BEH-00002722,AU-CUST00793,TXN-2024-002707,2025-05-13T08:53:10,0.231,NORMAL,1600,2,0.024,False,False,2
BEH-00000735,AU-CUST00257,TXN-2024-000727,2024-06-29T08:17:35,0.325,NORMAL,851,3,0.265,False,False,0
BEH-00011651,AU-CUST00946,TXN-2024-011652,2024-11-10T04:48:33,0.007,NORMAL,1403,0,0.0,False,False,0
BEH-00000578,AU-CUST00612,TXN-2024-000578,2024-08-22T23:54:45,0.424,NORMAL,207,4,0.113,False,False,3
BEH-00000546,AU-CUST00630,TXN-2024-000544,2024-06-14T05:09:20,0.077,NORMAL,1489,1,0.018,False,False,0
BEH-00000516,AU-CUST00104,TXN-2024-000517,2025-07-28T05:03:23,0.173,NORMAL,612,4,0.074,False,False,1
BEH-00010908,AU-CUST00989,TXN-2024-010911,2025-05-23T02:20:39,0.504,EMAIL_INTERACTION|COPY_PASTE|VENDOR_CHANGE,1681,4,0.46,True,False,3
BEH-00004421,AU-CUST00809,TXN-2024-004417,2024-10-27T15:53:46,0.184,NORMAL,1136,4,0.831,False,False,3
BEH-00010174,AU-CUST00336,TXN-2024-010176,2025-09-09T03:35:01,0.196,NORMAL,521,4,0.377,False,False,3
BEH-00008966,AU-CUST00013,TXN-2024-008947,2025-07-04T22:03:03,0.523,NORMAL,1717,1,0.127,False,False,1
BEH-00008456,AU-CUST00666,TXN-2024-008445,2024-03-29T16:57:17,0.234,ACTIVE_CALL|HESITATION|URGENCY|TIME_PRESSURE,391,4,0.613,False,False,3
BEH-00008905,AU-CUST00555,TXN-2024-008879,2025-07-20T16:58:16,0.013,NORMAL,1536,4,0.056,False,False,3
BEH-00006585,AU-CUST00415,TXN-2024-006576,2024-10-28T22:24:49,0.172,NORMAL,496,3,0.22,False,False,1
BEH-00005512,AU-CUST00864,TXN-2024-005513,2025-04-09T11:49:47,0.303,NORMAL,639,4,0.596,False,False,3
BEH-00005832,AU-CUST00521,TXN-2024-005857,2025-07-28T08:31:43,0.651,NORMAL,337,4,0.595,False,False,3
BEH-00004785,AU-CUST00291,TXN-2024-004781,2025-05-23T09:38:58,0.123,NORMAL,1291,2,0.224,False,False,3
BEH-00001579,AU-CUST00313,TXN-2024-001580,2025-01-29T18:01:11,0.028,NORMAL,584,0,0.056,False,False,0
BEH-00005532,AU-CUST00237,TXN-2024-005540,2024-08-08T06:40:24,0.307,NORMAL,1388,3,0.02,False,False,3
BEH-00003596,AU-CUST00518,TXN-2024-003609,2025-03-19T00:19:06,0.225,NORMAL,468,4,0.12,False,False,3
BEH-00006543,AU-CUST00960,TXN-2024-006530,2024-07-29T14:44:14,0.242,NORMAL,592,4,0.536,False,False,3
BEH-00011707,AU-CUST00578,TXN-2024-011708,2025-09-13T20:01:05,0.295,NORMAL,620,4,0.081,False,False,3
BEH-00000685,AU-CUST00817,TXN-2024-000683,2025-07-20T06:53:48,0.346,NORMAL,674,3,0.167,False,False,2
BEH-00008138,AU-CUST00614,TXN-2024-008142,2025-04-06T14:04:46,0.102,NORMAL,930,4,0.188,False,False,3
BEH-00010685,AU-CUST00303,TXN-2024-010688,2025-03-09T18:49:03,0.077,NORMAL,799,0,0.224,False,False,1
BEH-00009505,AU-CUST00098,TXN-2024-009514,2025-09-01T17:44:08,0.22,NORMAL,237,0,0.254,False,False,1
BEH-00001459,AU-CUST00872,TXN-2024-001460,2025-09-16T17:25:59,0.39,NORMAL,307,4,0.298,False,False,3
BEH-00004294,AU-CUST00035,TXN-2024-004280,2024-12-24T19:46:38,0.275,NORMAL,546,4,0.32,False,False,3
BEH-00004515,AU-CUST00119,TXN-2024-004495,2024-12-05T16:39:39,0.055,NORMAL,1706,1,0.068,False,False,1
BEH-00009203,AU-CUST00612,TXN-2024-009207,2025-06-14T16:40:53,0.355,NORMAL,110,4,0.175,False,False,3
BEH-00008460,AU-CUST00828,TXN-2024-008486,2024-11-29T07:04:34,0.233,NORMAL,469,0,0.136,False,False,0
BEH-00010529,AU-CUST00686,TXN-2024-010539,2025-03-12T04:04:51,0.231,ACTIVE_CALL|HESITATION|URGENCY|TIME_PRESSURE,1151,3,0.145,False,False,2
BEH-00004368,AU-CUST00230,TXN-2024-004381,2025-08-26T22:30:27,0.1,NORMAL,803,1,0.033,False,False,1
BEH-00005843,AU-CUST00194,TXN-2024-005845,2024-07-16T00:27:30,0.282,NORMAL,521,2,0.171,False,False,1
BEH-00000367,AU-CUST00799,TXN-2024-000365,2025-07-15T21:32:05,0.185,NORMAL,761,4,0.149,False,False,3
BEH-00002511,AU-CUST00103,TXN-2024-002513,2025-08-08T19:59:31,0.124,NORMAL,378,4,0.07,False,False,0
BEH-00011375,AU-CUST00907,TXN-2024-011373,2024-11-09T17:15:23,0.189,NORMAL,1712,4,0.338,False,False,3
BEH-00005219,AU-CUST00083,TXN-2024-005215,2025-07-10T18:24:01,0.218,NORMAL,292,1,0.057,False,False,1
BEH-00002595,AU-CUST00103,TXN-2024-002606,2025-03-12T17:28:44,0.269,NORMAL,1368,1,0.02,False,False,1
BEH-00006681,AU-CUST00114,TXN-2024-006692,2025-05-06T23:27:09,0.231,NORMAL,1256,2,0.113,False,False,2
BEH-00000204,AU-CUST00787,TXN-2024-000204,2025-09-10T18:06:45,0.324,NORMAL,1288,1,0.135,False,False,3
BEH-00004959,AU-CUST00309,TXN-2024-004952,2025-09-03T04:06:24,0.444,NORMAL,998,4,0.202,False,True,3
BEH-00001764,AU-CUST00812,TXN-2024-001762,2025-04-10T18:56:15,0.191,NORMAL,1221,4,0.014,False,False,3
BEH-00010955,AU-CUST00678,TXN-2024-010973,2025-07-06T03:38:19,0.116,NORMAL,850,3,0.23,False,True,1
BEH-00000969,AU-CUST00721,TXN-2024-000964,2025-04-13T09:43:12,0.293,NORMAL,888,4,0.23,False,False,3
BEH-00007565,AU-CUST00340,TXN-2024-007577,2025-09-26T05:38:15,0.118,NORMAL,974,4,0.198,False,False,2
BEH-00001529,AU-CUST00176,TXN-2024-001516,2024-12-20T19:59:13,0.333,NORMAL,1111,4,0.066,False,False,2
BEH-00000434,AU-CUST00980,TXN-2024-000431,2025-06-12T06:41:40,0.247,NORMAL,214,4,0.308,False,False,3
BEH-00006016,AU-CUST00032,TXN-2024-006019,2025-01-17T10:27:02,0.248,NORMAL,1242,4,0.2,False,False,3
BEH-00010150,AU-CUST00887,TXN-2024-010165,2025-04-21T10:05:18,0.078,NORMAL,1232,2,0.15,False,False,2
BEH-00011619,AU-CUST00638,TXN-2024-011626,2025-01-24T01:08:03,0.458,NORMAL,1411,4,0.152,False,False,3
BEH-00004028,AU-CUST00396,TXN-2024-003994,2025-06-29T09:44:32,0.14,NORMAL,179,1,0.11,False,False,0
BEH-00008746,AU-CUST00244,TXN-2024-008754,2025-02-01T13:18:59,0.137,NORMAL,1023,1,0.085,False,False,0
BEH-00010550,AU-CUST00863,TXN-2024-010545,2025-07-27T07:46:53,0.12,NORMAL,606,4,0.144,False,False,3
BEH-00001794,AU-CUST00405,TXN-2024-001773,2025-04-18T02:52:31,0.144,NORMAL,277,2,0.039,False,False,1
BEH-00010392,AU-CUST00275,TXN-2024-010403,2025-05-28T18:01:39,0.063,NORMAL,1688,0,0.049,False,False,2
BEH-00003856,AU-CUST00199,TXN-2024-003857,2025-07-31T21:12:24,0.145,NORMAL,1072,4,0.153,False,False,3
BEH-00006347,AU-CUST00363,TXN-2024-006340,2025-03-27T14:18:13,0.233,NORMAL,575,4,0.327,False,False,3
BEH-00007023,AU-CUST00556,TXN-2024-007050,2024-06-27T23:22:27,0.138,NORMAL,1427,1,0.031,False,False,2
BEH-00007158,AU-CUST00031,TXN-2024-007151,2025-09-04T20:29:23,0.213,NORMAL,1707,4,0.336,False,False,3
BEH-00001955,AU-CUST00885,TXN-2024-001962,2025-08-22T23:20:16,0.096,NORMAL,746,1,0.044,False,False,1
BEH-00005967,AU-CUST00508,TXN-2024-005978,2025-03-23T05:04:17,0.194,NORMAL,643,3,0.092,False,False,2
BEH-00009653,AU-CUST00115,TXN-2024-009676,2025-01-01T18:51:47,0.113,NORMAL,252,4,0.095,False,False,3
BEH-00010197,AU-CUST00569,TXN-2024-010211,2025-09-12T23:31:41,0.107,NORMAL,1348,4,0.053,False,False,3
BEH-00009393,AU-CUST00758,TXN-2024-009387,2025-05-16T21:10:02,0.197,NORMAL,539,3,0.083,False,False,3
BEH-00010429,AU-CUST00529,TXN-2024-010441,2025-08-19T09:45:39,0.213,NORMAL,1306,4,0.113,False,False,3
BEH-00007242,AU-CUST00233,TXN-2024-007250,2025-02-24T00:30:34,0.083,NORMAL,1080,1,0.283,False,False,2
BEH-00009573,AU-CUST00615,TXN-2024-009567,2024-09-24T03:58:53,0.174,NORMAL,1079,3,0.063,False,False,2
BEH-00001270,AU-CUST00270,TXN-2024-001271,2025-08-06T20:56:57,0.076,NORMAL,276,2,0.022,False,False,2
BEH-00010320,AU-CUST00040,TXN-2024-010327,2025-09-13T14:19:20,0.212,NORMAL,518,4,0.198,False,True,3
BEH-00008922,AU-CUST00171,TXN-2024-008933,2024-09-04T15:38:45,0.374,NEW_PAYEE|LARGE_AMOUNT|REPEAT_PATTERN,88,3,0.281,False,False,2
BEH-00005135,AU-CUST00733,TXN-2024-005142,2025-06-24T07:53:01,0.212,NORMAL,890,4,0.095,False,False,3
BEH-00006738,AU-CUST00374,TXN-2024-006746,2025-01-01T02:26:41,0.025,NORMAL,1593,4,0.258,False,False,3
BEH-00010457,AU-CUST00593,TXN-2024-010443,2025-05-01T15:39:07,0.319,NORMAL,1144,3,0.012,False,False,0
BEH-00006630,AU-CUST00867,TXN-2024-006630,2025-07-16T22:58:46,0.094,NORMAL,1032,4,0.314,False,False,3
BEH-00001310,AU-CUST00406,TXN-2024-001315,2025-07-15T20:35:15,0.145,NORMAL,188,3,0.54,False,False,3
BEH-00010198,AU-CUST00924,TXN-2024-010194,2025-03-11T13:50:23,0.148,NORMAL,1574,4,0.169,False,False,3
BEH-00005559,AU-CUST00125,TXN-2024-005574,2025-07-13T17:39:39,0.698,NORMAL,546,4,0.071,False,False,3
BEH-00005473,AU-CUST00608,TXN-2024-005465,2025-07-05T00:29:38,0.313,NORMAL,394,2,0.131,False,False,3
BEH-00011139,AU-CUST00586,TXN-2024-011141,2025-05-24T07:08:04,0.207,NORMAL,1416,1,0.006,False,False,3
BEH-00001043,AU-CUST00659,TXN-2024-001043,2025-08-24T18:44:23,0.08,NORMAL,390,2,0.044,False,False,2
BEH-00006850,AU-CUST00255,TXN-2024-006822,2025-09-13T12:00:12,0.163,NORMAL,1109,4,0.368,False,False,3
BEH-00009122,AU-CUST00846,TXN-2024-009123,2025-07-29T09:15:41,0.266,NORMAL,450,4,0.25,False,False,3
BEH-00004511,AU-CUST00739,TXN-2024-004506,2025-04-08T12:14:04,0.326,NORMAL,1786,4,0.642,False,False,3
BEH-00009007,AU-CUST00541,TXN-2024-009023,2024-09-07T17:27:36,0.139,NORMAL,1787,0,0.026,False,False,0
BEH-00007631,AU-CUST00494,TXN-2024-007620,2025-07-31T12:11:58,0.383,NORMAL,674,4,0.054,False,False,3
BEH-00011243,AU-CUST00716,TXN-2024-011246,2025-06-01T22:28:05,0.28,NORMAL,697,4,0.043,False,False,3
BEH-00000022,AU-CUST00233,TXN-2024-000023,2025-02-17T07:44:51,0.244,NORMAL,1364,4,0.031,False,False,1
BEH-00008290,AU-CUST00604,TXN-2024-008285,2025-08-02T23:42:56,0.294,NORMAL,752,4,0.213,False,False,2
BEH-00005023,AU-CUST00276,TXN-2024-005009,2024-03-16T03:40:10,0.06,NORMAL,1258,4,0.127,False,False,2
BEH-00001079,AU-CUST00177,TXN-2024-001076,2025-04-24T18:44:36,0.535,NORMAL,949,4,0.219,False,False,3
BEH-00010076,AU-CUST00369,TXN-2024-010072,2025-08-15T06:20:07,0.136,NORMAL,72,0,0.047,False,False,0
BEH-00005810,AU-CUST00324,TXN-2024-005815,2025-06-26T23:40:16,0.291,NORMAL,644,4,0.179,False,False,2
BEH-00005645,AU-CUST00444,TXN-2024-005620,2025-07-13T17:39:39,0.177,NORMAL,794,2,0.263,False,False,2
BEH-00000385,AU-CUST00864,TXN-2024-000382,2025-04-14T20:05:53,0.061,NORMAL,96,1,0.027,False,False,1
BEH-00004195,AU-CUST00635,TXN-2024-004176,2024-08-30T14:05:58,0.281,NORMAL,66,3,0.043,False,True,2
BEH-00009706,AU-CUST00567,TXN-2024-009706,2025-08-22T09:26:36,0.203,NORMAL,902,3,0.123,False,False,2
BEH-00004370,AU-CUST00877,TXN-2024-004381,2025-03-23T22:00:43,0.677,NORMAL,1563,4,0.116,False,False,3
BEH-00010978,AU-CUST00183,TXN-2024-010976,2025-08-19T02:41:08,0.081,NORMAL,97,4,0.261,False,False,1
BEH-00008291,AU-CUST00639,TXN-2024-008303,2025-08-21T05:01:03,0.318,NORMAL,106,4,0.232,False,False,3
BEH-00008388,AU-CUST00536,TXN-2024-008421,2025-02-26T10:48:20,0.511,NORMAL,1737,4,0.189,False,False,3
BEH-00005592,AU-CUST00134,TXN-2024-005619,2025-08-25T04:13:55,0.158,NORMAL,1436,2,0.052,False,False,1
BEH-00002017,AU-CUST00703,TXN-2024-002007,2025-06-16T12:56:46,0.023,NORMAL,308,1,0.028,False,False,1
BEH-00010908,AU-CUST00033,TXN-2024-010924,2025-09-25T14:51:36,0.017,NORMAL,237,4,0.126,False,False,3
BEH-00005561,AU-CUST00415,TXN-2024-005563,2025-07-15T14:36:48,0.122,NORMAL,573,4,0.336,False,False,3
BEH-00001927,AU-CUST00304,TXN-2024-001913,2024-08-26T06:22:10,0.237,NORMAL,375,4,0.367,False,False,3
BEH-00002614,AU-CUST00387,TXN-2024-002617,2025-06-30T11:43:16,0.094,NORMAL,638,4,0.108,False,False,2
BEH-00011242,AU-CUST00825,TXN-2024-011242,2024-11-18T02:59:37,0.225,NORMAL,401,4,0.097,False,False,3
BEH-00000982,AU-CUST00577,TXN-2024-000976,2025-02-16T00:36:33,0.125,NORMAL,1257,4,0.133,False,False,3
BEH-00001479,AU-CUST00259,TXN-2024-001460,2024-12-10T15:41:39,0.032,NORMAL,524,4,0.096,False,False,3
BEH-00006767,AU-CUST00794,TXN-2024-006749,2025-08-10T21:39:46,0.527,NORMAL,1415,4,0.237,False,False,3
BEH-00008134,AU-CUST00163,TXN-2024-008157,2024-06-25T02:22:19,0.031,NORMAL,1591,3,0.129,False,False,1
BEH-00002800,AU-CUST00332,TXN-2024-002807,2025-02-24T17:57:20,0.015,NORMAL,427,0,0.045,False,False,1
BEH-00001136,AU-CUST00927,TXN-2024-001128,2024-10-27T08:24:01,0.092,NORMAL,1554,4,0.123,False,False,2
BEH-00004034,AU-CUST00536,TXN-2024-004052,2024-11-09T16:57:15,0.337,NORMAL,356,4,0.628,False,False,3
BEH-00008103,AU-CUST00535,TXN-2024-008115,2025-08-27T23:37:33,0.097,NORMAL,1325,4,0.174,False,False,3
BEH-00009845,AU-CUST00361,TXN-2024-009842,2024-07-14T12:41:35,0.129,ACTIVE_CALL|HESITATION|URGENCY|TIME_PRESSURE,1756,4,0.192,False,True,3
BEH-00010870,AU-CUST00609,TXN-2024-010880,2025-04-09T20:22:24,0.104,NORMAL,1101,1,0.022,False,False,2
BEH-00009532,AU-CUST00328,TXN-2024-009536,2025-05-18T15:46:40,0.168,NORMAL,1216,4,0.034,False,False,3
