alert_id,customer_id,transaction_id,rule_id,strategy,queue,priority,status,alert_date,alert_time,risk_score,escalation_level,false_positive_probability,customer_contact_attempts
ALRT-AU-CUST00604-340,AU-CUST00381,TXN-2024-008718,RUL-TX936,App Investment Scam,High-Risk Behaviour,High,Open,2025-03-16,03:32:17,790,L1,0.12,3
ALRT-AU-CUST00479-427,AU-CUST00117,TXN-2024-011160,RUL-TX326,App Investment Scam,High-Risk Behaviour,High,Open,2025-01-02,15:10:11,764,L1,0.29,2
ALRT-AU-CUST00304-58,AU-CUST00419,TXN-2024-001375,RUL-TX915,App Romance Scam,High-Risk Behaviour,Critical,Open,2025-03-20,00:39:12,899,L1,0.24,2
ALRT-AU-CUST00737-298,AU-CUST00632,TXN-2024-007821,RUL-TX298,Mule Activity,High-Risk Behaviour,High,Open,2024-11-18,06:10:26,781,L2,0.33,1
ALRT-AU-CUST00398-381,AU-CUST00010,TXN-2024-009845,RUL-TX898,App Bank Impersonation,High-Risk Behaviour,Critical,Open,2024-11-27,00:28:51,907,L2,0.32,3
ALRT-AU-CUST00770-343,AU-CUST00763,TXN-2024-008825,RUL-TX907,App Invoice Fraud,Device Anomaly,Critical,Open,2024-06-07,00:39:45,796,L2,0.28,3
ALRT-AU-CUST00678-451,AU-CUST00663,TXN-2024-011995,RUL-TX849,App Bank Impersonation,Investment Scam Monitoring,Critical,Open,2025-03-16,06:24:21,854,L1,0.14,3
ALRT-AU-CUST00685-320,AU-CUST00011,TXN-2024-008351,RUL-TX982,App Invoice Fraud,Device Anomaly,Critical,Open,2025-08-20,06:44:36,887,L2,0.26,3
ALRT-AU-CUST00666-208,AU-CUST00421,TXN-2024-005934,RUL-TX467,App Romance Scam,Investment Scam Monitoring,High,Open,2024-11-22,02:25:52,873,L1,0.38,2
ALRT-AU-CUST00976-116,AU-CUST00266,TXN-2024-003214,RUL-TX212,App Bank Impersonation,Investment Scam Monitoring,High,Open,2024-12-28,01:38:26,844,L2,0.16,3
ALRT-AU-CUST00432-333,AU-CUST00853,TXN-2024-008544,RUL-TX123,App Investment Scam,High-Risk Behaviour,Critical,Open,2025-03-16,15:21:49,905,L1,0.37,2
ALRT-AU-CUST00104-98,AU-CUST00421,TXN-2024-002583,RUL-TX343,App Invoice Fraud,Device Anomaly,High,Open,2024-12-09,21:12:51,761,L2,0.26,3
ALRT-AU-CUST00398-44,AU-CUST00442,TXN-2024-001099,RUL-TX994,App Romance Scam,Device Anomaly,High,Open,2025-04-06,20:09:08,784,L1,0.38,2
ALRT-AU-CUST00939-230,AU-CUST00148,TXN-2024-006325,RUL-TX657,Mule Activity,High-Risk Behaviour,Critical,Open,2024-09-16,21:23:11,774,L2,0.36,3
ALRT-AU-CUST00298-308,AU-CUST00419,TXN-2024-008059,RUL-TX907,App Bank Impersonation,High-Risk Behaviour,Critical,Open,2025-02-13,05:18:31,830,L1,0.36,2
ALRT-AU-CUST00876-209,AU-CUST00117,TXN-2024-005828,RUL-TX371,App Bank Impersonation,High-Risk Behaviour,High,Open,2025-04-26,00:23:36,887,L2,0.4,1
ALRT-AU-CUST00848-360,AU-CUST00452,TXN-2024-009285,RUL-TX579,App Invoice Fraud,Investment Scam Monitoring,High,Open,2025-03-11,08:21:14,803,L1,0.18,3
ALRT-AU-CUST00999-33,AU-CUST00398,TXN-2024-000680,RUL-TX771,App Invoice Fraud,High-Risk Behaviour,High,Open,2025-09-01,18:53:39,924,L2,0.33,3
ALRT-AU-CUST00939-235,AU-CUST00059,TXN-2024-006465,RUL-TX575,App Investment Scam,High-Risk Behaviour,High,Open,2024-11-23,01:27:10,810,L1,0.22,3
ALRT-AU-CUST00059-145,AU-CUST00928,TXN-2024-003876,RUL-TX225,App Romance Scam,High-Risk Behaviour,High,Open,2025-07-17,05:40:43,829,L1,0.32,3
ALRT-AU-CUST00148-158,AU-CUST00325,TXN-2024-004223,RUL-TX463,App Bank Impersonation,High-Risk Behaviour,High,Open,2025-03-22,01:54:37,889,L2,0.37,2
ALRT-AU-CUST00712-437,AU-CUST00381,TXN-2024-011521,RUL-TX375,App Bank Impersonation,High-Risk Behaviour,High,Open,2024-07-03,14:29:49,808,L1,0.32,1
ALRT-AU-CUST00800-238,AU-CUST00159,TXN-2024-006624,RUL-TX850,App Bank Impersonation,High-Risk Behaviour,High,Open,2024-06-24,08:34:15,870,L1,0.25,2
ALRT-AU-CUST00414-324,AU-CUST00633,TXN-2024-008351,RUL-TX112,App Invoice Fraud,Investment Scam Monitoring,Critical,Open,2025-02-01,14:47:23,832,L2,0.1,1
ALRT-AU-CUST00939-235,AU-CUST00666,TXN-2024-006466,RUL-TX629,Mule Activity,Investment Scam Monitoring,High,Open,2024-07-05,02:24:58,819,L1,0.3,2
ALRT-AU-CUST00363-178,AU-CUST00479,TXN-2024-004845,RUL-TX593,App Romance Scam,Device Anomaly,High,Open,2025-06-10,14:48:54,809,L1,0.09,2
ALRT-AU-CUST00875-207,AU-CUST00854,TXN-2024-005873,RUL-TX669,App Invoice Fraud,Investment Scam Monitoring,High,Open,2024-12-28,07:44:12,860,L1,0.33,3
ALRT-AU-CUST00118-359,AU-CUST00655,TXN-2024-009355,RUL-TX964,App Invoice Fraud,High-Risk Behaviour,Critical,Open,2025-08-19,01:05:07,912,L1,0.21,2
ALRT-AU-CUST00732-292,AU-CUST00755,TXN-2024-007792,RUL-TX821,Mule Activity,High-Risk Behaviour,High,Open,2025-02-04,13:42:45,843,L2,0.24,2
ALRT-AU-CUST00421-439,AU-CUST00321,TXN-2024-011555,RUL-TX971,App Bank Impersonation,High-Risk Behaviour,High,Open,2025-09-12,04:34:59,859,L2,0.36,3
ALRT-AU-CUST00024-353,AU-CUST00866,TXN-2024-009144,RUL-TX164,App Investment Scam,High-Risk Behaviour,High,Open,2025-07-29,19:15:03,777,L2,0.16,3
ALRT-AU-CUST00857-402,AU-CUST00914,TXN-2024-010424,RUL-TX139,App Investment Scam,High-Risk Behaviour,High,Open,2025-02-21,22:34:22,812,L2,0.36,3
ALRT-AU-CUST00508-431,AU-CUST00256,TXN-2024-011221,RUL-TX832,App Bank Impersonation,High-Risk Behaviour,High,Open,2024-04-17,04:34:59,760,L1,0.18,2
ALRT-AU-CUST00427-263,AU-CUST00984,TXN-2024-007275,RUL-TX550,App Bank Impersonation,Device Anomaly,Critical,Open,2025-06-19,10:57:41,788,L2,0.28,3
ALRT-AU-CUST00788-35,AU-CUST00360,TXN-2024-000680,RUL-TX298,App Invoice Fraud,Device Anomaly,High,Open,2025-09-09,23:01:37,793,L2,0.21,1
ALRT-AU-CUST00853-390,AU-CUST00333,TXN-2024-010064,RUL-TX615,App Invoice Fraud,Investment Scam Monitoring,High,Open,2024-10-15,00:33:04,781,L1,0.35,3
ALRT-AU-CUST00452-315,AU-CUST00686,TXN-2024-008269,RUL-TX231,App Bank Impersonation,Device Anomaly,High,Open,2025-08-19,02:45:13,869,L2,0.38,2
ALRT-AU-CUST00417-168,AU-CUST00427,TXN-2024-004725,RUL-TX459,App Bank Impersonation,Investment Scam Monitoring,Critical,Open,2024-03-03,03:41:53,881,L1,0.13,1
ALRT-AU-CUST00699-174,AU-CUST00877,TXN-2024-004845,RUL-TX770,Mule Activity,Device Anomaly,High,Open,2025-03-23,05:59:17,771,L2,0.2,2
ALRT-AU-CUST00417-104,AU-CUST00421,TXN-2024-002795,RUL-TX961,App Bank Impersonation,Device Anomaly,Critical,Open,2025-04-27,22:52:59,923,L2,0.16,1
ALRT-AU-CUST00167-151,AU-CUST00755,TXN-2024-004047,RUL-TX164,App Bank Impersonation,Investment Scam Monitoring,High,Open,2024-09-03,11:13:40,773,L1,0.24,1
ALRT-AU-CUST00266-180,AU-CUST00666,TXN-2024-004970,RUL-TX538,App Investment Scam,Investment Scam Monitoring,High,Open,2025-08-23,21:36:14,813,L2,0.06,2
ALRT-AU-CUST00512-165,AU-CUST00545,TXN-2024-004559,RUL-TX770,App Investment Scam,High-Risk Behaviour,High,Open,2025-03-04,05:38:05,939,L2,0.17,1
ALRT-AU-CUST00603-76,AU-CUST00436,TXN-2024-002007,RUL-TX946,App Bank Impersonation,Device Anomaly,Critical,Open,2025-05-09,21:33:31,908,L1,0.1,2
ALRT-AU-CUST00632-414,AU-CUST00922,TXN-2024-010690,RUL-TX148,App Bank Impersonation,High-Risk Behaviour,High,Open,2024-11-07,14:15:38,872,L2,0.11,2
ALRT-AU-CUST00666-322,AU-CUST00595,TXN-2024-008463,RUL-TX210,App Bank Impersonation,High-Risk Behaviour,High,Open,2025-02-23,03:15:55,798,L1,0.13,3
ALRT-AU-CUST00633-177,AU-CUST00169,TXN-2024-004845,RUL-TX924,App Investment Scam,Investment Scam Monitoring,High,Open,2025-02-22,21:36:14,895,L2,0.1,2
ALRT-AU-CUST00577-364,AU-CUST00781,TXN-2024-009382,RUL-TX821,App Romance Scam,High-Risk Behaviour,High,Open,2025-04-11,18:23:54,921,L2,0.15,1
ALRT-AU-CUST00111-203,AU-CUST00169,TXN-2024-005433,RUL-TX832,App Bank Impersonation,High-Risk Behaviour,Critical,Open,2024-12-28,15:05:13,783,L2,0.39,2
ALRT-AU-CUST00678-451,AU-CUST00704,TXN-2024-011995,RUL-TX611,App Invoice Fraud,High-Risk Behaviour,Critical,Open,2025-07-12,06:24:21,806,L2,0.39,2
ALRT-AU-CUST00398-44,AU-CUST00788,TXN-2024-001073,RUL-TX687,App Invoice Fraud,High-Risk Behaviour,High,Open,2024-11-18,21:28:01,855,L2,0.37,1
ALRT-AU-CUST00087-319,AU-CUST00442,TXN-2024-008259,RUL-TX292,App Bank Impersonation,High-Risk Behaviour,High,Open,2025-07-04,05:50:44,861,L1,0.39,3
ALRT-AU-CUST00105-246,AU-CUST00177,TXN-2024-006966,RUL-TX138,App Romance Scam,Device Anomaly,High,Open,2024-06-18,21:26:46,790,L1,0.22,3
ALRT-AU-CUST00063-416,AU-CUST00461,TXN-2024-010869,RUL-TX440,App Bank Impersonation,Investment Scam Monitoring,High,Open,2024-01-27,23:15:19,901,L1,0.39,3
ALRT-AU-CUST00899-91,AU-CUST00427,TXN-2024-002506,RUL-TX777,App Invoice Fraud,Device Anomaly,High,Open,2024-05-21,00:20:57,861,L1,0.38,3
ALRT-AU-CUST00111-203,AU-CUST00600,TXN-2024-005828,RUL-TX225,App Romance Scam,Device Anomaly,High,Open,2025-04-16,06:23:33,907,L2,0.37,3
ALRT-AU-CUST00577-364,AU-CUST00421,TXN-2024-009442,RUL-TX879,App Investment Scam,Device Anomaly,High,Open,2025-03-15,09:23:09,852,L2,0.37,2
ALRT-AU-CUST00812-314,AU-CUST00419,TXN-2024-008310,RUL-TX757,App Romance Scam,Device Anomaly,High,Open,2024-12-05,02:14:39,934,L2,0.08,2
ALRT-AU-CUST00763-247,AU-CUST00290,TXN-2024-006756,RUL-TX165,App Bank Impersonation,Investment Scam Monitoring,High,Open,2024-06-16,05:25:55,770,L2,0.29,2
ALRT-AU-CUST00427-334,AU-CUST00381,TXN-2024-008637,RUL-TX132,App Investment Scam,High-Risk Behaviour,Critical,Open,2025-03-14,00:35:52,920,L1,0.14,2
ALRT-AU-CUST00479-193,AU-CUST00161,TXN-2024-005404,RUL-TX222,App Romance Scam,High-Risk Behaviour,High,Open,2024-03-11,05:18:08,765,L1,0.4,3
ALRT-AU-CUST00600-395,AU-CUST00560,TXN-2024-010223,RUL-TX961,App Bank Impersonation,High-Risk Behaviour,High,Open,2024-07-03,14:12:50,933,L2,0.35,1
ALRT-AU-CUST00327-102,AU-CUST00553,TXN-2024-002715,RUL-TX580,App Bank Impersonation,Device Anomaly,Critical,Open,2025-06-19,08:53:03,806,L1,0.06,1
ALRT-AU-CUST00675-448,AU-CUST00406,TXN-2024-011891,RUL-TX378,App Bank Impersonation,High-Risk Behaviour,High,Open,2024-05-28,07:41:47,765,L2,0.31,2
ALRT-AU-CUST00957-69,AU-CUST00203,TXN-2024-001928,RUL-TX783,App Invoice Fraud,Investment Scam Monitoring,High,Open,2024-09-03,10:52:11,878,L2,0.32,2
ALRT-AU-CUST00116-149,AU-CUST00400,TXN-2024-003902,RUL-TX769,App Bank Impersonation,High-Risk Behaviour,High,Open,2025-09-11,15:58:26,857,L2,0.26,1
ALRT-AU-CUST00848-360,AU-CUST00135,TXN-2024-009435,RUL-TX519,App Bank Impersonation,Device Anomaly,High,Open,2025-09-26,01:05:07,772,L2,0.1,1
ALRT-AU-CUST00562-351,AU-CUST00914,TXN-2024-009118,RUL-TX150,App Invoice Fraud,Device Anomaly,High,Open,2025-09-23,15:21:49,873,L1,0.13,2
ALRT-AU-CUST00729-444,AU-CUST00444,TXN-2024-011692,RUL-TX105,App Investment Scam,Investment Scam Monitoring,High,Open,2025-09-10,03:53:47,799,L1,0.28,3
ALRT-AU-CUST00105-246,AU-CUST00732,TXN-2024-006756,RUL-TX912,App Invoice Fraud,Device Anomaly,High,Open,2025-07-05,06:25:28,821,L2,0.11,2
ALRT-AU-CUST00195-237,AU-CUST00709,TXN-2024-006444,RUL-TX117,Mule Activity,Device Anomaly,High,Open,2024-03-11,19:34:15,869,L1,0.12,2
ALRT-AU-CUST00353-6,AU-CUST00180,TXN-2024-000221,RUL-TX870,Mule Activity,High-Risk Behaviour,High,Open,2025-06-09,14:47:55,843,L1,0.34,1
ALRT-AU-CUST00373-25,AU-CUST00421,TXN-2024-000472,RUL-TX870,Mule Activity,Device Anomaly,Critical,Open,2025-07-28,18:53:39,857,L2,0.26,3
ALRT-AU-CUST00632-414,AU-CUST00011,TXN-2024-010683,RUL-TX695,App Romance Scam,Investment Scam Monitoring,High,Open,2025-03-14,23:15:19,880,L2,0.17,3
ALRT-AU-CUST00976-116,AU-CUST00421,TXN-2024-003214,RUL-TX503,App Romance Scam,High-Risk Behaviour,High,Open,2025-05-26,10:21:33,927,L1,0.22,1
ALRT-AU-CUST00720-106,AU-CUST00188,TXN-2024-002843,RUL-TX814,App Bank Impersonation,Device Anomaly,High,Open,2025-08-27,22:31:35,778,L1,0.35,3
ALRT-AU-CUST00510-170,AU-CUST00755,TXN-2024-004711,RUL-TX371,App Bank Impersonation,High-Risk Behaviour,High,Open,2025-09-11,04:30:18,763,L2,0.27,3
ALRT-AU-CUST00604-62,AU-CUST00143,TXN-2024-001519,RUL-TX240,App Romance Scam,Device Anomaly,Critical,Open,2025-07-13,10:52:26,831,L1,0.17,3
ALRT-AU-CUST00400-154,AU-CUST00029,TXN-2024-003967,RUL-TX330,App Investment Scam,Device Anomaly,High,Open,2025-05-11,23:52:02,835,L2,0.08,3
ALRT-AU-CUST00737-93,AU-CUST00683,TXN-2024-002583,RUL-TX589,App Bank Impersonation,Investment Scam Monitoring,High,Open,2024-12-21,10:34:45,768,L1,0.39,2
ALRT-AU-CUST00898-122,AU-CUST00400,TXN-2024-003477,RUL-TX777,App Invoice Fraud,High-Risk Behaviour,High,Open,2024-11-18,22:40:13,859,L1,0.12,1
ALRT-AU-CUST00373-163,AU-CUST00848,TXN-2024-004508,RUL-TX688,App Investment Scam,Device Anomaly,Critical,Open,2025-03-11,18:46:44,917,L2,0.24,2
ALRT-AU-CUST00981-219,AU-CUST00067,TXN-2024-006015,RUL-TX992,App Investment Scam,Device Anomaly,High,Open,2025-03-26,05:15:18,762,L2,0.25,3
ALRT-AU-CUST00526-28,AU-CUST00468,TXN-2024-000559,RUL-TX528,App Bank Impersonation,Investment Scam Monitoring,Critical,Open,2024-07-30,17:40:00,772,L1,0.13,2
ALRT-AU-CUST00602-34,AU-CUST00188,TXN-2024-000681,RUL-TX370,App Bank Impersonation,Investment Scam Monitoring,High,Open,2024-04-30,00:33:07,837,L2,0.37,1
ALRT-AU-CUST00603-76,AU-CUST00398,TXN-2024-001974,RUL-TX370,App Investment Scam,Investment Scam Monitoring,High,Open,2025-06-23,23:23:36,835,L1,0.32,3
ALRT-AU-CUST00353-6,AU-CUST00479,TXN-2024-000161,RUL-TX625,App Romance Scam,Investment Scam Monitoring,Critical,Open,2025-06-09,03:10:11,770,L2,0.36,2
ALRT-AU-CUST00195-12,AU-CUST00181,TXN-2024-000322,RUL-TX869,App Bank Impersonation,High-Risk Behaviour,Critical,Open,2025-07-07,08:06:46,940,L2,0.36,3
ALRT-AU-CUST00821-304,AU-CUST00609,TXN-2024-008059,RUL-TX984,App Invoice Fraud,Device Anomaly,High,Open,2025-04-16,10:45:23,789,L2,0.23,2
ALRT-AU-CUST00417-168,AU-CUST00666,TXN-2024-004711,RUL-TX204,Mule Activity,High-Risk Behaviour,Critical,Open,2025-04-21,13:59:04,867,L1,0.37,3
ALRT-AU-CUST00635-197,AU-CUST00111,TXN-2024-005293,RUL-TX892,App Investment Scam,High-Risk Behaviour,High,Open,2025-07-01,04:37:22,899,L2,0.28,2
ALRT-AU-CUST00243-248,AU-CUST00333,TXN-2024-006966,RUL-TX423,App Invoice Fraud,Investment Scam Monitoring,High,Open,2025-05-03,07:08:34,769,L2,0.21,3
ALRT-AU-CUST00104-98,AU-CUST00709,TXN-2024-002616,RUL-TX833,Mule Activity,High-Risk Behaviour,High,Open,2025-06-23,14:02:41,782,L2,0.16,3
ALRT-AU-CUST00483-352,AU-CUST00877,TXN-2024-009144,RUL-TX850,App Invoice Fraud,High-Risk Behaviour,High,Open,2025-04-09,00:19:40,925,L1,0.28,1
ALRT-AU-CUST00188-162,AU-CUST00427,TXN-2024-004488,RUL-TX644,App Invoice Fraud,Device Anomaly,Critical,Open,2025-06-05,18:46:44,921,L1,0.37,2
ALRT-AU-CUST00326-77,AU-CUST00400,TXN-2024-002151,RUL-TX166,App Romance Scam,Device Anomaly,High,Open,2025-04-04,23:23:40,880,L1,0.24,3
ALRT-AU-CUST00948-289,AU-CUST00182,TXN-2024-007790,RUL-TX487,Mule Activity,Device Anomaly,Critical,Open,2025-03-01,01:23:18,795,L1,0.33,1
ALRT-AU-CUST00817-300,AU-CUST00450,TXN-2024-007976,RUL-TX799,Mule Activity,Device Anomaly,High,Open,2025-01-10,01:10:31,793,L1,0.11,2
ALRT-AU-CUST00817-132,AU-CUST00400,TXN-2024-003520,RUL-TX738,App Romance Scam,High-Risk Behaviour,High,Open,2025-04-06,10:50:33,887,L1,0.21,1
ALRT-AU-CUST00417-168,AU-CUST00763,TXN-2024-004718,RUL-TX969,App Bank Impersonation,High-Risk Behaviour,Critical,Open,2025-08-04,18:49:40,788,L1,0.28,2
ALRT-AU-CUST00720-234,AU-CUST00024,TXN-2024-006304,RUL-TX204,App Romance Scam,High-Risk Behaviour,High,Open,2025-04-30,05:25:07,836,L1,0.34,1
ALRT-AU-CUST00755-255,AU-CUST00059,TXN-2024-007148,RUL-TX748,App Invoice Fraud,High-Risk Behaviour,High,Open,2025-07-09,19:34:15,908,L2,0.29,1
ALRT-AU-CUST00168-47,AU-CUST00398,TXN-2024-001137,RUL-TX941,App Bank Impersonation,High-Risk Behaviour,High,Open,2025-09-13,08:27:22,938,L2,0.31,1
ALRT-AU-CUST00512-165,AU-CUST00421,TXN-2024-004586,RUL-TX261,Mule Activity,Device Anomaly,High,Open,2025-04-21,08:45:16,764,L1,0.23,3
ALRT-AU-CUST00256-228,AU-CUST00876,TXN-2024-006426,RUL-TX411,Mule Activity,High-Risk Behaviour,High,Open,2025-04-18,06:25:28,803,L1,0.08,1
ALRT-AU-CUST00703-355,AU-CUST00562,TXN-2024-009192,RUL-TX714,App Romance Scam,High-Risk Behaviour,High,Open,2025-01-16,05:05:27,859,L2,0.39,1
ALRT-AU-CUST00999-33,AU-CUST00169,TXN-2024-000610,RUL-TX427,App Investment Scam,High-Risk Behaviour,High,Open,2025-06-30,12:52:34,799,L1,0.12,2
ALRT-AU-CUST00914-401,AU-CUST00928,TXN-2024-010452,RUL-TX591,App Bank Impersonation,Investment Scam Monitoring,High,Open,2024-08-24,13:06:35,842,L1,0.24,1
ALRT-AU-CUST00847-38,AU-CUST00181,TXN-2024-000795,RUL-TX869,App Investment Scam,Investment Scam Monitoring,High,Open,2024-09-07,18:53:39,916,L2,0.07,2
ALRT-AU-CUST00436-153,AU-CUST00033,TXN-2024-004157,RUL-TX835,Mule Activity,High-Risk Behaviour,Critical,Open,2025-08-18,14:00:53,800,L1,0.13,2
ALRT-AU-CUST00029-214,AU-CUST00169,TXN-2024-005949,RUL-TX669,App Bank Impersonation,Investment Scam Monitoring,High,Open,2025-04-25,18:29:58,784,L1,0.13,2
ALRT-AU-CUST00877-15,AU-CUST00937,TXN-2024-000326,RUL-TX870,App Invoice Fraud,High-Risk Behaviour,Critical,Open,2024-05-21,03:22:29,849,L1,0.29,2
ALRT-AU-CUST00097-148,AU-CUST00177,TXN-2024-003866,RUL-TX142,App Invoice Fraud,High-Risk Behaviour,Critical,Open,2025-07-27,21:41:19,775,L2,0.25,2
ALRT-AU-CUST00427-57,AU-CUST00527,TXN-2024-001375,RUL-TX565,Mule Activity,High-Risk Behaviour,High,Open,2025-01-21,05:26:04,852,L2,0.36,2
ALRT-AU-CUST00029-214,AU-CUST00885,TXN-2024-005985,RUL-TX568,App Bank Impersonation,High-Risk Behaviour,Critical,Open,2025-06-21,09:43:29,853,L1,0.24,1
ALRT-AU-CUST00192-256,AU-CUST00304,TXN-2024-007015,RUL-TX787,App Bank Impersonation,Investment Scam Monitoring,High,Open,2025-04-08,15:05:13,838,L2,0.07,2
ALRT-AU-CUST00720-318,AU-CUST00233,TXN-2024-008351,RUL-TX991,App Romance Scam,Device Anomaly,High,Open,2024-03-16,02:17:25,770,L2,0.1,3
ALRT-AU-CUST00788-64,AU-CUST00656,TXN-2024-001656,RUL-TX503,App Bank Impersonation,Investment Scam Monitoring,Critical,Open,2025-06-23,05:45:48,819,L1,0.22,2
ALRT-AU-CUST00128-40,AU-CUST00040,TXN-2024-000999,RUL-TX783,App Bank Impersonation,High-Risk Behaviour,Critical,Open,2025-05-31,14:48:09,924,L1,0.09,2
ALRT-AU-CUST00588-330,AU-CUST00450,TXN-2024-008523,RUL-TX900,App Investment Scam,High-Risk Behaviour,High,Open,2025-06-02,18:20:54,771,L1,0.4,1
ALRT-AU-CUST00635-197,AU-CUST00033,TXN-2024-005359,RUL-TX453,App Bank Impersonation,Device Anomaly,High,Open,2024-11-23,06:23:44,796,L1,0.22,2
ALRT-AU-CUST00666-299,AU-CUST00136,TXN-2024-008050,RUL-TX907,App Investment Scam,Device Anomaly,Critical,Open,2025-05-24,22:48:11,936,L1,0.24,3
ALRT-AU-CUST00712-437,AU-CUST00712,TXN-2024-011502,RUL-TX196,App Invoice Fraud,High-Risk Behaviour,Critical,Open,2025-05-02,05:59:48,861,L2,0.17,2
ALRT-AU-CUST00512-293,AU-CUST00143,TXN-2024-007730,RUL-TX546,App Bank Impersonation,Investment Scam Monitoring,High,Open,2025-08-22,05:16:18,926,L1,0.06,1
ALRT-AU-CUST00755-255,AU-CUST00169,TXN-2024-007015,RUL-TX708,App Bank Impersonation,Device Anomaly,Critical,Open,2025-06-27,04:53:43,897,L1,0.37,2
ALRT-AU-CUST00964-279,AU-CUST00711,TXN-2024-007557,RUL-TX519,App Bank Impersonation,High-Risk Behaviour,High,Open,2025-08-31,02:54:55,837,L1,0.13,2
ALRT-AU-CUST00521-100,AU-CUST00386,TXN-2024-002711,RUL-TX777,App Investment Scam,High-Risk Behaviour,High,Open,2025-08-05,10:34:45,838,L1,0.2,3
ALRT-AU-CUST00420-244,AU-CUST00290,TXN-2024-006728,RUL-TX889,App Investment Scam,Device Anomaly,High,Open,2025-06-23,17:44:12,781,L2,0.29,2
ALRT-AU-CUST00774-212,AU-CUST00419,TXN-2024-006018,RUL-TX784,App Bank Impersonation,Device Anomaly,High,Open,2025-04-16,17:40:31,793,L2,0.32,3
ALRT-AU-CUST00414-324,AU-CUST00386,TXN-2024-008498,RUL-TX652,App Invoice Fraud,Investment Scam Monitoring,High,Open,2024-10-06,14:47:23,805,L1,0.16,3
ALRT-AU-CUST00511-310,AU-CUST00844,TXN-2024-008175,RUL-TX984,App Bank Impersonation,Device Anomaly,High,Open,2025-06-25,01:10:31,896,L1,0.2,2
ALRT-AU-CUST00398-80,AU-CUST00939,TXN-2024-001974,RUL-TX460,App Bank Impersonation,Investment Scam Monitoring,High,Open,2025-09-14,00:30:20,917,L1,0.4,3
ALRT-AU-CUST00553-447,AU-CUST00051,TXN-2024-011757,RUL-TX584,App Investment Scam,Device Anomaly,High,Open,2024-07-03,00:31:18,776,L1,0.15,3
ALRT-AU-CUST00600-442,AU-CUST00560,TXN-2024-011682,RUL-TX798,App Investment Scam,Device Anomaly,High,Open,2025-03-16,05:59:48,863,L1,0.07,3
ALRT-AU-CUST00388-130,AU-CUST00086,TXN-2024-003572,RUL-TX895,Mule Activity,Device Anomaly,High,Open,2025-01-29,05:58:08,762,L2,0.35,3
ALRT-AU-CUST00883-72,AU-CUST00781,TXN-2024-001781,RUL-TX537,App Investment Scam,Device Anomaly,High,Open,2024-09-07,16:49:48,839,L1,0.25,1
ALRT-AU-CUST00427-195,AU-CUST00938,TXN-2024-005206,RUL-TX837,App Romance Scam,High-Risk Behaviour,Critical,Open,2024-11-05,14:41:16,804,L2,0.3,3
ALRT-AU-CUST00854-211,AU-CUST00638,TXN-2024-005985,RUL-TX794,App Bank Impersonation,Investment Scam Monitoring,High,Open,2024-07-30,17:12:40,767,L1,0.19,2
ALRT-AU-CUST00182-361,AU-CUST00553,TXN-2024-009285,RUL-TX101,App Invoice Fraud,High-Risk Behaviour,High,Open,2024-11-14,03:32:17,790,L2,0.08,1
ALRT-AU-CUST00386-60,AU-CUST00755,TXN-2024-001534,RUL-TX151,App Invoice Fraud,Investment Scam Monitoring,Critical,Open,2024-06-23,23:23:36,856,L2,0.3,1
ALRT-AU-CUST00024-353,AU-CUST00553,TXN-2024-009144,RUL-TX100,App Bank Impersonation,Device Anomaly,High,Open,2024-10-09,20:47:06,814,L1,0.1,2
ALRT-AU-CUST00118-359,AU-CUST00063,TXN-2024-009285,RUL-TX487,App Investment Scam,Investment Scam Monitoring,Critical,Open,2025-07-02,14:26:40,860,L1,0.28,2
ALRT-AU-CUST00518-393,AU-CUST00420,TXN-2024-010189,RUL-TX301,App Invoice Fraud,Device Anomaly,High,Open,2024-08-24,10:22:22,893,L1,0.13,2
ALRT-AU-CUST00502-224,AU-CUST00774,TXN-2024-006074,RUL-TX629,Mule Activity,Investment Scam Monitoring,High,Open,2025-05-09,23:20:59,771,L2,0.21,1
ALRT-AU-CUST00225-68,AU-CUST00788,TXN-2024-001909,RUL-TX245,Mule Activity,Device Anomaly,High,Open,2025-08-17,10:52:26,795,L1,0.36,3
ALRT-AU-CUST00666-426,AU-CUST00737,TXN-2024-011087,RUL-TX109,Mule Activity,High-Risk Behaviour,High,Open,2025-05-02,23:25:04,776,L2,0.39,2
ALRT-AU-CUST00421-398,AU-CUST00562,TXN-2024-010253,RUL-TX416,App Invoice Fraud,High-Risk Behaviour,Critical,Open,2025-09-19,14:12:50,852,L1,0.38,3
ALRT-AU-CUST00104-98,AU-CUST00537,TXN-2024-002616,RUL-TX565,App Investment Scam,Device Anomaly,High,Open,2025-09-05,08:53:03,931,L2,0.28,3
ALRT-AU-CUST00391-325,AU-CUST00844,TXN-2024-008523,RUL-TX307,App Bank Impersonation,High-Risk Behaviour,High,Open,2025-05-09,05:37:34,835,L1,0.16,2
ALRT-AU-CUST00666-362,AU-CUST00203,TXN-2024-009355,RUL-TX750,App Romance Scam,Device Anomaly,High,Open,2025-08-24,10:41:42,792,L1,0.1,1
ALRT-AU-CUST00029-281,AU-CUST00086,TXN-2024-007557,RUL-TX832,App Bank Impersonation,Device Anomaly,High,Open,2024-12-28,06:04:14,850,L1,0.28,2
