call_id,customer_id,transaction_id,call_date,call_time,call_type,call_outcome_category,call_duration_seconds,analyst_team,risk_level,customer_profile,escalated,call_quality_score,resolution_time_hours
CALL-000176,AU-CUST00377,TXN-2024-005841,2025-07-31,18:53:45,Inbound,Customer reached,797,Transaction Risk,Medium,Vulnerable,False,0.76,5.4
CALL-000177,AU-CUST00583,TXN-2024-005858,2024-09-07,16:04:31,Outbound,Customer reached,1591,Customer Protection,High,Standard,True,0.93,1.4
CALL-000178,AU-CUST00029,TXN-2024-005949,2025-02-08,01:11:59,Outbound,Customer reached,1277,Customer Protection,High,Vulnerable,False,0.76,1.1
CALL-000179,AU-CUST00156,TXN-2024-005953,2024-10-18,07:44:12,Outbound,No Response,704,Fraud Ops,Medium,Standard,False,0.74,4.5
CALL-000180,AU-CUST00595,TXN-2024-005992,2025-01-29,23:15:32,Outbound,Voicemail left,2156,Fraud Ops,High,Vulnerable,False,0.71,3.9
CALL-000181,AU-CUST00143,TXN-2024-005996,2025-07-29,01:07:37,Outbound,Customer reached,1663,Fraud Ops,High,Vulnerable,False,0.9,2.8
CALL-000182,AU-CUST00981,TXN-2024-006018,2024-07-02,03:47:00,Outbound,Customer reached,1926,Fraud Ops,High,Vulnerable,True,0.93,1.6
CALL-000183,AU-CUST00379,TXN-2024-006063,2025-01-26,07:49:29,Outbound,Customer reached,438,Transaction Risk,High,Standard,False,0.86,1.7
CALL-000184,AU-CUST00381,TXN-2024-006068,2025-06-23,02:45:50,Inbound,No Response,1797,Customer Protection,High,Vulnerable,False,0.71,3.9
CALL-000185,AU-CUST00594,TXN-2024-006074,2024-08-29,11:03:30,Outbound,Customer reached,1223,Customer Protection,Medium,Standard,False,0.87,1.1
CALL-000186,AU-CUST00673,TXN-2024-006140,2025-05-26,20:16:11,Inbound,Voicemail left,717,Fraud Ops,High,Vulnerable,False,0.87,3.0
CALL-000187,AU-CUST00256,TXN-2024-006164,2025-04-16,09:21:44,Outbound,Customer reached,1408,Customer Protection,Medium,Vulnerable,False,0.86,1.1
CALL-000188,AU-CUST00818,TXN-2024-006172,2024-11-30,00:13:43,Inbound,Customer reached,752,Customer Protection,High,Standard,False,0.73,4.5
CALL-000189,AU-CUST00732,TXN-2024-006174,2024-10-08,03:45:56,Outbound,Customer reached,2323,Fraud Ops,Medium,Vulnerable,False,0.94,5.5
CALL-000190,AU-CUST00939,TXN-2024-006234,2024-11-05,04:11:55,Outbound,Customer reached,1656,Customer Protection,High,Vulnerable,False,0.88,4.3
CALL-000191,AU-CUST00561,TXN-2024-006242,2025-05-28,20:06:23,Outbound,No Response,2268,Transaction Risk,Medium,Standard,False,0.76,0.6
CALL-000192,AU-CUST00421,TXN-2024-006304,2025-08-21,12:34:35,Inbound,Voicemail left,697,Fraud Ops,High,Vulnerable,False,0.78,0.8
CALL-000193,AU-CUST00398,TXN-2024-006325,2024-10-07,04:18:07,Inbound,Customer reached,1263,Fraud Ops,High,Vulnerable,True,0.89,3.3
CALL-000194,AU-CUST00068,TXN-2024-006338,2025-05-10,04:15:16,Outbound,No Response,1743,Transaction Risk,High,Standard,False,0.74,3.8
CALL-000195,AU-CUST00585,TXN-2024-006344,2025-07-11,08:10:04,Outbound,Customer reached,345,Customer Protection,Medium,Standard,False,0.77,3.9
CALL-000196,AU-CUST00978,TXN-2024-006353,2025-08-18,22:58:49,Outbound,Voicemail left,1082,Fraud Ops,Medium,Standard,False,0.77,4.2
CALL-000197,AU-CUST00939,TXN-2024-006426,2025-08-26,06:31:15,Outbound,Customer reached,881,Fraud Ops,High,Vulnerable,False,0.88,3.5
CALL-000198,AU-CUST00195,TXN-2024-006444,2025-08-07,15:16:09,Outbound,No Response,305,Fraud Ops,High,Standard,False,0.81,0.5
CALL-000199,AU-CUST00800,TXN-2024-006452,2025-06-23,05:03:28,Inbound,Customer reached,1556,Transaction Risk,High,Vulnerable,False,0.91,4.6
CALL-000200,AU-CUST00335,TXN-2024-006465,2025-08-18,04:05:20,Inbound,Customer reached,742,Fraud Ops,High,Vulnerable,False,0.82,4.2
CALL-000201,AU-CUST00314,TXN-2024-006466,2025-03-11,04:32:43,Inbound,Customer reached,1655,Customer Protection,Medium,Standard,False,0.93,1.9
CALL-000202,AU-CUST00167,TXN-2024-006624,2024-09-05,01:29:14,Outbound,Customer reached,2116,Transaction Risk,High,Vulnerable,False,0.7,1.4
CALL-000203,AU-CUST00604,TXN-2024-006655,2024-08-24,06:53:34,Outbound,Voicemail left,210,Customer Protection,High,Standard,False,0.74,5.0
CALL-000204,AU-CUST00666,TXN-2024-006712,2025-04-01,18:50:46,Outbound,Customer reached,2261,Customer Protection,High,Vulnerable,False,0.87,4.3
CALL-000205,AU-CUST00105,TXN-2024-006728,2025-03-14,07:16:31,Inbound,Customer reached,487,Fraud Ops,High,Standard,True,0.94,4.5
CALL-000206,AU-CUST00435,TXN-2024-006730,2025-01-19,08:04:32,Outbound,No Response,892,Customer Protection,Medium,Vulnerable,False,0.78,0.8
CALL-000207,AU-CUST00763,TXN-2024-006756,2024-11-27,22:40:34,Outbound,No Response,1993,Transaction Risk,High,Vulnerable,False,0.89,2.7
CALL-000208,AU-CUST00625,TXN-2024-006759,2025-08-29,03:20:33,Inbound,Customer reached,2265,Customer Protection,Medium,Vulnerable,False,0.89,3.4
CALL-000209,AU-CUST00243,TXN-2024-006829,2025-09-19,23:35:13,Outbound,Customer reached,259,Transaction Risk,High,Standard,False,0.76,4.2
CALL-000210,AU-CUST00877,TXN-2024-006877,2025-05-26,14:23:51,Outbound,No Response,235,Customer Protection,High,Standard,True,0.71,5.5
CALL-000211,AU-CUST00072,TXN-2024-006891,2025-08-18,20:57:12,Outbound,Voicemail left,2032,Customer Protection,Medium,Standard,False,0.92,5.9
CALL-000212,AU-CUST00720,TXN-2024-006941,2025-06-28,16:09:17,Outbound,Voicemail left,1233,Fraud Ops,Medium,Vulnerable,False,0.86,2.8
CALL-000213,AU-CUST00169,TXN-2024-006953,2024-06-21,23:07:09,Outbound,No Response,2142,Fraud Ops,Medium,Vulnerable,False,0.88,2.9
CALL-000214,AU-CUST00444,TXN-2024-006961,2025-07-30,03:34:56,Outbound,Customer reached,1114,Transaction Risk,High,Vulnerable,False,0.92,2.1
CALL-000215,AU-CUST00037,TXN-2024-006974,2025-08-09,00:02:17,Outbound,Voicemail left,1123,Customer Protection,Medium,Standard,False,0.91,3.9
CALL-000216,AU-CUST00192,TXN-2024-006993,2025-08-31,04:15:52,Outbound,No Response,299,Transaction Risk,High,Standard,True,0.73,4.9
CALL-000217,AU-CUST00507,TXN-2024-007027,2024-10-04,09:20:12,Outbound,Voicemail left,1820,Transaction Risk,Medium,Standard,False,0.78,2.6
CALL-000218,AU-CUST00369,TXN-2024-007046,2025-01-20,10:19:40,Outbound,No Response,1554,Customer Protection,Medium,Standard,False,0.82,4.8
CALL-000219,AU-CUST00205,TXN-2024-007104,2025-05-09,01:10:10,Inbound,Customer reached,1263,Transaction Risk,High,Standard,False,0.92,5.0
CALL-000220,AU-CUST00333,TXN-2024-007138,2025-09-11,07:33:31,Inbound,Customer reached,847,Customer Protection,High,Standard,False,0.87,5.3
CALL-000221,AU-CUST00419,TXN-2024-007148,2024-07-02,23:09:48,Inbound,Voicemail left,1225,Fraud Ops,High,Vulnerable,False,0.79,0.7
CALL-000222,AU-CUST00400,TXN-2024-007163,2024-09-25,09:18:04,Inbound,Customer reached,2318,Customer Protection,Medium,Vulnerable,False,0.79,2.3
CALL-000223,AU-CUST00427,TXN-2024-007172,2025-04-11,02:03:58,Outbound,No Response,1280,Customer Protection,High,Vulnerable,False,0.86,3.2
CALL-000224,AU-CUST00788,TXN-2024-007205,2025-03-01,23:01:18,Outbound,Customer reached,1403,Customer Protection,High,Vulnerable,False,0.73,4.8
CALL-000225,AU-CUST00452,TXN-2024-007238,2025-04-24,00:32:49,Outbound,Customer reached,2235,Transaction Risk,Medium,Vulnerable,False,0.76,0.8
CALL-000226,AU-CUST00838,TXN-2024-007264,2025-05-21,01:36:57,Inbound,Customer reached,539,Fraud Ops,High,Vulnerable,True,0.78,1.3
CALL-000227,AU-CUST00688,TXN-2024-007272,2025-05-24,21:46:24,Outbound,Voicemail left,2208,Fraud Ops,High,Vulnerable,False,0.78,3.4
CALL-000228,AU-CUST00029,TXN-2024-007291,2025-02-24,02:12:09,Inbound,Customer reached,1044,Transaction Risk,High,Vulnerable,True,0.84,0.6
CALL-000229,AU-CUST00010,TXN-2024-007300,2025-07-20,03:04:10,Inbound,Customer reached,1423,Customer Protection,High,Standard,False,0.95,2.6
CALL-000230,AU-CUST00421,TXN-2024-007337,2025-07-02,21:27:21,Outbound,Customer reached,1815,Fraud Ops,High,Vulnerable,False,0.73,5.6
CALL-000231,AU-CUST00298,TXN-2024-007434,2025-03-24,03:28:39,Inbound,Customer reached,318,Customer Protection,Medium,Vulnerable,False,0.94,1.3
CALL-000232,AU-CUST00553,TXN-2024-007483,2025-01-13,10:18:41,Outbound,Customer reached,1376,Fraud Ops,High,Vulnerable,False,0.71,3.5
CALL-000233,AU-CUST00446,TXN-2024-007499,2024-06-23,00:57:47,Outbound,No Response,181,Fraud Ops,High,Standard,True,0.82,6.0
CALL-000234,AU-CUST00964,TXN-2024-007550,2025-07-19,16:54:44,Outbound,Customer reached,1734,Transaction Risk,Medium,Vulnerable,False,0.85,2.4
CALL-000235,AU-CUST00386,TXN-2024-007557,2024-09-13,01:24:55,Outbound,No Response,1187,Customer Protection,High,Vulnerable,False,0.71,4.4
CALL-000236,AU-CUST00029,TXN-2024-007565,2025-09-28,23:24:48,Inbound,No Response,1514,Transaction Risk,High,Vulnerable,False,0.91,1.6
CALL-000237,AU-CUST00400,TXN-2024-007622,2025-09-21,19:48:29,Outbound,Customer reached,926,Customer Protection,High,Vulnerable,True,0.85,5.7
CALL-000238,AU-CUST00271,TXN-2024-007669,2025-08-25,04:40:42,Outbound,No Response,308,Transaction Risk,Medium,Vulnerable,False,0.89,1.9
CALL-000239,AU-CUST00723,TXN-2024-007672,2025-04-18,05:55:51,Inbound,Customer reached,1724,Transaction Risk,High,Vulnerable,False,0.74,2.1
CALL-000240,AU-CUST00398,TXN-2024-007674,2024-12-21,23:25:06,Outbound,Customer reached,1940,Customer Protection,High,Vulnerable,False,0.88,2.1
CALL-000241,AU-CUST00948,TXN-2024-007681,2025-08-19,11:33:45,Outbound,Customer reached,2005,Fraud Ops,High,Vulnerable,False,0.71,3.7
CALL-000242,AU-CUST00848,TXN-2024-007685,2024-11-26,05:11:56,Outbound,Customer reached,2015,Transaction Risk,Medium,Vulnerable,False,0.89,4.9
CALL-000243,AU-CUST00732,TXN-2024-007692,2025-02-03,07:25:56,Outbound,No Response,1317,Customer Protection,High,Vulnerable,False,0.7,5.8
CALL-000244,AU-CUST00512,TXN-2024-007730,2025-02-08,22:53:28,Outbound,Customer reached,1506,Customer Protection,High,Vulnerable,True,0.75,4.6
CALL-000245,AU-CUST00686,TXN-2024-007767,2025-05-05,14:11:36,Outbound,No Response,1175,Customer Protection,Medium,Standard,False,0.86,1.4
CALL-000246,AU-CUST00609,TXN-2024-007786,2025-03-11,03:50:43,Outbound,Voicemail left,2260,Fraud Ops,High,Standard,False,0.75,4.5
CALL-000247,AU-CUST00033,TXN-2024-007790,2025-06-16,04:01:52,Outbound,Customer reached,1986,Fraud Ops,Medium,Standard,False,0.86,3.9
CALL-000248,AU-CUST00928,TXN-2024-007792,2025-01-11,23:50:20,Outbound,Voicemail left,1605,Customer Protection,High,Standard,False,0.77,4.9
CALL-000249,AU-CUST00666,TXN-2024-007821,2025-05-03,02:40:20,Outbound,Customer reached,1583,Customer Protection,Medium,Vulnerable,False,0.83,1.3
CALL-000250,AU-CUST00817,TXN-2024-007858,2025-05-14,12:38:37,Outbound,No Response,1422,Customer Protection,High,Vulnerable,False,0.85,5.5
CALL-000251,AU-CUST00024,TXN-2024-007976,2025-09-30,00:00:23,Outbound,Customer reached,1448,Transaction Risk,High,Vulnerable,True,0.72,1.7
CALL-000252,AU-CUST00406,TXN-2024-008050,2025-03-22,10:24:23,Outbound,No Response,204,Customer Protection,Medium,Vulnerable,False,0.82,1.2
CALL-000253,AU-CUST00427,TXN-2024-008059,2025-02-24,00:50:53,Inbound,Voicemail left,536,Customer Protection,High,Vulnerable,False,0.71,2.0
CALL-000254,AU-CUST00544,TXN-2024-008060,2025-04-10,03:59:05,Outbound,Voicemail left,1327,Transaction Risk,High,Standard,False,0.75,3.6
CALL-000255,AU-CUST00916,TXN-2024-008090,2024-10-21,10:46:42,Outbound,Voicemail left,1485,Transaction Risk,High,Vulnerable,False,0.92,5.9
CALL-000256,AU-CUST00511,TXN-2024-008117,2025-04-07,04:30:18,Outbound,Voicemail left,1475,Fraud Ops,High,Vulnerable,False,0.71,3.6
CALL-000257,AU-CUST00427,TXN-2024-008137,2025-04-18,07:19:14,Inbound,Customer reached,1812,Customer Protection,High,Vulnerable,False,0.93,5.4
CALL-000258,AU-CUST00965,TXN-2024-008149,2024-12-20,14:05:03,Outbound,Customer reached,1634,Transaction Risk,Medium,Vulnerable,False,0.79,1.8
CALL-000259,AU-CUST00229,TXN-2024-008162,2025-07-22,02:04:55,Inbound,Customer reached,1579,Customer Protection,High,Standard,False,0.84,4.3
CALL-000260,AU-CUST00488,TXN-2024-008173,2025-04-09,07:52:12,Outbound,Customer reached,1574,Transaction Risk,Medium,Vulnerable,False,0.75,4.5
CALL-000261,AU-CUST00812,TXN-2024-008175,2024-11-18,01:00:51,Outbound,Customer reached,1074,Fraud Ops,High,Vulnerable,False,0.92,2.8
CALL-000262,AU-CUST00542,TXN-2024-008179,2025-08-06,10:47:27,Outbound,Customer reached,1673,Transaction Risk,Medium,Vulnerable,False,0.89,3.6
CALL-000263,AU-CUST00452,TXN-2024-008241,2024-12-22,02:10:46,Inbound,Customer reached,1916,Customer Protection,High,Vulnerable,False,0.89,4.2
CALL-000264,AU-CUST00117,TXN-2024-008251,2025-06-05,03:22:31,Outbound,Customer reached,878,Transaction Risk,High,Standard,False,0.88,3.0
CALL-000265,AU-CUST00894,TXN-2024-008258,2024-08-25,01:24:54,Inbound,No Response,1529,Fraud Ops,Medium,Standard,False,0.9,5.4
CALL-000266,AU-CUST00720,TXN-2024-008259,2025-09-11,02:20:13,Inbound,Voicemail left,816,Transaction Risk,High,Vulnerable,False,0.71,0.5
CALL-000267,AU-CUST00646,TXN-2024-008282,2025-02-18,14:06:44,Inbound,Voicemail left,1506,Fraud Ops,Medium,Standard,False,0.89,0.9
CALL-000268,AU-CUST00042,TXN-2024-008287,2025-08-10,09:56:00,Inbound,Customer reached,1547,Fraud Ops,Medium,Vulnerable,False,0.87,2.1
CALL-000269,AU-CUST00685,TXN-2024-008298,2025-08-27,04:47:34,Inbound,No Response,671,Fraud Ops,Medium,Standard,False,0.82,1.8
CALL-000270,AU-CUST00788,TXN-2024-008310,2025-08-19,13:43:24,Inbound,No Response,2089,Customer Protection,High,Vulnerable,True,0.89,5.9
CALL-000271,AU-CUST00024,TXN-2024-008319,2025-07-11,21:49:57,Outbound,Customer reached,2255,Customer Protection,Medium,Vulnerable,False,0.87,3.3
CALL-000272,AU-CUST00666,TXN-2024-008351,2024-11-12,06:07:36,Inbound,No Response,302,Transaction Risk,Medium,Vulnerable,False,0.79,2.1
CALL-000273,AU-CUST00666,TXN-2024-008355,2024-10-06,00:21:17,Outbound,Customer reached,1813,Customer Protection,High,Vulnerable,False,0.73,2.9
CALL-000274,AU-CUST00400,TXN-2024-008370,2024-11-18,09:18:25,Outbound,Customer reached,1538,Customer Protection,Medium,Vulnerable,False,0.95,4.2
CALL-000275,AU-CUST00781,TXN-2024-008394,2025-03-10,00:32:39,Outbound,Customer reached,1500,Fraud Ops,Medium,Standard,False,0.91,3.2
CALL-000276,AU-CUST00327,TXN-2024-008456,2025-03-18,20:44:23,Outbound,Customer reached,1306,Fraud Ops,High,Standard,False,0.74,2.5
CALL-000277,AU-CUST00868,TXN-2024-008463,2025-08-23,00:00:45,Outbound,Customer reached,836,Customer Protection,High,Standard,False,0.81,2.6
CALL-000278,AU-CUST00707,TXN-2024-008471,2024-08-03,17:45:18,Outbound,Voicemail left,875,Transaction Risk,High,Standard,False,0.94,3.6
CALL-000279,AU-CUST00588,TXN-2024-008498,2024-09-07,01:36:31,Inbound,Customer reached,288,Transaction Risk,Medium,Standard,False,0.9,5.2
CALL-000280,AU-CUST00143,TXN-2024-008506,2025-07-09,14:18:23,Outbound,Voicemail left,958,Fraud Ops,Medium,Vulnerable,False,0.88,0.7
CALL-000281,AU-CUST00468,TXN-2024-008514,2024-11-24,23:25:41,Outbound,Customer reached,834,Transaction Risk,High,Vulnerable,False,0.88,3.7
CALL-000282,AU-CUST00432,TXN-2024-008523,2024-12-26,20:08:06,Outbound,Customer reached,1423,Customer Protection,Medium,Standard,False,0.87,2.7
CALL-000283,AU-CUST00295,TXN-2024-008537,2025-06-16,23:37:10,Outbound,Voicemail left,1993,Customer Protection,Medium,Vulnerable,False,0.86,3.7
CALL-000284,AU-CUST00325,TXN-2024-008562,2024-11-27,16:16:37,Outbound,Customer reached,574,Transaction Risk,High,Vulnerable,False,0.95,0.8
CALL-000285,AU-CUST00468,TXN-2024-008591,2025-08-22,02:30:36,Outbound,No Response,685,Customer Protection,Medium,Vulnerable,False,0.79,5.7
CALL-000286,AU-CUST00398,TXN-2024-008650,2025-03-08,17:13:03,Inbound,Customer reached,1728,Transaction Risk,High,Vulnerable,False,0.7,0.8
CALL-000287,AU-CUST00604,TXN-2024-008718,2024-11-15,22:23:52,Inbound,Customer reached,1570,Fraud Ops,High,Standard,False,0.72,0.8
CALL-000288,AU-CUST00439,TXN-2024-008742,2025-07-27,05:34:44,Outbound,No Response,1065,Customer Protection,High,Standard,False,0.89,1.8
CALL-000289,AU-CUST00419,TXN-2024-008814,2024-07-27,02:09:17,Outbound,Voicemail left,1788,Transaction Risk,High,Vulnerable,True,0.93,2.7
CALL-000290,AU-CUST00877,TXN-2024-008821,2025-09-17,09:16:01,Inbound,Customer reached,411,Customer Protection,Medium,Standard,False,0.94,4.8
CALL-000291,AU-CUST00770,TXN-2024-008825,2025-03-03,21:49:58,Outbound,Customer reached,1843,Fraud Ops,High,Standard,False,0.94,1.0
CALL-000292,AU-CUST00276,TXN-2024-008844,2025-02-01,11:38:18,Outbound,Customer reached,1172,Fraud Ops,High,Vulnerable,False,0.82,5.3
CALL-000293,AU-CUST00427,TXN-2024-008898,2025-08-13,08:05:22,Outbound,Voicemail left,1164,Customer Protection,Medium,Vulnerable,False,0.84,6.0
CALL-000294,AU-CUST00046,TXN-2024-008916,2025-08-22,01:42:08,Outbound,Customer reached,1214,Customer Protection,Medium,Vulnerable,False,0.89,2.3
CALL-000295,AU-CUST00290,TXN-2024-008917,2025-05-12,04:27:27,Outbound,Customer reached,578,Customer Protection,High,Vulnerable,True,0.84,6.0
CALL-000296,AU-CUST00307,TXN-2024-008933,2025-01-22,15:57:35,Outbound,Voicemail left,818,Customer Protection,Medium,Standard,False,0.91,3.0
CALL-000297,AU-CUST00562,TXN-2024-009016,2025-05-25,04:01:39,Outbound,Voicemail left,2055,Customer Protection,Medium,Vulnerable,False,0.79,4.3
CALL-000298,AU-CUST00483,TXN-2024-009040,2025-01-27,14:29:49,Outbound,Voicemail left,1909,Fraud Ops,High,Standard,False,0.74,3.4
CALL-000299,AU-CUST00143,TXN-2024-009096,2025-05-31,13:49:56,Outbound,Customer reached,698,Fraud Ops,Medium,Vulnerable,False,0.76,4.3
CALL-000300,AU-CUST00844,TXN-2024-009118,2025-08-19,11:18:52,Outbound,Customer reached,1053,Customer Protection,Medium,Standard,False,0.75,2.9
CALL-000301,AU-CUST00132,TXN-2024-009144,2025-08-31,18:03:50,Inbound,Voicemail left,2228,Fraud Ops,Medium,Vulnerable,False,0.76,3.1
CALL-000302,AU-CUST00714,TXN-2024-009163,2025-03-07,20:02:04,Inbound,No Response,602,Customer Protection,High,Vulnerable,True,0.78,2.0
CALL-000303,AU-CUST00461,TXN-2024-009165,2025-01-19,09:30:42,Outbound,No Response,727,Transaction Risk,High,Standard,True,0.8,4.6
CALL-000304,AU-CUST00848,TXN-2024-009192,2025-09-22,22:59:06,Inbound,Customer reached,466,Transaction Risk,High,Vulnerable,False,0.73,4.1
CALL-000305,AU-CUST00615,TXN-2024-009221,2024-12-31,05:26:05,Outbound,Customer reached,800,Transaction Risk,Medium,Vulnerable,False,0.8,3.9
CALL-000306,AU-CUST00981,TXN-2024-009248,2025-03-06,07:09:38,Inbound,Customer reached,793,Customer Protection,Medium,Vulnerable,False,0.71,5.1
CALL-000307,AU-CUST00666,TXN-2024-009285,2025-02-21,04:25:14,Inbound,Customer reached,1578,Fraud Ops,High,Vulnerable,False,0.86,4.7
CALL-000308,AU-CUST00946,TXN-2024-009319,2024-12-29,02:29:14,Outbound,Customer reached,280,Fraud Ops,Medium,Vulnerable,False,0.75,1.7
CALL-000309,AU-CUST00577,TXN-2024-009355,2025-07-30,13:01:40,Outbound,Customer reached,2340,Customer Protection,High,Standard,False,0.89,3.6
CALL-000310,AU-CUST00442,TXN-2024-009421,2025-06-20,08:01:56,Outbound,No Response,1103,Fraud Ops,High,Vulnerable,False,0.87,2.7
CALL-000311,AU-CUST00041,TXN-2024-009435,2024-04-28,03:20:11,Outbound,Customer reached,635,Transaction Risk,High,Standard,True,0.85,5.5
CALL-000312,AU-CUST00551,TXN-2024-009476,2025-06-19,09:21:12,Inbound,Customer reached,1644,Customer Protection,High,Standard,True,0.75,2.6
CALL-000313,AU-CUST00660,TXN-2024-009494,2025-05-23,01:49:09,Outbound,Voicemail left,1901,Customer Protection,High,Standard,False,0.73,1.3
CALL-000314,AU-CUST00118,TXN-2024-009528,2024-12-28,00:51:40,Outbound,No Response,1059,Fraud Ops,High,Standard,False,0.83,2.8
CALL-000315,AU-CUST00135,TXN-2024-009529,2025-07-28,12:13:46,Outbound,Customer reached,2339,Customer Protection,High,Standard,False,0.73,1.9
CALL-000316,AU-CUST00169,TXN-2024-009599,2024-06-26,01:06:53,Inbound,Customer reached,1731,Fraud Ops,High,Vulnerable,False,0.82,5.5
CALL-000317,AU-CUST00023,TXN-2024-009600,2025-04-20,08:45:09,Outbound,No Response,504,Customer Protection,High,Vulnerable,False,0.83,2.0
CALL-000318,AU-CUST00682,TXN-2024-009655,2025-09-08,21:00:51,Outbound,Customer reached,1437,Customer Protection,High,Vulnerable,False,0.73,0.9
CALL-000319,AU-CUST00421,TXN-2024-009670,2025-09-08,23:19:55,Outbound,Customer reached,2370,Transaction Risk,High,Vulnerable,True,0.71,5.9
CALL-000320,AU-CUST00654,TXN-2024-009715,2025-09-24,14:15:55,Inbound,Voicemail left,746,Customer Protection,High,Vulnerable,False,0.79,1.9
CALL-000321,AU-CUST00635,TXN-2024-009761,2024-07-03,06:51:49,Outbound,Voicemail left,1188,Customer Protection,High,Standard,False,0.8,1.9
CALL-000322,AU-CUST00427,TXN-2024-009789,2025-08-19,17:05:23,Inbound,No Response,749,Transaction Risk,Medium,Vulnerable,False,0.83,1.0
CALL-000323,AU-CUST00599,TXN-2024-009791,2025-07-02,21:35:19,Outbound,Customer reached,1165,Fraud Ops,Medium,Vulnerable,False,0.92,2.2
CALL-000324,AU-CUST00398,TXN-2024-009821,2025-05-13,04:10:38,Outbound,Customer reached,258,Customer Protection,Medium,Vulnerable,False,0.88,4.0
CALL-000325,AU-CUST00381,TXN-2024-009845,2025-02-14,10:38:42,Inbound,No Response,2080,Fraud Ops,High,Vulnerable,False,0.82,1.1
CALL-000326,AU-CUST00275,TXN-2024-009847,2025-05-13,12:45:31,Outbound,Customer reached,2289,Fraud Ops,Medium,Standard,False,0.91,2.8
CALL-000327,AU-CUST00419,TXN-2024-009848,2024-10-19,00:05:19,Outbound,Customer reached,2292,Customer Protection,Medium,Vulnerable,False,0.84,2.9
CALL-000328,AU-CUST00450,TXN-2024-009867,2025-03-16,17:24:01,Inbound,Customer reached,1669,Fraud Ops,High,Standard,False,0.75,3.7
CALL-000329,AU-CUST00720,TXN-2024-009925,2025-07-31,22:45:51,Outbound,No Response,1490,Fraud Ops,High,Vulnerable,False,0.75,2.9
CALL-000330,AU-CUST00528,TXN-2024-009969,2025-08-05,21:40:14,Outbound,No Response,637,Transaction Risk,High,Vulnerable,False,0.93,2.0
CALL-000331,AU-CUST00646,TXN-2024-009994,2024-11-07,08:37:22,Outbound,Voicemail left,924,Fraud Ops,High,Standard,False,0.72,1.4
CALL-000332,AU-CUST00169,TXN-2024-010051,2025-03-23,13:28:38,Outbound,No Response,475,Transaction Risk,Medium,Vulnerable,False,0.87,1.1
CALL-000333,AU-CUST00477,TXN-2024-010062,2025-07-17,20:39:37,Inbound,Customer reached,2373,Transaction Risk,Medium,Standard,False,0.89,2.5
CALL-000334,AU-CUST00856,TXN-2024-010080,2024-05-13,19:53:44,Inbound,Customer reached,2089,Customer Protection,Medium,Standard,False,0.82,4.9
CALL-000335,AU-CUST00709,TXN-2024-010105,2025-08-22,22:34:04,Outbound,Customer reached,214,Fraud Ops,High,Standard,True,0.87,2.8
CALL-000336,AU-CUST00104,TXN-2024-010134,2025-07-09,15:27:02,Inbound,Customer reached,2203,Transaction Risk,Medium,Standard,False,0.72,0.9
CALL-000337,AU-CUST00996,TXN-2024-010142,2025-02-17,02:32:18,Outbound,No Response,1162,Transaction Risk,Medium,Standard,False,0.86,4.0
CALL-000338,AU-CUST00479,TXN-2024-010143,2024-12-30,21:28:36,Outbound,Customer reached,1381,Customer Protection,Medium,Vulnerable,False,0.76,0.7
CALL-000339,AU-CUST00600,TXN-2024-010176,2024-09-27,17:27:50,Outbound,Customer reached,287,Fraud Ops,High,Standard,False,0.72,1.5
CALL-000340,AU-CUST00810,TXN-2024-010179,2025-09-01,13:26:50,Inbound,Voicemail left,1473,Fraud Ops,High,Standard,False,0.82,3.0
CALL-000341,AU-CUST00582,TXN-2024-010223,2025-07-06,22:19:40,Outbound,No Response,1389,Customer Protection,High,Standard,False,0.83,3.6
CALL-000342,AU-CUST00169,TXN-2024-010253,2024-06-18,17:31:10,Outbound,Voicemail left,1056,Customer Protection,High,Vulnerable,False,0.92,4.9
CALL-000343,AU-CUST00453,TXN-2024-010297,2025-03-28,01:45:31,Outbound,Customer reached,2060,Customer Protection,Medium,Standard,False,0.8,1.5
CALL-000344,AU-CUST00674,TXN-2024-010312,2025-09-07,19:49:06,Outbound,Customer reached,654,Customer Protection,Medium,Standard,False,0.76,0.7
CALL-000345,AU-CUST00857,TXN-2024-010326,2025-03-30,21:57:22,Outbound,Customer reached,500,Transaction Risk,High,Standard,False,0.74,4.2
CALL-000346,AU-CUST00493,TXN-2024-010404,2025-09-26,23:45:34,Inbound,Customer reached,1590,Fraud Ops,Medium,Standard,False,0.84,3.6
CALL-000347,AU-CUST00381,TXN-2024-010431,2025-04-12,14:51:17,Inbound,Voicemail left,313,Customer Protection,Medium,Vulnerable,False,0.81,3.6
CALL-000348,AU-CUST00450,TXN-2024-010452,2025-07-05,02:04:33,Outbound,Customer reached,246,Customer Protection,Medium,Standard,False,0.79,4.5
CALL-000349,AU-CUST00419,TXN-2024-010498,2024-08-26,09:43:44,Outbound,Voicemail left,389,Fraud Ops,High,Vulnerable,False,0.89,2.8
CALL-000350,AU-CUST00169,TXN-2024-010516,2025-02-25,03:57:12,Outbound,Customer reached,1426,Fraud Ops,High,Vulnerable,False,0.86,2.0
CALL-000351,AU-CUST00575,TXN-2024-010522,2025-08-08,03:04:29,Outbound,Voicemail left,642,Customer Protection,Medium,Vulnerable,False,0.89,5.6
CALL-000352,AU-CUST00525,TXN-2024-010612,2025-06-25,02:30:46,Inbound,Customer reached,1292,Fraud Ops,High,Vulnerable,False,0.93,4.9
