call_id,customer_id,transaction_id,call_date,call_time,call_type,call_outcome_category,call_duration_seconds,analyst_team,risk_level,customer_profile,escalated,call_quality_score,resolution_time_hours
CALL-000193,AU-CUST00148,TXN-2024-006466,2025-06-19,20:06:23,Outbound,No Response,1854,Customer Protection,Medium,Standard,False,0.78,2.7
CALL-000193,AU-CUST00508,TXN-2024-006344,2025-02-15,03:47:00,Outbound,No Response,590,Fraud Ops,Medium,Vulnerable,False,0.75,3.0
CALL-000156,AU-CUST00561,TXN-2024-005256,2025-08-27,00:48:31,Inbound,No Response,1140,Transaction Risk,Medium,Standard,True,0.87,2.6
CALL-000223,AU-CUST00421,TXN-2024-007172,2025-05-21,01:10:10,Outbound,Customer reached,1467,Fraud Ops,High,Vulnerable,False,0.73,4.6
CALL-000271,AU-CUST00507,TXN-2024-008351,2025-03-08,02:20:13,Outbound,Voicemail left,1263,Customer Protection,Medium,Vulnerable,False,0.77,5.0
CALL-000241,AU-CUST00417,TXN-2024-007681,2024-03-11,04:40:42,Inbound,No Response,1006,Customer Protection,Medium,Vulnerable,False,0.86,5.7
CALL-000379,AU-CUST00143,TXN-2024-011692,2025-08-17,23:14:05,Inbound,No Response,926,Fraud Ops,High,Vulnerable,False,0.76,4.9
CALL-000267,AU-CUST00463,TXN-2024-008282,2024-08-25,09:56:00,Inbound,Customer reached,1760,Fraud Ops,Medium,Vulnerable,True,0.82,3.4
CALL-000357,AU-CUST00086,TXN-2024-010869,2025-09-24,23:33:21,Outbound,Customer reached,1268,Customer Protection,High,Vulnerable,False,0.94,3.5
CALL-000297,AU-CUST00582,TXN-2024-009165,2024-11-28,09:16:01,Outbound,Customer reached,231,Customer Protection,High,Standard,True,0.86,4.8
CALL-000292,AU-CUST00479,TXN-2024-008844,2024-08-29,17:13:03,Inbound,Customer reached,1192,Customer Protection,High,Standard,False,0.7,1.1
CALL-000060,AU-CUST00379,TXN-2024-002029,2025-05-17,03:24:09,Inbound,No Response,1502,Customer Protection,High,Standard,False,0.78,1.6
CALL-000298,AU-CUST00105,TXN-2024-009118,2025-09-24,01:42:08,Outbound,Customer reached,395,Fraud Ops,High,Vulnerable,False,0.72,4.7
CALL-000199,AU-CUST00479,TXN-2024-006466,2024-07-03,04:15:16,Inbound,Voicemail left,1323,Fraud Ops,High,Vulnerable,False,0.79,4.6
CALL-000112,AU-CUST00677,TXN-2024-003529,2025-05-21,10:35:44,Outbound,Voicemail left,754,Fraud Ops,Medium,Standard,False,0.74,4.1
CALL-000124,AU-CUST00377,TXN-2024-003895,2025-07-25,03:05:53,Outbound,Voicemail left,1479,Fraud Ops,High,Standard,True,0.78,2.5
CALL-000104,AU-CUST00955,TXN-2024-003477,2025-03-28,03:55:08,Outbound,Voicemail left,1788,Customer Protection,High,Standard,False,0.81,1.1
CALL-000174,AU-CUST00976,TXN-2024-005646,2024-10-31,01:34:10,Outbound,No Response,266,Customer Protection,High,Standard,False,0.89,4.5
CALL-000149,AU-CUST00964,TXN-2024-004718,2024-07-05,07:39:28,Outbound,Customer reached,2079,Fraud Ops,High,Standard,False,0.87,1.8
CALL-000112,AU-CUST00442,TXN-2024-003591,2025-07-05,05:06:43,Inbound,Voicemail left,2218,Fraud Ops,Medium,Standard,False,0.91,1.8
CALL-000043,AU-CUST00427,TXN-2024-001508,2025-09-20,16:41:33,Outbound,Voicemail left,2155,Transaction Risk,Medium,Standard,False,0.73,1.9
CALL-000325,AU-CUST00432,TXN-2024-009847,2024-06-26,13:28:38,Inbound,Customer reached,2264,Customer Protection,High,Vulnerable,False,0.92,5.0
CALL-000281,AU-CUST00544,TXN-2024-008471,2025-05-10,00:00:45,Outbound,Customer reached,582,Transaction Risk,High,Vulnerable,False,0.86,5.7
CALL-000136,AU-CUST00377,TXN-2024-004345,2025-01-02,10:23:33,Inbound,No Response,2288,Fraud Ops,Medium,Standard,False,0.84,3.7
CALL-000268,AU-CUST00551,TXN-2024-008298,2025-03-01,21:49:57,Inbound,Customer reached,1823,Fraud Ops,Medium,Standard,False,0.89,0.7
CALL-000198,AU-CUST00427,TXN-2024-006756,2025-03-26,08:10:04,Outbound,Customer reached,1161,Customer Protection,Medium,Vulnerable,True,0.8,0.7
CALL-000383,AU-CUST00913,TXN-2024-011824,2025-07-12,03:09:32,Inbound,No Response,1975,Customer Protection,Medium,Vulnerable,False,0.79,1.6
CALL-000050,AU-CUST00237,TXN-2024-001656,2025-08-18,20:21:31,Outbound,No Response,1198,Customer Protection,Medium,Vulnerable,False,0.87,1.1
CALL-000275,AU-CUST00848,TXN-2024-008562,2024-06-21,04:47:34,Outbound,No Response,311,Transaction Risk,Medium,Vulnerable,False,0.87,5.1
CALL-000256,AU-CUST00386,TXN-2024-008060,2025-08-31,00:00:23,Inbound,Customer reached,1164,Transaction Risk,Medium,Vulnerable,True,0.92,4.8
CALL-000361,AU-CUST00600,TXN-2024-010874,2024-12-06,23:08:04,Outbound,No Response,1694,Transaction Risk,High,Vulnerable,False,0.86,2.6
CALL-000078,AU-CUST00377,TXN-2024-002487,2024-10-07,05:20:34,Outbound,Voicemail left,714,Fraud Ops,High,Vulnerable,False,0.71,2.7
CALL-000162,AU-CUST00181,TXN-2024-005111,2025-05-09,01:43:16,Inbound,No Response,1828,Transaction Risk,High,Vulnerable,False,0.9,1.7
CALL-000291,AU-CUST00512,TXN-2024-008916,2025-08-29,17:13:03,Inbound,Voicemail left,1033,Fraud Ops,High,Vulnerable,False,0.86,1.8
CALL-000190,AU-CUST00308,TXN-2024-006140,2025-05-26,07:44:12,Inbound,Customer reached,2366,Transaction Risk,Medium,Standard,False,0.92,0.7
CALL-000220,AU-CUST00295,TXN-2024-007163,2025-04-08,02:03:58,Outbound,Customer reached,708,Customer Protection,High,Vulnerable,False,0.91,2.2
CALL-000319,AU-CUST00461,TXN-2024-009761,2025-06-05,01:06:53,Outbound,No Response,1499,Fraud Ops,Medium,Vulnerable,False,0.8,4.7
CALL-000201,AU-CUST00379,TXN-2024-006353,2024-10-18,15:16:09,Inbound,Customer reached,206,Transaction Risk,Medium,Vulnerable,True,0.82,4.8
CALL-000299,AU-CUST00335,TXN-2024-009096,2024-12-23,01:42:08,Outbound,No Response,886,Customer Protection,High,Vulnerable,False,0.94,3.0
CALL-000156,AU-CUST00170,TXN-2024-005159,2025-08-23,02:05:49,Inbound,No Response,911,Fraud Ops,High,Standard,False,0.75,2.9
CALL-000370,AU-CUST00337,TXN-2024-011258,2025-01-23,23:43:42,Inbound,Customer reached,275,Customer Protection,Medium,Vulnerable,False,0.8,4.2
CALL-000084,AU-CUST00381,TXN-2024-002487,2025-09-29,11:32:18,Outbound,Customer reached,2075,Customer Protection,High,Vulnerable,False,0.81,1.8
CALL-000073,AU-CUST00955,TXN-2024-002311,2025-07-27,05:05:32,Outbound,No Response,1327,Customer Protection,Medium,Vulnerable,False,0.86,1.6
CALL-000343,AU-CUST00817,TXN-2024-010297,2024-11-12,13:26:50,Inbound,No Response,734,Customer Protection,High,Standard,False,0.78,3.1
CALL-000345,AU-CUST00195,TXN-2024-010431,2025-09-28,19:49:06,Outbound,Voicemail left,792,Fraud Ops,High,Standard,False,0.77,5.7
CALL-000380,AU-CUST00707,TXN-2024-011702,2024-06-07,00:11:00,Outbound,Customer reached,1379,Transaction Risk,Medium,Vulnerable,False,0.72,4.8
CALL-000138,AU-CUST00188,TXN-2024-004345,2025-01-20,10:55:49,Outbound,No Response,1496,Fraud Ops,High,Standard,False,0.73,4.8
CALL-000203,AU-CUST00442,TXN-2024-006829,2024-10-10,15:16:09,Outbound,Voicemail left,1071,Transaction Risk,High,Standard,False,0.74,3.1
CALL-000006,AU-CUST00398,TXN-2024-000235,2024-11-05,20:21:42,Outbound,No Response,248,Customer Protection,Medium,Vulnerable,False,0.88,1.5
CALL-000031,AU-CUST00436,TXN-2024-001062,2025-09-01,00:29:06,Inbound,No Response,1613,Fraud Ops,High,Vulnerable,False,0.71,2.7
CALL-000348,AU-CUST00023,TXN-2024-010612,2024-11-12,02:04:33,Inbound,Customer reached,2009,Transaction Risk,High,Vulnerable,False,0.89,3.2
CALL-000055,AU-CUST00715,TXN-2024-001857,2025-03-25,20:21:31,Outbound,No Response,410,Transaction Risk,Medium,Vulnerable,False,0.9,4.9
CALL-000125,AU-CUST00169,TXN-2024-003895,2025-06-10,03:03:31,Outbound,Customer reached,420,Transaction Risk,High,Vulnerable,False,0.8,5.1
CALL-000123,AU-CUST00720,TXN-2024-003895,2024-03-30,03:01:54,Outbound,Customer reached,946,Fraud Ops,High,Vulnerable,True,0.74,5.2
CALL-000139,AU-CUST00400,TXN-2024-004631,2025-08-18,00:25:56,Inbound,No Response,802,Transaction Risk,High,Standard,False,0.73,3.8
CALL-000106,AU-CUST00886,TXN-2024-003537,2024-08-04,16:00:13,Outbound,Customer reached,1621,Transaction Risk,High,Standard,False,0.86,5.6
CALL-000183,AU-CUST00381,TXN-2024-006063,2025-07-31,04:57:44,Outbound,No Response,643,Fraud Ops,Medium,Vulnerable,True,0.76,1.2
CALL-000074,AU-CUST00848,TXN-2024-002307,2025-06-14,07:51:17,Outbound,Voicemail left,785,Customer Protection,Medium,Standard,False,0.81,5.4
CALL-000133,AU-CUST00553,TXN-2024-004047,2025-09-08,10:23:33,Inbound,Customer reached,1665,Transaction Risk,Medium,Vulnerable,False,0.74,1.0
CALL-000219,AU-CUST00560,TXN-2024-007172,2025-04-08,02:03:58,Outbound,Customer reached,1542,Transaction Risk,High,Vulnerable,True,0.75,1.0
CALL-000012,AU-CUST00419,TXN-2024-000400,2024-04-15,06:47:21,Outbound,No Response,611,Fraud Ops,Medium,Standard,True,0.71,4.8
CALL-000022,AU-CUST00877,TXN-2024-000610,2025-09-08,02:17:46,Outbound,Customer reached,688,Customer Protection,High,Vulnerable,False,0.88,0.9
CALL-000019,AU-CUST00999,TXN-2024-000559,2025-04-08,16:06:00,Outbound,Customer reached,1055,Transaction Risk,High,Vulnerable,False,0.8,3.1
CALL-000013,AU-CUST00353,TXN-2024-000403,2025-07-07,06:47:21,Inbound,Customer reached,279,Transaction Risk,Medium,Vulnerable,False,0.71,0.8
CALL-000010,AU-CUST00169,TXN-2024-000373,2025-04-30,07:14:41,Outbound,No Response,2243,Fraud Ops,Medium,Vulnerable,False,0.8,1.1
CALL-000223,AU-CUST00029,TXN-2024-007272,2025-05-24,07:33:31,Outbound,No Response,594,Customer Protection,High,Vulnerable,False,0.82,5.1
CALL-000136,AU-CUST00631,TXN-2024-004025,2025-04-27,12:08:53,Outbound,Customer reached,1133,Fraud Ops,Medium,Vulnerable,False,0.72,2.8
CALL-000136,AU-CUST00666,TXN-2024-004223,2024-08-04,08:02:07,Outbound,Customer reached,1459,Fraud Ops,Medium,Vulnerable,False,0.87,0.9
CALL-000139,AU-CUST00583,TXN-2024-004229,2025-05-26,23:01:02,Outbound,Customer reached,359,Customer Protection,High,Vulnerable,False,0.79,5.5
CALL-000116,AU-CUST00856,TXN-2024-003732,2025-07-10,08:34:33,Inbound,Customer reached,356,Customer Protection,High,Standard,False,0.75,5.8
CALL-000182,AU-CUST00135,TXN-2024-005996,2025-02-03,03:47:00,Outbound,Voicemail left,2271,Customer Protection,Medium,Vulnerable,False,0.94,2.4
CALL-000152,AU-CUST00067,TXN-2024-004929,2024-11-27,06:54:41,Outbound,Voicemail left,1323,Fraud Ops,High,Vulnerable,False,0.73,4.5
CALL-000107,AU-CUST00271,TXN-2024-003467,2025-09-01,21:50:13,Outbound,Customer reached,1941,Transaction Risk,Medium,Vulnerable,False,0.73,1.3
CALL-000338,AU-CUST00421,TXN-2024-010176,2025-07-26,22:34:04,Outbound,Voicemail left,576,Fraud Ops,High,Standard,False,0.73,0.9
CALL-000308,AU-CUST00595,TXN-2024-009435,2025-04-17,13:01:40,Outbound,Customer reached,1174,Fraud Ops,High,Standard,False,0.75,1.9
CALL-000061,AU-CUST00450,TXN-2024-002121,2024-09-13,05:32:44,Outbound,Customer reached,429,Transaction Risk,Medium,Vulnerable,False,0.86,2.5
CALL-000191,AU-CUST00821,TXN-2024-006242,2025-06-10,07:44:12,Outbound,Customer reached,465,Customer Protection,Medium,Standard,False,0.72,0.9
CALL-000141,AU-CUST00314,TXN-2024-004658,2024-12-29,19:48:05,Inbound,Customer reached,185,Transaction Risk,Medium,Vulnerable,False,0.84,3.8
CALL-000252,AU-CUST00955,TXN-2024-007858,2025-04-16,12:38:37,Inbound,No Response,1649,Customer Protection,Medium,Vulnerable,False,0.92,2.8
CALL-000062,AU-CUST00055,TXN-2024-002020,2025-06-22,01:16:35,Inbound,Voicemail left,1976,Customer Protection,Medium,Vulnerable,False,0.92,3.2
CALL-000172,AU-CUST00097,TXN-2024-005841,2025-07-05,04:19:09,Outbound,No Response,404,Transaction Risk,High,Vulnerable,True,0.7,4.1
CALL-000244,AU-CUST00443,TXN-2024-007692,2025-04-21,04:40:42,Outbound,No Response,1335,Customer Protection,Medium,Standard,False,0.88,5.4
CALL-000332,AU-CUST00960,TXN-2024-010062,2025-02-24,08:37:22,Inbound,Voicemail left,994,Fraud Ops,Medium,Vulnerable,False,0.93,2.0
CALL-000040,AU-CUST00720,TXN-2024-001500,2024-09-13,04:14:49,Outbound,Customer reached,745,Fraud Ops,Medium,Standard,False,0.78,3.1
CALL-000338,AU-CUST00450,TXN-2024-010176,2024-06-23,15:27:02,Outbound,Voicemail left,270,Fraud Ops,Medium,Standard,False,0.81,4.5
CALL-000020,AU-CUST00169,TXN-2024-000585,2025-08-22,02:17:46,Inbound,Customer reached,2376,Transaction Risk,Medium,Standard,False,0.84,3.5
CALL-000136,AU-CUST00026,TXN-2024-004157,2025-07-28,03:18:25,Outbound,Customer reached,342,Customer Protection,Medium,Standard,False,0.71,4.9
CALL-000159,AU-CUST00813,TXN-2024-005415,2024-08-28,23:06:39,Outbound,Customer reached,1640,Fraud Ops,High,Standard,True,0.86,3.5
CALL-000010,AU-CUST00169,TXN-2024-000373,2025-06-22,01:40:29,Outbound,No Response,988,Customer Protection,Medium,Vulnerable,False,0.73,3.1
CALL-000109,AU-CUST00673,TXN-2024-003609,2025-03-10,23:35:13,Outbound,Customer reached,863,Customer Protection,Medium,Standard,False,0.72,5.1
CALL-000034,AU-CUST00960,TXN-2024-001113,2024-10-07,22:59:16,Outbound,Customer reached,793,Customer Protection,High,Vulnerable,False,0.81,1.2
CALL-000168,AU-CUST00402,TXN-2024-005596,2025-08-20,04:19:09,Outbound,No Response,635,Fraud Ops,Medium,Standard,False,0.76,2.0
CALL-000140,AU-CUST00266,TXN-2024-004230,2025-01-13,06:41:31,Outbound,Customer reached,2251,Customer Protection,Medium,Standard,False,0.85,1.6
CALL-000200,AU-CUST00345,TXN-2024-006426,2025-08-13,04:32:43,Inbound,Customer reached,2004,Transaction Risk,High,Standard,True,0.88,1.6
CALL-000030,AU-CUST00560,TXN-2024-000845,2025-06-14,00:29:06,Outbound,Customer reached,1232,Fraud Ops,Medium,Vulnerable,False,0.74,1.6
CALL-000036,AU-CUST00169,TXN-2024-001135,2025-01-28,00:10:56,Outbound,No Response,2094,Fraud Ops,Medium,Standard,False,0.8,5.6
CALL-000350,AU-CUST00996,TXN-2024-010683,2025-03-23,09:43:44,Outbound,Customer reached,182,Customer Protection,Medium,Vulnerable,False,0.84,1.8
CALL-000189,AU-CUST00537,TXN-2024-006234,2024-10-18,07:49:29,Outbound,Customer reached,607,Transaction Risk,High,Standard,False,0.76,3.4
CALL-000276,AU-CUST00019,TXN-2024-008355,2024-03-16,09:18:25,Inbound,Voicemail left,1977,Transaction Risk,High,Vulnerable,False,0.7,2.1
CALL-000379,AU-CUST00632,TXN-2024-011692,2024-12-06,07:15:13,Inbound,Voicemail left,1895,Customer Protection,High,Standard,False,0.73,5.1
CALL-000228,AU-CUST00701,TXN-2024-007550,2024-07-05,09:18:04,Inbound,No Response,1605,Customer Protection,High,Standard,False,0.78,4.7
CALL-000283,AU-CUST00526,TXN-2024-008562,2025-01-02,22:23:52,Outbound,Voicemail left,2016,Fraud Ops,Medium,Vulnerable,False,0.72,2.3
CALL-000291,AU-CUST00536,TXN-2024-008917,2024-12-29,09:16:01,Outbound,No Response,641,Fraud Ops,Medium,Standard,False,0.81,5.5
CALL-000101,AU-CUST00899,TXN-2024-003477,2025-08-22,01:38:55,Outbound,Customer reached,547,Fraud Ops,Medium,Vulnerable,False,0.89,5.7
CALL-000162,AU-CUST00266,TXN-2024-005256,2025-06-21,04:19:09,Inbound,Customer reached,276,Fraud Ops,High,Vulnerable,False,0.79,2.4
CALL-000138,AU-CUST00560,TXN-2024-004223,2024-07-02,23:01:02,Inbound,Voicemail left,1304,Fraud Ops,High,Vulnerable,True,0.72,3.4
CALL-000267,AU-CUST00583,TXN-2024-008259,2025-04-18,01:00:51,Outbound,No Response,1806,Fraud Ops,High,Vulnerable,False,0.81,5.2
CALL-000275,AU-CUST00181,TXN-2024-008394,2025-07-02,00:32:39,Outbound,No Response,1412,Transaction Risk,High,Standard,False,0.79,3.8
CALL-000058,AU-CUST00379,TXN-2024-002120,2024-08-10,03:24:09,Outbound,No Response,754,Transaction Risk,High,Vulnerable,False,0.8,2.8
CALL-000380,AU-CUST00712,TXN-2024-011702,2025-06-25,23:14:05,Outbound,Customer reached,499,Transaction Risk,High,Vulnerable,False,0.71,4.9
CALL-000376,AU-CUST00712,TXN-2024-011555,2025-02-14,04:57:48,Inbound,No Response,978,Transaction Risk,High,Standard,False,0.84,5.7
CALL-000203,AU-CUST00877,TXN-2024-006712,2025-06-05,04:32:43,Outbound,Customer reached,1043,Transaction Risk,High,Vulnerable,True,0.71,2.2
CALL-000106,AU-CUST00169,TXN-2024-003591,2025-07-31,21:50:13,Inbound,No Response,418,Transaction Risk,High,Standard,False,0.88,2.8
CALL-000219,AU-CUST00313,TXN-2024-007238,2024-12-30,04:15:52,Inbound,Customer reached,304,Transaction Risk,High,Vulnerable,False,0.71,1.8
CALL-000147,AU-CUST00939,TXN-2024-004631,2025-07-17,08:02:07,Outbound,Customer reached,188,Fraud Ops,Medium,Standard,False,0.72,4.4
CALL-000315,AU-CUST00029,TXN-2024-009655,2025-08-19,21:00:51,Outbound,Customer reached,1697,Customer Protection,Medium,Standard,False,0.95,5.9
CALL-000089,AU-CUST00720,TXN-2024-002822,2025-07-18,11:32:18,Inbound,No Response,1013,Customer Protection,High,Vulnerable,False,0.7,1.4
CALL-000280,AU-CUST00674,TXN-2024-008506,2025-03-10,16:16:37,Outbound,No Response,883,Transaction Risk,High,Standard,False,0.87,4.3
CALL-000347,AU-CUST00266,TXN-2024-010498,2025-08-31,21:57:22,Inbound,No Response,542,Transaction Risk,Medium,Vulnerable,False,0.76,2.7
CALL-000350,AU-CUST00758,TXN-2024-010516,2025-07-26,03:57:12,Outbound,No Response,1938,Fraud Ops,High,Standard,False,0.77,2.2
CALL-000219,AU-CUST00271,TXN-2024-007205,2025-08-07,23:01:18,Outbound,Customer reached,438,Customer Protection,High,Standard,False,0.86,2.8
CALL-000044,AU-CUST00327,TXN-2024-001500,2025-07-14,11:30:23,Outbound,Customer reached,777,Fraud Ops,High,Vulnerable,False,0.81,1.7
CALL-000369,AU-CUST00377,TXN-2024-011258,2025-06-04,23:43:42,Outbound,Customer reached,1760,Customer Protection,Medium,Vulnerable,True,0.93,2.9
CALL-000291,AU-CUST00507,TXN-2024-008898,2024-04-28,21:49:58,Outbound,No Response,795,Customer Protection,Medium,Vulnerable,False,0.71,2.7
CALL-000138,AU-CUST00877,TXN-2024-004345,2025-05-21,12:44:20,Inbound,Voicemail left,2332,Transaction Risk,High,Vulnerable,False,0.82,5.2
CALL-000305,AU-CUST00894,TXN-2024-009165,2025-09-13,20:02:04,Outbound,Customer reached,451,Fraud Ops,Medium,Standard,False,0.78,4.1
CALL-000271,AU-CUST00461,TXN-2024-008355,2024-11-24,13:43:24,Outbound,Customer reached,795,Transaction Risk,Medium,Standard,False,0.91,0.6
CALL-000221,AU-CUST00298,TXN-2024-007272,2024-12-21,09:18:04,Outbound,No Response,1155,Transaction Risk,High,Vulnerable,False,0.83,1.0
CALL-000352,AU-CUST00632,TXN-2024-010683,2024-12-31,14:51:17,Outbound,Voicemail left,1455,Customer Protection,High,Standard,False,0.7,4.3
CALL-000072,AU-CUST00169,TXN-2024-002307,2025-08-09,18:48:22,Outbound,Customer reached,1655,Transaction Risk,High,Vulnerable,False,0.92,1.0
CALL-000213,AU-CUST00335,TXN-2024-006993,2024-08-24,08:04:32,Inbound,Voicemail left,2320,Fraud Ops,Medium,Vulnerable,False,0.78,5.6
CALL-000192,AU-CUST00262,TXN-2024-006304,2024-07-27,11:03:30,Outbound,Customer reached,2248,Customer Protection,High,Vulnerable,False,0.86,3.3
CALL-000338,AU-CUST00024,TXN-2024-010176,2025-09-24,13:26:50,Outbound,Customer reached,1787,Transaction Risk,Medium,Standard,False,0.88,3.8
CALL-000112,AU-CUST00614,TXN-2024-003609,2025-05-09,03:16:05,Outbound,Customer reached,1014,Customer Protection,Medium,Vulnerable,False,0.74,3.9
CALL-000257,AU-CUST00542,TXN-2024-008175,2025-07-19,10:46:42,Inbound,Customer reached,1352,Transaction Risk,High,Standard,False,0.77,5.9
CALL-000234,AU-CUST00488,TXN-2024-007565,2024-11-09,05:55:51,Outbound,No Response,541,Transaction Risk,Medium,Vulnerable,False,0.91,5.8
CALL-000270,AU-CUST00525,TXN-2024-008370,2025-07-17,21:49:57,Inbound,Voicemail left,968,Customer Protection,High,Standard,False,0.78,3.6
CALL-000240,AU-CUST00478,TXN-2024-007669,2024-11-23,05:55:51,Inbound,No Response,400,Customer Protection,High,Vulnerable,True,0.87,1.0
CALL-000099,AU-CUST00421,TXN-2024-003225,2025-04-08,09:39:45,Outbound,Customer reached,2056,Transaction Risk,Medium,Vulnerable,False,0.87,3.4
CALL-000229,AU-CUST00334,TXN-2024-007300,2025-03-06,01:36:57,Outbound,Customer reached,1627,Fraud Ops,Medium,Vulnerable,False,0.91,5.3
CALL-000297,AU-CUST00105,TXN-2024-008933,2025-01-19,04:01:39,Outbound,No Response,785,Fraud Ops,High,Standard,False,0.79,5.1
CALL-000313,AU-CUST00688,TXN-2024-009476,2025-04-09,21:00:51,Outbound,No Response,1869,Customer Protection,High,Standard,False,0.86,1.2
CALL-000149,AU-CUST00446,TXN-2024-004631,2024-11-26,04:00:17,Outbound,Customer reached,490,Customer Protection,Medium,Vulnerable,False,0.76,2.2
CALL-000281,AU-CUST00117,TXN-2024-008498,2025-03-03,14:18:23,Outbound,Customer reached,2258,Transaction Risk,Medium,Standard,False,0.76,2.0
CALL-000253,AU-CUST00143,TXN-2024-008090,2025-07-27,07:52:12,Outbound,No Response,1447,Fraud Ops,Medium,Vulnerable,False,0.72,2.9
CALL-000298,AU-CUST00097,TXN-2024-009096,2025-05-26,11:18:52,Outbound,Customer reached,930,Fraud Ops,High,Vulnerable,False,0.9,1.8
CALL-000095,AU-CUST00037,TXN-2024-003214,2025-07-17,21:04:08,Outbound,Customer reached,1232,Customer Protection,High,Vulnerable,False,0.94,3.7
CALL-000188,AU-CUST00029,TXN-2024-006140,2024-10-15,00:13:43,Inbound,Voicemail left,451,Customer Protection,Medium,Vulnerable,False,0.89,0.8
CALL-000311,AU-CUST00894,TXN-2024-009529,2025-04-21,07:09:38,Outbound,Customer reached,194,Fraud Ops,Medium,Standard,True,0.84,4.9
CALL-000063,AU-CUST00526,TXN-2024-002007,2024-05-03,01:31:08,Outbound,No Response,1754,Transaction Risk,High,Standard,False,0.88,5.5
CALL-000261,AU-CUST00986,TXN-2024-008287,2025-07-02,07:52:12,Outbound,Customer reached,1145,Customer Protection,Medium,Vulnerable,False,0.91,1.1
CALL-000328,AU-CUST00510,TXN-2024-009867,2025-03-03,00:05:19,Inbound,Customer reached,2287,Customer Protection,High,Vulnerable,False,0.78,0.9
CALL-000038,AU-CUST00026,TXN-2024-001135,2024-12-28,11:30:23,Outbound,Customer reached,2389,Fraud Ops,High,Standard,False,0.76,2.8
CALL-000296,AU-CUST00729,TXN-2024-009144,2024-05-11,04:01:39,Outbound,Voicemail left,1112,Customer Protection,Medium,Vulnerable,False,0.8,4.7
CALL-000020,AU-CUST00169,TXN-2024-000610,2024-10-04,16:06:00,Outbound,Voicemail left,1054,Customer Protection,Medium,Standard,False,0.7,5.2
CALL-000344,AU-CUST00965,TXN-2024-010312,2025-03-03,21:57:22,Inbound,Voicemail left,1492,Customer Protection,High,Vulnerable,False,0.83,1.1
CALL-000050,AU-CUST00386,TXN-2024-001560,2025-08-18,03:00:02,Inbound,No Response,1643,Transaction Risk,High,Vulnerable,False,0.88,1.5
CALL-000139,AU-CUST00327,TXN-2024-004230,2025-04-07,12:08:53,Outbound,Customer reached,2234,Customer Protection,Medium,Vulnerable,False,0.71,0.9
CALL-000325,AU-CUST00024,TXN-2024-009847,2025-09-15,22:45:51,Inbound,Voicemail left,1360,Customer Protection,High,Vulnerable,False,0.79,1.7
CALL-000076,AU-CUST00720,TXN-2024-002420,2024-12-30,20:27:07,Outbound,No Response,2311,Fraud Ops,Medium,Standard,False,0.77,3.2
CALL-000371,AU-CUST00444,TXN-2024-011457,2024-11-07,01:05:32,Outbound,Voicemail left,492,Transaction Risk,High,Vulnerable,False,0.72,2.1
CALL-000052,AU-CUST00479,TXN-2024-001734,2024-10-04,11:52:11,Outbound,Customer reached,571,Fraud Ops,Medium,Standard,False,0.75,0.7
CALL-000308,AU-CUST00855,TXN-2024-009435,2025-03-01,13:01:40,Inbound,Customer reached,763,Customer Protection,High,Standard,False,0.83,4.1
CALL-000077,AU-CUST00421,TXN-2024-002381,2025-09-11,05:20:34,Inbound,Customer reached,502,Customer Protection,High,Standard,False,0.95,2.2
CALL-000107,AU-CUST00999,TXN-2024-003520,2025-04-16,21:50:13,Outbound,No Response,1550,Customer Protection,Medium,Vulnerable,False,0.72,3.2
CALL-000218,AU-CUST00377,TXN-2024-007291,2024-11-18,10:19:40,Outbound,Customer reached,1897,Transaction Risk,High,Standard,False,0.83,4.0
CALL-000091,AU-CUST00237,TXN-2024-003152,2025-07-05,05:16:45,Inbound,Customer reached,1136,Fraud Ops,High,Standard,False,0.87,1.1
CALL-000142,AU-CUST00417,TXN-2024-004718,2025-05-13,01:47:00,Outbound,Customer reached,800,Fraud Ops,Medium,Vulnerable,False,0.95,1.1
CALL-000110,AU-CUST00386,TXN-2024-003572,2024-10-07,08:34:33,Outbound,No Response,1801,Customer Protection,Medium,Vulnerable,False,0.83,0.8
CALL-000005,AU-CUST00479,TXN-2024-000221,2025-03-28,11:58:14,Inbound,Customer reached,1566,Transaction Risk,High,Vulnerable,False,0.78,1.9
CALL-000161,AU-CUST00426,TXN-2024-005504,2024-05-25,13:04:00,Outbound,Customer reached,825,Customer Protection,High,Vulnerable,False,0.76,2.5
CALL-000161,AU-CUST00976,TXN-2024-005573,2025-08-27,20:38:37,Outbound,No Response,1438,Customer Protection,Medium,Vulnerable,False,0.83,3.1
CALL-000199,AU-CUST00528,TXN-2024-006466,2025-07-30,08:10:04,Outbound,Customer reached,185,Transaction Risk,Medium,Vulnerable,True,0.77,3.5
CALL-000260,AU-CUST00109,TXN-2024-008241,2024-10-24,10:47:27,Inbound,Customer reached,878,Fraud Ops,Medium,Vulnerable,False,0.91,4.2
CALL-000071,AU-CUST00673,TXN-2024-002163,2024-03-16,23:37:47,Inbound,Voicemail left,2341,Fraud Ops,High,Vulnerable,False,0.83,2.2
CALL-000182,AU-CUST00350,TXN-2024-006068,2025-06-26,23:15:32,Outbound,Customer reached,2182,Fraud Ops,High,Vulnerable,False,0.86,0.9
CALL-000144,AU-CUST00848,TXN-2024-004631,2025-02-27,15:55:02,Outbound,Customer reached,1358,Fraud Ops,High,Standard,False,0.77,2.4
