transaction_id,customer_id,source_account_id,destination_account_id,amount,currency,transaction_type,transaction_date,transaction_time,payee_payer_name,description,payment_channel,device_id,device_model,ip_address,ip_address_country,known_device,status,is_flagged,flag_reason,is_fraud,fraud_type,risk_score,location_risk,amount_risk,velocity_risk,ctr_flag,sar_flag
TXN-2024-009104,AU-CUST00853,ACC00000676,ACC00000503,54.53,AUD,Payment,2024-12-28,06:24:53,Payee-000503,Insurance,Online Banking,DEV-UST00889,iPhone 14,203.86.78.36,AU,True,Completed,False,,False,LEGITIMATE,27,Low,Low,Low,False,False
TXN-2024-011221,AU-CUST00313,ACC00001106,ACC00000511,14.42,AUD,Payment,2025-08-21,02:58:33,Payee-000903,Grocery shopping,Online Banking,DEV-UST00362,Samsung Galaxy S23,203.5.83.248,AU,True,Completed,False,,False,LEGITIMATE,42,Low,Low,Low,False,False
TXN-2024-001116,AU-CUST00010,ACC00001186,ACC00000854,72.45,AUD,Payment,2025-09-20,04:00:10,Payee-000607,Online purchase,ATM,DEV-UST00443,Samsung Galaxy S23,203.158.223.95,AU,True,Completed,False,,False,LEGITIMATE,62,Low,Low,Low,False,False
TXN-2024-008084,AU-CUST00598,ACC00000033,ACC00001227,8.23,AUD,Transfer,2025-04-17,04:53:49,Payee-001147,Grocery shopping,Online Banking,DEV-UST00792,Unknown Device,203.34.252.81,AU,True,Blocked,True,,False,LEGITIMATE,14,Low,High,Low,False,False
TXN-2024-001904,AU-CUST00831,ACC00000283,ACC00001098,32.85,AUD,Payment,2025-07-30,03:06:25,Payee-000616,Salary payment,Mobile Banking,DEV-UST00427,iPhone 14,203.112.178.130,AU,True,Blocked,False,,False,LEGITIMATE,60,Low,Low,Low,False,False
TXN-2024-007346,AU-CUST00176,ACC00000646,ACC00000519,13.09,AUD,Payment,2025-02-22,18:18:57,Payee-000709,Transfer to savings,Mobile Banking,DEV-UST00286,iPhone 14,203.197.189.69,AU,True,Completed,False,,False,LEGITIMATE,9,Low,Low,Low,False,False
TXN-2024-000183,AU-CUST00101,ACC00000041,ACC00000608,145.89,AUD,Transfer,2025-05-30,08:55:03,Payee-000206,Utilities,Mobile Banking,DEV-UST00605,iPhone 13,203.129.194.103,AU,True,Blocked,False,,False,LEGITIMATE,78,Low,Low,Low,False,False
TXN-2024-001707,AU-CUST00926,ACC00000489,ACC00000498,62.34,AUD,Payment,2025-02-28,06:46:29,Payee-000297,Fuel,Mobile Banking,DEV-UST00926,iPhone 13,203.253.225.236,AU,True,Completed,False,,False,LEGITIMATE,30,Low,Low,Low,False,False
TXN-2024-005301,AU-CUST00708,ACC00000151,ACC00000205,894.21,AUD,Payment,2025-03-23,23:08:55,Payee-000615,Fuel,Mobile Banking,DEV-UST00633,iPhone 14,203.120.91.116,AU,True,Completed,False,,False,LEGITIMATE,10,Low,Low,Low,False,False
TXN-2024-003362,AU-CUST00386,ACC00000279,ACC00000938,176.74,AUD,Payment,2024-05-12,18:56:35,Payee-000830,Transfer to savings,Online Banking,DEV-UST00185,iPhone 14,203.35.136.11,AU,True,Blocked,False,,False,LEGITIMATE,17,Low,Low,Low,False,False
TXN-2024-009548,AU-CUST00430,ACC00000481,ACC00000330,491.31,AUD,Payment,2025-07-09,04:10:26,Payee-001199,Bill payment,Mobile Banking,DEV-UST00663,iPhone 14,203.214.18.201,AU,True,Completed,False,,False,LEGITIMATE,29,Low,Low,Low,False,False
TXN-2024-000146,AU-CUST00776,ACC00000024,ACC00000764,271.89,AUD,Payment,2025-09-08,03:59:32,Payee-000426,Rent payment,Card Payment,DEV-UST00246,iPhone 14,203.19.189.183,AU,True,Completed,False,,False,LEGITIMATE,41,Low,Low,Low,False,False
TXN-2024-008506,AU-CUST00734,ACC00001062,ACC00000341,53.12,AUD,Payment,2025-05-18,22:27:09,Payee-001045,Salary payment,Online Banking,DEV-UST00027,iPhone 14,203.123.112.46,AU,True,Completed,False,,False,LEGITIMATE,9,Low,Low,Low,False,False
TXN-2024-000538,AU-CUST00414,ACC00000382,ACC00000254,50.62,AUD,Payment,2025-06-16,23:20:43,Payee-000358,Bill payment,Online Banking,DEV-UST00717,iPhone 14,203.171.164.208,AU,True,Completed,False,,False,LEGITIMATE,20,Low,Low,Low,False,False
TXN-2024-010937,AU-CUST00524,ACC00000202,ACC00000614,541.6,AUD,Payment,2025-06-19,20:32:22,Payee-000263,Transfer to savings,Online Banking,DEV-UST00370,iPhone 13,203.199.70.148,AU,True,Pending,False,,False,APP_ROMANCE_SCAM,72,Low,Low,Low,False,False
TXN-2024-003068,AU-CUST00613,ACC00000485,ACC00000961,10.9,AUD,Payment,2024-09-03,05:32:41,Payee-000372,Bill payment,Online Banking,DEV-UST00168,iPhone 14,203.196.81.118,AU,True,Blocked,False,,False,LEGITIMATE,23,Low,Low,Low,False,False
TXN-2024-002080,AU-CUST00287,ACC00000199,ACC00000365,9.16,AUD,Payment,2024-04-30,21:59:22,Payee-000545,Utilities,Online Banking,DEV-UST00834,Unknown iPhone,181.136.216.96,AU,True,Completed,False,,False,LEGITIMATE,19,Low,Medium,Low,False,False
TXN-2024-002808,AU-CUST00719,ACC00000650,ACC00000900,6.72,AUD,Payment,2025-07-24,21:01:16,Payee-001215,Salary payment,Mobile Banking,DEV-UST00679,iPhone 14,203.136.130.205,AU,True,Completed,False,,False,LEGITIMATE,10,Low,Low,Low,False,False
TXN-2024-001553,AU-CUST00369,ACC00000045,ACC00000310,92.94,AUD,Payment,2025-09-27,23:34:56,Payee-000854,Rent payment,Card Payment,DEV-UST00834,iPhone 14,203.187.71.113,AU,True,Completed,False,,False,LEGITIMATE,14,Low,Low,Low,False,False
TXN-2024-003301,AU-CUST00536,ACC00000399,ACC00000024,80.35,AUD,Payment,2025-06-20,20:40:28,Payee-000474,Online purchase,Online Banking,DEV-UST00289,iPhone 13,203.195.34.192,AU,True,Completed,False,,False,LEGITIMATE,40,Low,Low,Low,False,False
TXN-2024-010652,AU-CUST00902,ACC00000822,ACC00000153,32.76,AUD,Payment,2025-02-23,23:27:44,Payee-000880,Restaurant,Card Payment,DEV-UST00770,Samsung Galaxy S23,203.79.187.100,AU,True,Completed,False,,False,LEGITIMATE,11,Low,Low,Low,False,False
TXN-2024-009850,AU-CUST00989,ACC00001223,ACC00001012,695.74,AUD,Payment,2025-02-08,12:21:07,Payee-000650,Transfer to savings,Online Banking,DEV-UST00080,iPhone 13,203.118.102.58,AU,False,Pending,False,,False,LEGITIMATE,45,Low,Low,Low,False,True
TXN-2024-003306,AU-CUST00386,ACC00000498,ACC00000992,75.46,AUD,Payment,2025-01-16,17:15:02,Payee-001259,Rent payment,Mobile Banking,DEV-UST00574,iPhone 13,203.88.179.215,AU,True,Completed,False,,False,LEGITIMATE,7,Low,Low,Low,False,False
TXN-2024-007712,AU-CUST00498,ACC00000439,ACC00000003,215.95,AUD,Payment,2024-07-24,23:38:37,Payee-000225,Utilities,Mobile Banking,DEV-UST00998,iPhone 13,203.156.200.23,AU,True,Completed,False,,False,APP_ROMANCE_SCAM,32,Low,Low,Low,False,False
TXN-2024-000295,AU-CUST00666,ACC00000985,ACC00001180,33.88,AUD,Payment,2024-10-11,15:34:17,Payee-001180,Salary payment,Online Banking,DEV-UST00303,Samsung Galaxy S23,203.95.116.167,AU,True,Completed,False,,False,LEGITIMATE,10,Low,Low,Low,False,False
TXN-2024-007954,AU-CUST00954,ACC00000211,ACC00000514,11.88,AUD,Payment,2025-04-03,16:51:23,Payee-000476,Bill payment,Mobile Banking,DEV-UST00099,Samsung Galaxy S23,203.161.16.96,AU,True,Completed,False,,False,LEGITIMATE,13,Low,Low,Low,False,False
TXN-2024-003141,AU-CUST00852,ACC00000544,ACC00000546,1001.45,AUD,Payment,2025-04-24,01:47:07,Payee-000478,Bill payment,Mobile Banking,DEV-UST00495,iPhone 13,203.222.145.8,AU,True,Completed,False,App Investment Scam pattern detected,False,LEGITIMATE,18,Low,Low,Low,False,False
TXN-2024-004956,AU-CUST00415,ACC00001245,ACC00000707,616.53,AUD,Transfer,2025-08-29,00:19:35,Payee-000077,Personal gift,ATM,DEV-UST00928,iPhone 14,203.221.2.240,AU,True,Completed,False,,False,APP_INVESTMENT_SCAM,33,Low,Low,Low,False,False
TXN-2024-008063,AU-CUST00470,ACC00000060,ACC00000122,1262.88,AUD,Payment,2025-06-27,20:29:53,Payee-000860,Transfer to savings,ATM,DEV-UST00896,iPhone 13,203.156.202.65,AU,True,Completed,False,,True,LEGITIMATE,38,Low,Low,Medium,False,False
TXN-2024-008953,AU-CUST00214,ACC00000144,ACC00000203,105.06,AUD,Payment,2025-02-26,20:23:13,Payee-001188,Fuel,Mobile Banking,DEV-UST00524,Samsung Galaxy S23,203.207.20.68,AU,True,Completed,False,,False,LEGITIMATE,20,Low,Low,Low,False,False
TXN-2024-010846,AU-CUST00040,ACC00001184,ACC00000176,18.55,AUD,Payment,2025-07-29,08:09:30,Payee-000848,Bill payment,Online Banking,DEV-UST00794,Samsung Galaxy S23,203.165.250.49,AU,True,Completed,False,,False,LEGITIMATE,6,Low,Low,Low,False,False
TXN-2024-011679,AU-CUST00039,ACC00000839,ACC00000320,26.03,AUD,Payment,2025-06-19,00:45:37,Payee-000361,Online purchase,Card Payment,DEV-UST00130,iPhone 14,203.131.223.58,AU,True,Completed,False,,False,LEGITIMATE,24,Low,Low,Low,False,False
TXN-2024-008445,AU-CUST00064,ACC00000439,ACC00000330,51.78,AUD,Payment,2025-07-21,01:37:30,Payee-000459,Salary payment,Mobile Banking,DEV-UST00454,Samsung Galaxy S23,203.104.194.89,AU,True,Completed,False,,False,LEGITIMATE,5,Low,Low,Low,False,False
TXN-2024-001314,AU-CUST00777,ACC00000434,ACC00000763,59.88,AUD,Payment,2025-08-29,21:50:25,Payee-000611,P2P transfer,ATM,DEV-UST00336,iPhone 14,203.38.58.146,AU,True,Completed,False,,False,LEGITIMATE,16,Low,Low,Low,False,False
TXN-2024-005353,AU-CUST00577,ACC00000963,ACC00000038,17.99,AUD,Payment,2025-06-04,00:45:42,Payee-000143,Online purchase,ATM,DEV-UST00985,iPhone 13,203.226.44.35,AU,True,Completed,False,,False,LEGITIMATE,13,Low,Low,Low,False,False
TXN-2024-008761,AU-CUST00313,ACC00000972,ACC00000903,255.69,AUD,Payment,2025-01-26,05:04:47,Payee-000639,Grocery shopping,ATM,DEV-UST00644,iPhone 13,203.117.114.116,AU,True,Completed,False,,False,LEGITIMATE,43,Low,Low,Low,False,False
TXN-2024-002557,AU-CUST00824,ACC00000293,ACC00000277,27.54,AUD,Payment,2025-02-05,19:46:46,Payee-001189,Restaurant,Mobile Banking,DEV-UST00830,iPhone 14,203.25.224.82,AU,True,Completed,False,,False,LEGITIMATE,5,Low,Low,Low,False,False
TXN-2024-005799,AU-CUST00635,ACC00000339,ACC00001265,11.84,AUD,Payment,2025-03-16,15:28:25,Payee-000396,Grocery shopping,Mobile Banking,DEV-UST00170,iPhone 14,203.233.66.221,AU,True,Completed,False,,True,LEGITIMATE,8,Low,Low,Low,False,False
TXN-2024-000360,AU-CUST00245,ACC00001176,ACC00000369,57.86,AUD,Payment,2025-06-22,07:08:24,Payee-000369,Grocery shopping,Mobile Banking,DEV-UST00353,Samsung Galaxy S23,203.190.43.193,AU,True,Completed,False,,False,LEGITIMATE,12,Low,Low,Low,False,False
TXN-2024-011201,AU-CUST00773,ACC00000147,ACC00000818,265.37,AUD,Payment,2025-09-21,18:05:47,Payee-000192,Online purchase,Card Payment,DEV-UST00179,Samsung Galaxy S23,203.88.54.114,AU,True,Completed,False,,False,LEGITIMATE,7,Low,Low,Low,False,False
TXN-2024-001732,AU-CUST00193,ACC00000867,ACC00000473,228.69,AUD,Payment,2024-12-28,13:17:14,Payee-000237,Transfer to savings,Mobile Banking,DEV-UST00322,iPhone 14,203.149.10.132,AU,True,Completed,False,,False,LEGITIMATE,11,Low,Low,Low,False,False
TXN-2024-009263,AU-CUST00055,ACC00000306,ACC00000926,262.67,AUD,Payment,2024-04-10,10:57:55,Payee-000272,Fuel,Card Payment,DEV-UST00210,iPhone 13,203.72.63.229,AU,True,Completed,False,,False,LEGITIMATE,11,Low,Low,Low,False,False
TXN-2024-003003,AU-CUST00073,ACC00000332,ACC00000434,328.36,AUD,Payment,2025-08-16,09:15:25,Payee-000386,Grocery shopping,Mobile Banking,UNK-3912,iPhone 13,203.114.87.213,AU,False,Completed,True,,False,LEGITIMATE,16,Low,Low,Low,False,False
TXN-2024-000093,AU-CUST00701,ACC00000141,ACC00000808,41.49,AUD,Payment,2025-03-25,15:07:36,Payee-001025,Rent payment,Online Banking,DEV-UST00419,iPhone 14,203.92.61.67,AU,True,Completed,False,,False,LEGITIMATE,29,Low,Low,Low,False,False
TXN-2024-005708,AU-CUST00468,ACC00001156,ACC00000623,1998.4,AUD,Transfer,2025-08-31,16:18:08,Payee-000230,Insurance,Mobile Banking,DEV-UST00970,iPhone 13,203.16.248.125,AU,True,Completed,False,Mule Activity pattern detected,False,LEGITIMATE,16,Low,Low,Medium,False,False
TXN-2024-011022,AU-CUST00682,ACC00000322,ACC00000910,279.4,AUD,Payment,2025-06-23,16:37:32,Payee-000078,Restaurant,Mobile Banking,DEV-UST00620,iPhone 13,78.11.213.204,AU,True,Completed,False,,False,LEGITIMATE,9,Low,Low,Low,False,False
TXN-2024-001634,AU-CUST00250,ACC00000090,ACC00000373,14.71,AUD,Payment,2025-06-17,01:58:40,Payee-000542,Salary payment,Card Payment,DEV-UST00523,iPhone 14,203.217.119.249,AU,True,Completed,False,,False,LEGITIMATE,11,Low,Low,High,False,False
TXN-2024-001451,AU-CUST00450,ACC00000425,ACC00000102,567.24,AUD,Payment,2025-01-17,21:54:37,Payee-000456,Grocery shopping,ATM,DEV-UST00926,Samsung Galaxy S23,203.238.26.234,AU,True,Blocked,False,,False,LEGITIMATE,38,Low,Low,Low,False,False
TXN-2024-004537,AU-CUST00684,ACC00000180,ACC00000318,139.67,AUD,Payment,2025-06-30,09:19:05,Payee-000318,Bill payment,Card Payment,DEV-UST00216,iPhone 14,203.121.211.240,AU,True,Completed,False,,False,LEGITIMATE,14,Low,Low,Low,False,False
TXN-2024-009855,AU-CUST00160,ACC00000177,ACC00000980,22.02,AUD,Payment,2025-09-25,13:18:38,Payee-000485,Fuel,Mobile Banking,DEV-UST00039,iPhone 14,203.95.223.143,AU,True,Completed,False,,False,LEGITIMATE,36,Low,Low,Low,False,False
TXN-2024-009097,AU-CUST00214,ACC00000961,ACC00000837,730.04,AUD,Payment,2024-11-22,19:37:03,Payee-000946,Restaurant,Online Banking,DEV-UST00461,Samsung Galaxy S23,203.28.239.71,AU,True,Blocked,False,,False,LEGITIMATE,16,Low,Low,Low,False,False
TXN-2024-005086,AU-CUST00119,ACC00001109,ACC00000420,5.3,AUD,Payment,2024-10-19,13:36:38,Payee-000187,Salary payment,Online Banking,DEV-UST00233,Samsung Galaxy S23,203.50.234.43,AU,True,Completed,False,,False,LEGITIMATE,9,Low,Low,Low,False,False
TXN-2024-002967,AU-CUST00218,ACC00000267,ACC00001189,242.45,AUD,Payment,2025-06-23,08:00:04,Payee-000673,Utilities,Card Payment,DEV-UST00373,Samsung Galaxy S23,203.245.225.201,AU,True,Completed,False,,False,LEGITIMATE,35,Low,Low,Low,False,False
TXN-2024-011043,AU-CUST00135,ACC00001165,ACC00000939,1084.57,AUD,Payment,2025-07-04,01:40:34,Payee-000034,Salary payment,ATM,DEV-UST00870,iPhone 14,203.130.6.112,AU,True,Completed,False,,False,LEGITIMATE,32,Low,Low,Low,False,False
TXN-2024-007753,AU-CUST00686,ACC00000888,ACC00000222,578.62,AUD,Payment,2024-05-03,23:49:02,Payee-000963,Grocery shopping,Online Banking,DEV-UST00548,iPhone 13,203.129.225.41,AU,True,Completed,False,,False,LEGITIMATE,28,Low,Low,Low,False,False
TXN-2024-008745,AU-CUST00820,ACC00000106,ACC00000737,5.85,AUD,Payment,2024-06-26,17:25:04,Payee-000919,Rent payment,Mobile Banking,DEV-UST00260,iPhone 14,203.79.106.109,AU,True,Completed,False,,False,LEGITIMATE,17,Low,Low,Low,False,False
TXN-2024-006869,AU-CUST00419,ACC00000223,ACC00000338,5.16,AUD,Payment,2025-08-27,21:07:31,Payee-001162,Rent payment,Card Payment,DEV-UST00527,iPhone 13,203.80.57.11,AU,True,Completed,False,,False,LEGITIMATE,7,Low,Low,Low,False,False
TXN-2024-010024,AU-CUST00773,ACC00000500,ACC00000091,57.81,AUD,Payment,2025-07-07,03:57:55,Payee-000702,Grocery shopping,Mobile Banking,DEV-UST00934,iPhone 14,203.117.14.97,AU,True,Blocked,False,,False,LEGITIMATE,23,Low,Low,Low,True,False
TXN-2024-009270,AU-CUST00461,ACC00000850,ACC00000108,79.85,AUD,Transfer,2025-07-25,07:39:56,Payee-000648,Rent payment,Online Banking,DEV-UST00825,iPhone 14,203.125.196.84,AU,True,Completed,False,,False,LEGITIMATE,10,Low,Low,Low,False,False
TXN-2024-008673,AU-CUST00079,ACC00000250,ACC00000779,1090.97,AUD,Payment,2024-08-28,23:02:41,Payee-001113,Transfer to savings,Branch,DEV-UST00636,iPhone 14,203.117.114.116,AU,True,Completed,False,,False,LEGITIMATE,21,Low,Low,Low,False,False
TXN-2024-011289,AU-CUST00534,ACC00000056,ACC00000356,294.3,AUD,Payment,2025-05-05,17:32:17,Payee-000843,Fuel,Online Banking,DEV-UST00221,iPhone 14,203.199.238.153,AU,True,Completed,False,,True,LEGITIMATE,17,Low,Low,Low,False,False
TXN-2024-011495,AU-CUST00956,ACC00000789,ACC00000938,55.48,AUD,Payment,2025-07-12,22:38:58,Payee-000693,Utilities,Mobile Banking,DEV-UST00352,iPhone 13,203.200.74.41,AU,True,Completed,False,,False,LEGITIMATE,34,Low,Low,Low,False,False
TXN-2024-008904,AU-CUST00632,ACC00000716,ACC00000861,913.57,AUD,Payment,2024-09-05,11:04:00,Payee-000114,Transfer to savings,Mobile Banking,DEV-UST00494,Samsung Galaxy S23,203.78.31.121,AU,True,Completed,False,,True,LEGITIMATE,14,Low,Medium,Medium,False,False
TXN-2024-008065,AU-CUST00359,ACC00000997,ACC00000230,164.54,AUD,Payment,2025-05-20,12:47:39,Payee-001128,Grocery shopping,Mobile Banking,DEV-UST00371,iPhone 13,203.111.74.194,AU,True,Completed,False,,False,LEGITIMATE,15,Low,Low,Low,False,False
TXN-2024-008218,AU-CUST00563,ACC00000370,ACC00000669,263.81,AUD,Payment,2025-04-17,08:03:36,Payee-000669,Online purchase,ATM,DEV-UST00478,Samsung Galaxy S23,203.15.45.146,MY,True,Completed,False,,False,LEGITIMATE,23,Low,Low,Low,False,False
TXN-2024-005751,AU-CUST00997,ACC00000654,ACC00000170,526.24,AUD,Payment,2025-05-12,04:57:28,Payee-000170,Utilities,Online Banking,DEV-UST00019,iPhone 13,203.104.62.109,AU,True,Completed,False,,False,LEGITIMATE,46,Low,Low,Low,False,False
TXN-2024-005873,AU-CUST00919,ACC00000595,ACC00000582,19.18,AUD,Payment,2024-04-30,07:17:10,Payee-001164,Rent payment,Branch,DEV-UST00143,Samsung Galaxy S23,203.207.145.244,AU,True,Completed,False,,False,LEGITIMATE,8,Low,Low,Low,False,False
TXN-2024-001453,AU-CUST00250,ACC00000873,ACC00000364,323.87,AUD,Payment,2024-12-29,20:40:48,Payee-000010,Transfer to savings,Mobile Banking,DEV-UST00788,iPhone 13,203.141.163.232,AU,True,Completed,False,,False,LEGITIMATE,51,Low,Low,Low,False,False
TXN-2024-003052,AU-CUST00516,ACC00000856,ACC00000595,106.75,AUD,Payment,2024-12-30,17:39:11,Payee-000731,Restaurant,Card Payment,DEV-UST00682,Samsung Galaxy S23,203.114.160.236,AU,True,Completed,False,,False,LEGITIMATE,32,Low,Low,Low,False,False
TXN-2024-003969,AU-CUST00715,ACC00000702,ACC00001099,7.88,AUD,Payment,2025-02-18,15:01:15,Payee-000810,Fuel,Mobile Banking,DEV-UST00333,iPhone 13,203.97.41.128,AU,True,Completed,False,,False,LEGITIMATE,16,Low,Low,Low,False,False
TXN-2024-006262,AU-CUST00731,ACC00001174,ACC00000951,159.78,AUD,Payment,2025-09-21,22:10:10,Payee-001082,Online purchase,Mobile Banking,DEV-UST00620,iPhone 14,203.192.27.224,AU,True,Completed,False,,False,LEGITIMATE,14,Low,Low,Low,False,False
TXN-2024-008193,AU-CUST00717,ACC00000630,ACC00000157,40.39,AUD,Payment,2025-03-25,06:35:52,Payee-000145,Insurance,Online Banking,DEV-UST00687,iPhone 14,203.254.175.175,AU,True,Completed,False,,False,LEGITIMATE,11,Low,Low,Low,False,False
TXN-2024-011149,AU-CUST00833,ACC00000492,ACC00000151,53.65,AUD,Payment,2025-09-11,02:15:58,Payee-000146,Rent payment,Online Banking,DEV-UST00795,Samsung Galaxy S23,218.76.136.58,AU,True,Completed,False,,False,LEGITIMATE,18,High,Low,Low,True,True
TXN-2024-003392,AU-CUST00533,ACC00000375,ACC00000709,387.21,AUD,Payment,2024-09-09,12:05:58,Payee-000842,Grocery shopping,Mobile Banking,UNK-1314,iPhone 13,203.45.87.217,AU,True,Blocked,False,,True,LEGITIMATE,43,Low,Low,Low,False,False
TXN-2024-006818,AU-CUST00439,ACC00000547,ACC00001038,415.16,AUD,Payment,2025-09-25,00:14:42,Payee-000445,Restaurant,Card Payment,DEV-UST00950,iPhone 13,203.141.150.46,AU,True,Completed,False,,False,LEGITIMATE,30,Low,Low,Low,False,False
TXN-2024-009377,AU-CUST00307,ACC00000579,ACC00000032,14.31,AUD,Payment,2025-07-17,09:10:35,Payee-001086,Transfer to savings,Mobile Banking,DEV-UST00057,iPhone 14,203.233.35.229,AU,True,Completed,False,,False,LEGITIMATE,9,Low,Low,Low,False,False
TXN-2024-011446,AU-CUST00805,ACC00000756,ACC00001204,966.23,AUD,Payment,2025-05-04,03:57:23,Payee-001204,Bill payment,Mobile Banking,DEV-UST00457,Samsung Galaxy S23,203.7.114.126,AU,True,Completed,False,,False,LEGITIMATE,10,Low,Low,Low,False,False
TXN-2024-004548,AU-CUST00083,ACC00000519,ACC00000117,201.31,AUD,Payment,2025-06-03,21:42:57,Payee-000992,Online purchase,Online Banking,DEV-UST00126,iPhone 14,203.216.201.210,AU,True,Completed,False,,False,LEGITIMATE,11,Low,Low,Low,False,False
TXN-2024-010582,AU-CUST00599,ACC00000860,ACC00000014,5.32,AUD,Payment,2024-09-16,16:15:05,Payee-000689,Bill payment,Online Banking,DEV-UST00537,Samsung Galaxy S23,203.130.15.126,AU,True,Completed,False,App Invoice Fraud pattern detected,False,LEGITIMATE,14,Low,Low,Low,False,False
TXN-2024-010081,AU-CUST00493,ACC00000727,ACC00000845,242.11,AUD,Payment,2025-06-28,19:43:36,Payee-000680,Insurance,Mobile Banking,DEV-UST00379,iPhone 13,203.72.64.252,AU,True,Completed,False,,False,APP_INVESTMENT_SCAM,34,Low,High,Low,False,False
TXN-2024-000203,AU-CUST00652,ACC00001209,ACC00000360,16.74,AUD,Payment,2024-08-08,13:26:56,Payee-001072,Salary payment,Online Banking,DEV-UST00734,Unknown Android,203.59.158.217,AU,True,Completed,False,,False,LEGITIMATE,8,Low,Low,Low,False,False
TXN-2024-002371,AU-CUST00400,ACC00000776,ACC00000394,707.39,AUD,Payment,2024-12-16,03:45:11,Payee-000833,Fuel,Online Banking,DEV-UST00932,iPhone 13,203.156.215.111,AU,True,Pending,False,,False,LEGITIMATE,11,Low,Low,Low,False,False
TXN-2024-002290,AU-CUST00304,ACC00000336,ACC00001127,212.3,AUD,Payment,2024-12-21,13:17:49,Payee-001178,Transfer to savings,Online Banking,DEV-UST00265,iPhone 13,203.199.211.29,RU,True,Completed,True,,False,LEGITIMATE,16,Low,Low,Low,False,False
TXN-2024-002510,AU-CUST00269,ACC00000688,ACC00000271,132.78,AUD,Transfer,2024-12-28,15:55:34,Payee-000406,Restaurant,Mobile Banking,DEV-UST00093,iPhone 13,203.117.103.137,AU,True,Completed,False,,False,LEGITIMATE,18,Low,Low,Low,False,False
TXN-2024-005188,AU-CUST00955,ACC00000016,ACC00001057,406.17,AUD,Payment,2025-08-13,21:57:54,Payee-000895,Restaurant,Card Payment,DEV-UST00192,Samsung Galaxy S23,203.119.203.118,AU,True,Completed,False,,False,LEGITIMATE,16,Low,Low,Low,False,False
TXN-2024-001138,AU-CUST00847,ACC00000027,ACC00000103,64.42,AUD,Payment,2024-11-18,08:19:35,Payee-000474,Grocery shopping,Mobile Banking,DEV-UST00938,iPhone 14,203.48.43.20,AU,True,Completed,False,,False,LEGITIMATE,17,Low,Low,Low,False,False
TXN-2024-003963,AU-CUST00833,ACC00000933,ACC00000861,48.56,AUD,Payment,2025-01-18,11:54:05,Payee-000029,Salary payment,Mobile Banking,DEV-UST00582,iPhone 14,203.34.87.170,AU,True,Blocked,False,,True,LEGITIMATE,49,Low,Low,Low,False,False
TXN-2024-003451,AU-CUST00021,ACC00000053,ACC00000286,143.9,AUD,Payment,2025-08-27,10:50:46,Payee-000371,Fuel,Online Banking,DEV-UST00411,iPhone 13,203.118.125.127,AU,True,Completed,False,,False,APP_BANK_IMPERSONATION,39,Low,Medium,Low,False,False
TXN-2024-005855,AU-CUST00388,ACC00000872,ACC00000092,1064.69,AUD,Payment,2025-03-03,17:06:11,Payee-000713,Grocery shopping,Online Banking,DEV-UST00573,Unknown Device,203.237.221.136,AU,True,Completed,False,App Invoice Fraud pattern detected,False,LEGITIMATE,23,Low,Low,Low,False,False
TXN-2024-003565,AU-CUST00160,ACC00000712,ACC00000896,99.06,AUD,Transfer,2025-07-22,15:58:10,Payee-001227,Rent payment,Online Banking,DEV-UST00468,iPhone 13,203.80.148.218,AU,True,Completed,False,App Bank Impersonation pattern detected,False,MULE_ACTIVITY,12,Low,Medium,Low,False,False
TXN-2024-010757,AU-CUST00039,ACC00000039,ACC00001037,278.89,AUD,Payment,2025-02-26,23:49:55,Payee-001211,Insurance,Online Banking,DEV-UST00600,Samsung Galaxy S23,203.98.31.249,AU,True,Completed,False,,False,LEGITIMATE,16,Low,Low,Low,False,False
TXN-2024-010372,AU-CUST00523,ACC00000584,ACC00000045,170.02,AUD,Payment,2025-04-09,09:06:58,Payee-001174,Bill payment,ATM,DEV-UST00550,iPhone 14,203.183.31.56,AU,True,Blocked,False,,False,LEGITIMATE,44,Low,Low,Low,False,False
TXN-2024-000946,AU-CUST00046,ACC00000515,ACC00000164,573.04,AUD,Payment,2024-05-16,21:29:09,Payee-000215,Emergency help,Mobile Banking,DEV-UST00277,iPhone 13,203.182.183.23,AU,True,Completed,True,,False,LEGITIMATE,31,Low,Low,Low,False,False
TXN-2024-004972,AU-CUST00496,ACC00000217,ACC00000992,30.47,AUD,Payment,2025-04-06,02:34:14,Payee-000553,Rent payment,Mobile Banking,DEV-UST00262,Samsung Galaxy S23,203.28.48.236,AU,True,Completed,False,,False,LEGITIMATE,28,Low,Low,Low,False,False
TXN-2024-007566,AU-CUST00031,ACC00000361,ACC00000279,48.53,AUD,Payment,2025-09-22,17:44:38,Payee-001035,Salary payment,Online Banking,DEV-UST00980,iPhone 14,203.36.152.154,AU,True,Completed,False,,False,LEGITIMATE,9,Low,Low,Low,False,False
TXN-2024-003081,AU-CUST00836,ACC00000859,ACC00000854,47.35,AUD,Payment,2025-01-03,08:56:46,Payee-000278,Rent payment,Online Banking,DEV-UST00812,iPhone 13,203.149.22.89,AU,True,Completed,False,,False,LEGITIMATE,15,Low,Low,Low,False,False
TXN-2024-009000,AU-CUST00253,ACC00001085,ACC00001045,6.61,AUD,Payment,2025-09-21,15:48:25,Payee-000801,Restaurant,Card Payment,DEV-UST00910,iPhone 14,203.167.152.244,AU,True,Completed,False,,False,LEGITIMATE,7,Low,Low,Low,False,False
