account_id,customer_id,is_mule_account,account_type,account_age_days,daily_limit,monthly_limit,in_degree,out_degree,total_degree,avg_incoming_amount,avg_outgoing_amount,transaction_velocity,risk_score,vulnerability_score,primary_country,is_new_customer,high_velocity,cross_border_activity,structuring_indicator
mule_000190,mule_cust_000190,True,personal_current,4,1665.07,5980.49,45,57,102,500.74,4093.0,7.09,0.833,0.723,US,True,False,True,True
mule_000191,mule_cust_000191,True,personal_current,21,532.74,14956.85,29,38,67,2888.81,4225.18,5.78,0.805,0.678,DE,True,False,True,True
mule_000192,mule_cust_000192,True,personal_current,60,884.8,14812.62,35,51,86,2913.59,2168.11,19.58,0.852,0.705,UK,False,True,False,True
mule_000193,mule_cust_000193,True,personal_current,1,837.98,8764.5,16,36,52,2893.87,2426.75,6.72,0.915,0.817,UK,True,False,False,True
mule_000194,mule_cust_000194,True,personal_current,10,1315.31,6225.88,15,48,63,2526.54,871.12,19.19,0.912,0.801,US,True,True,True,True
mule_000195,mule_cust_000195,True,personal_current,4,1476.46,13181.48,33,54,87,737.29,1698.48,19.67,0.898,0.749,US,True,True,True,True
mule_000196,mule_cust_000196,True,personal_current,21,1317.27,16376.38,31,29,60,1183.43,3968.56,18.19,0.918,0.672,US,True,True,True,True
mule_000197,mule_cust_000197,True,personal_current,60,1658.02,5407.51,34,17,51,4564.26,2493.35,12.47,0.726,0.797,FR,False,True,True,True
mule_000198,mule_cust_000198,True,personal_current,3,1663.42,19467.15,21,24,45,651.37,1701.52,16.36,0.769,0.694,AU,True,True,True,True
mule_000199,mule_cust_000199,True,personal_current,2,1845.44,12802.86,29,20,49,4007.65,1527.91,17.86,0.927,0.683,BE,True,True,True,True
mule_000200,mule_cust_000200,True,personal_current,1,803.02,7763.37,46,46,92,3340.6,811.65,11.6,0.854,0.625,IT,True,True,True,True
mule_000201,mule_cust_000201,True,personal_current,14,1257.81,19506.9,30,44,74,3246.42,871.9,18.23,0.807,0.649,UK,True,True,False,True
mule_000202,mule_cust_000202,True,personal_current,5,1291.1,15790.3,43,40,83,581.15,3332.01,7.81,0.915,0.846,CA,True,False,True,True
mule_000203,mule_cust_000203,True,personal_current,10,971.53,12067.52,18,35,53,1420.75,3713.76,18.2,0.831,0.673,UK,True,True,False,True
mule_000204,mule_cust_000204,True,personal_current,1,1578.62,11301.78,43,55,98,3750.42,981.98,14.21,0.809,0.773,DE,True,True,True,True
mule_000205,mule_cust_000205,True,personal_current,14,1765.61,8809.62,42,34,76,3748.61,612.6,9.72,0.701,0.805,UK,True,False,False,True
mule_000206,mule_cust_000206,True,personal_current,7,1987.61,6090.06,12,18,30,4358.66,1087.55,10.41,0.717,0.829,US,True,True,True,True
mule_000207,mule_cust_000207,True,personal_current,10,1855.41,8491.45,18,49,67,483.65,4059.99,14.76,0.919,0.6,UK,True,True,False,True
mule_000208,mule_cust_000208,True,personal_current,3,1069.25,8400.96,17,49,66,2181.25,3640.24,12.19,0.705,0.726,UK,True,True,False,True
mule_000209,mule_cust_000209,True,personal_current,45,691.18,15615.32,12,56,68,3556.71,3801.65,19.73,0.855,0.768,AU,False,True,True,True
mule_000210,mule_cust_000210,True,personal_current,5,1452.63,11747.63,47,50,97,663.37,1202.24,5.19,0.817,0.69,CA,True,False,True,True
mule_000211,mule_cust_000211,True,personal_current,3,949.88,16147.9,13,18,31,4410.75,3966.09,9.96,0.785,0.897,AU,True,False,True,True
mule_000212,mule_cust_000212,True,personal_current,5,1757.23,9279.36,21,49,70,1485.33,3582.85,13.6,0.865,0.676,UK,True,True,False,True
mule_000213,mule_cust_000213,True,personal_current,4,1606.35,12878.6,18,18,36,4369.05,431.39,19.34,0.706,0.808,UK,True,True,False,True
mule_000214,mule_cust_000214,True,personal_current,30,1196.65,7062.86,28,40,68,991.16,892.03,19.22,0.811,0.837,AU,True,True,True,True
mule_000215,mule_cust_000215,True,personal_current,7,697.54,8512.77,21,59,80,4859.68,1292.64,9.07,0.818,0.895,UK,True,False,False,True
mule_000216,mule_cust_000216,True,personal_current,4,1837.22,5043.82,21,20,41,419.11,759.1,9.15,0.943,0.699,US,True,False,True,True
mule_000217,mule_cust_000217,True,personal_current,2,1416.17,9210.25,22,52,74,4299.85,365.31,17.5,0.911,0.685,US,True,True,True,True
mule_000218,mule_cust_000218,True,personal_current,4,827.76,10951.95,18,38,56,618.05,2834.24,6.71,0.786,0.752,IT,True,False,True,True
mule_000219,mule_cust_000219,True,personal_current,5,1553.39,19892.25,22,59,81,2093.97,1984.95,11.17,0.927,0.814,AU,True,True,True,True
mule_000220,mule_cust_000220,True,personal_current,3,1735.69,19325.91,14,22,36,4341.83,159.15,15.76,0.907,0.612,IT,True,True,True,True
mule_000221,mule_cust_000221,True,personal_current,2,1497.94,17005.32,45,32,77,642.97,2744.0,13.24,0.925,0.721,US,True,True,True,True
mule_000222,mule_cust_000222,True,personal_current,10,1119.01,14691.44,19,16,35,4462.59,2754.31,12.53,0.735,0.635,UK,True,True,False,True
mule_000223,mule_cust_000223,True,personal_current,2,1456.82,16114.72,38,52,90,4179.29,4462.0,17.3,0.874,0.76,US,True,True,True,True
mule_000224,mule_cust_000224,True,personal_current,1,1099.05,18652.02,40,39,79,3700.03,2987.47,17.68,0.873,0.729,AU,True,True,True,True
mule_000225,mule_cust_000225,True,personal_current,2,959.47,16834.78,43,46,89,4147.63,3880.4,18.75,0.808,0.696,CA,True,True,True,True
mule_000226,mule_cust_000226,True,personal_current,3,1401.61,15583.79,42,38,80,1997.85,875.84,11.46,0.736,0.867,US,True,True,True,True
mule_000227,mule_cust_000227,True,personal_current,1,538.17,14687.34,37,49,86,1834.9,461.95,11.14,0.778,0.803,AU,True,True,True,True
mule_000228,mule_cust_000228,True,personal_current,3,826.84,19820.54,10,45,55,3503.72,761.41,12.28,0.707,0.752,NL,True,True,True,True
mule_000229,mule_cust_000229,True,personal_current,3,558.49,5464.34,36,56,92,2098.08,1512.45,7.21,0.822,0.639,FR,True,False,True,True
mule_000230,mule_cust_000230,True,personal_current,3,1062.21,12110.1,15,18,33,4975.32,2522.41,6.32,0.852,0.645,UK,True,False,False,True
mule_000231,mule_cust_000231,True,personal_current,60,1660.31,19701.63,22,48,70,1008.02,1224.05,17.58,0.789,0.848,DE,False,True,True,True
mule_000232,mule_cust_000232,True,personal_current,2,1261.17,15160.81,30,58,88,4187.3,2520.0,7.48,0.846,0.9,UK,True,False,False,True
mule_000233,mule_cust_000233,True,personal_current,14,810.96,16735.82,44,32,76,3192.35,2626.79,14.31,0.75,0.719,UK,True,True,False,True
mule_000234,mule_cust_000234,True,personal_current,4,1314.54,8416.25,36,48,84,3666.29,2470.23,18.05,0.733,0.837,UK,True,True,False,True
mule_000235,mule_cust_000235,True,personal_current,14,913.65,18156.36,21,20,41,914.22,2162.64,19.71,0.821,0.859,CA,True,True,True,True
mule_000236,mule_cust_000236,True,personal_current,3,928.68,8048.35,33,37,70,2055.39,2374.05,12.38,0.844,0.86,BE,True,True,True,True
mule_000237,mule_cust_000237,True,personal_current,4,1741.28,16467.92,13,21,34,4789.03,1022.06,6.64,0.913,0.732,FR,True,False,True,True
mule_000238,mule_cust_000238,True,personal_current,21,593.69,18251.97,14,27,41,4863.36,1110.24,16.01,0.891,0.879,UK,True,True,False,True
mule_000239,mule_cust_000239,True,personal_current,21,1290.84,14488.16,30,30,60,4135.03,1600.32,16.0,0.832,0.838,BE,True,True,True,True
mule_000240,mule_cust_000240,True,personal_current,2,1991.97,6347.18,39,21,60,411.98,1636.75,14.49,0.717,0.602,ES,True,True,True,True
mule_000241,mule_cust_000241,True,personal_current,14,1713.77,18266.36,44,16,60,701.14,1886.09,15.85,0.77,0.806,UK,True,True,False,True
mule_000242,mule_cust_000242,True,personal_current,3,1323.7,14481.35,22,59,81,3549.23,176.49,6.51,0.917,0.805,UK,True,False,False,True
mule_000243,mule_cust_000243,True,personal_current,14,863.35,12173.9,11,16,27,3608.53,3050.82,8.17,0.916,0.72,UK,True,False,False,True
mule_000244,mule_cust_000244,True,personal_current,1,899.25,5330.4,48,53,101,1284.94,2936.07,19.68,0.851,0.707,AU,True,True,True,True
mule_000245,mule_cust_000245,True,personal_current,1,1832.99,12546.26,19,24,43,4142.87,2562.76,14.56,0.832,0.739,UK,True,True,False,True
mule_000246,mule_cust_000246,True,personal_current,3,934.96,13449.33,13,27,40,4600.6,3284.85,11.02,0.74,0.865,FR,True,True,True,True
mule_000247,mule_cust_000247,True,personal_current,10,907.32,11036.7,40,43,83,424.89,1351.34,15.6,0.716,0.852,UK,True,True,False,True
mule_000248,mule_cust_000248,True,personal_current,2,1611.36,9744.05,20,15,35,823.66,2607.68,18.0,0.843,0.872,ES,True,True,True,True
mule_000249,mule_cust_000249,True,personal_current,4,1065.97,19044.82,46,31,77,3497.69,2298.09,10.81,0.858,0.811,UK,True,True,False,True
mule_000250,mule_cust_000250,True,personal_current,2,1569.57,14995.78,42,38,80,3852.98,4285.86,15.54,0.775,0.632,FR,True,True,True,True
mule_000251,mule_cust_000251,True,personal_current,7,572.28,10400.76,48,42,90,4355.94,2220.46,6.66,0.859,0.831,UK,True,False,False,True
mule_000252,mule_cust_000252,True,personal_current,21,779.03,13281.04,45,45,90,3654.34,1764.55,18.05,0.883,0.794,FR,True,True,True,True
mule_000253,mule_cust_000253,True,personal_current,10,553.91,10921.02,17,21,38,803.48,3356.37,19.62,0.713,0.805,US,True,True,True,True
mule_000254,mule_cust_000254,True,personal_current,5,628.01,5645.1,22,24,46,2810.27,584.42,15.32,0.76,0.873,FR,True,True,True,True
mule_000255,mule_cust_000255,True,personal_current,10,1923.27,5471.33,12,52,64,2748.5,2738.82,5.15,0.816,0.889,CA,True,False,True,True
mule_000256,mule_cust_000256,True,personal_current,7,967.8,16609.87,26,54,80,831.29,3878.51,13.63,0.719,0.715,US,True,True,True,True
mule_000257,mule_cust_000257,True,personal_current,2,1153.26,9981.49,34,47,81,3747.33,1121.2,14.63,0.843,0.77,AU,True,True,True,True
mule_000258,mule_cust_000258,True,personal_current,5,1818.88,15133.7,41,25,66,4182.86,2786.74,9.37,0.752,0.646,IT,True,False,True,True
mule_000259,mule_cust_000259,True,personal_current,10,1906.07,14049.38,22,29,51,486.64,3071.64,13.73,0.948,0.672,CA,True,True,True,True
mule_000260,mule_cust_000260,True,personal_current,7,1466.89,13419.4,31,55,86,1183.91,3306.48,14.3,0.924,0.854,US,True,True,True,True
mule_000261,mule_cust_000261,True,personal_current,2,1972.48,12908.98,13,45,58,3435.83,1280.59,10.18,0.929,0.687,US,True,True,True,True
mule_000262,mule_cust_000262,True,personal_current,21,1561.58,5933.05,14,34,48,3228.42,2097.38,7.01,0.939,0.759,UK,True,False,False,True
mule_000263,mule_cust_000263,True,personal_current,5,1519.43,6143.59,47,36,83,3852.1,2528.84,7.7,0.815,0.768,IT,True,False,True,True
mule_000264,mule_cust_000264,True,personal_current,4,1846.51,15115.23,26,25,51,4007.09,3863.96,8.63,0.94,0.659,NL,True,False,True,True
mule_000265,mule_cust_000265,True,personal_current,90,1567.58,19717.16,21,25,46,2403.02,4149.34,7.64,0.753,0.604,UK,False,False,False,True
mule_000266,mule_cust_000266,True,personal_current,14,1598.18,10325.62,26,57,83,2096.99,4295.1,19.51,0.798,0.856,DE,True,True,True,True
mule_000267,mule_cust_000267,True,personal_current,3,848.06,11873.52,26,34,60,2912.41,3506.58,12.48,0.703,0.603,US,True,True,True,True
mule_000268,mule_cust_000268,True,personal_current,30,843.02,14515.46,33,56,89,1744.02,3838.98,15.93,0.724,0.729,UK,True,True,False,True
mule_000269,mule_cust_000269,True,personal_current,4,1493.65,6777.54,18,41,59,4783.27,2301.84,12.69,0.82,0.791,UK,True,True,False,True
mule_000270,mule_cust_000270,True,personal_current,1,586.55,11665.48,35,28,63,3185.79,4467.12,10.79,0.843,0.725,FR,True,True,True,True
mule_000271,mule_cust_000271,True,personal_current,30,1816.03,19615.58,32,24,56,4231.12,3420.21,8.43,0.939,0.644,AU,True,False,True,True
mule_000272,mule_cust_000272,True,personal_current,2,1147.07,15787.4,30,49,79,1766.42,3802.52,7.16,0.808,0.871,FR,True,False,True,True
mule_000273,mule_cust_000273,True,personal_current,4,1644.66,17347.41,29,29,58,2813.63,1039.4,8.83,0.774,0.778,UK,True,False,False,True
mule_000274,mule_cust_000274,True,personal_current,7,1046.53,9428.63,44,51,95,2408.01,563.48,17.4,0.712,0.818,DE,True,True,True,True
mule_000275,mule_cust_000275,True,personal_current,3,1737.18,12734.89,32,37,69,4668.85,1854.43,13.2,0.833,0.777,UK,True,True,False,True
mule_000276,mule_cust_000276,True,personal_current,3,1584.69,8008.4,48,52,100,248.43,2053.05,18.24,0.713,0.657,US,True,True,True,True
mule_000277,mule_cust_000277,True,personal_current,10,1460.95,11239.16,22,37,59,3126.23,4047.78,17.27,0.763,0.681,UK,True,True,False,True
mule_000278,mule_cust_000278,True,personal_current,3,1999.32,11086.27,25,36,61,2087.34,2719.27,14.92,0.72,0.763,DE,True,True,True,True
mule_000279,mule_cust_000279,True,personal_current,2,1670.95,13756.59,20,46,66,403.63,1304.17,14.02,0.774,0.814,DE,True,True,True,True
mule_000280,mule_cust_000280,True,personal_current,1,1270.78,12633.36,45,31,76,4678.04,3749.65,15.46,0.879,0.739,ES,True,True,True,True
mule_000281,mule_cust_000281,True,personal_current,10,1593.47,17925.36,26,48,74,4073.94,999.3,10.18,0.784,0.894,FR,True,True,True,True
mule_000282,mule_cust_000282,True,personal_current,10,1590.59,13431.09,10,31,41,2026.49,859.2,16.79,0.884,0.715,UK,True,True,False,True
mule_000283,mule_cust_000283,True,personal_current,14,517.13,15555.5,23,48,71,2300.77,1172.13,15.57,0.904,0.764,NL,True,True,True,True
mule_000284,mule_cust_000284,True,personal_current,1,1257.19,15776.81,15,54,69,1060.43,3630.02,13.29,0.799,0.64,IT,True,True,True,True
mule_000285,mule_cust_000285,True,personal_current,1,964.68,9350.68,31,51,82,540.28,1510.95,19.03,0.913,0.895,AU,True,True,True,True
mule_000286,mule_cust_000286,True,personal_current,2,744.22,7803.72,21,25,46,1118.85,1940.7,19.02,0.808,0.863,AU,True,True,True,True
mule_000287,mule_cust_000287,True,personal_current,2,1033.78,6258.79,28,36,64,1795.79,396.15,10.61,0.936,0.793,AU,True,True,True,True
mule_000288,mule_cust_000288,True,personal_current,7,798.49,11275.01,38,34,72,1533.69,1351.99,11.48,0.945,0.62,CA,True,True,True,True
mule_000289,mule_cust_000289,True,personal_current,2,1956.01,6699.55,14,32,46,3581.86,1988.87,10.2,0.799,0.679,UK,True,True,False,True
mule_000290,mule_cust_000290,True,personal_current,4,902.8,9311.92,19,52,71,4848.98,2775.82,6.15,0.719,0.885,UK,True,False,False,True
mule_000291,mule_cust_000291,True,personal_current,1,1398.57,14354.73,11,44,55,3279.83,3211.5,10.6,0.841,0.735,AU,True,True,True,True
mule_000292,mule_cust_000292,True,personal_current,7,1288.63,8742.87,11,43,54,1035.59,659.24,11.74,0.853,0.664,ES,True,True,True,True
mule_000293,mule_cust_000293,True,personal_current,1,1658.45,14378.07,39,39,78,442.35,2879.57,10.78,0.934,0.763,ES,True,True,True,True
mule_000294,mule_cust_000294,True,personal_current,2,1588.59,14258.74,41,46,87,1230.41,3042.73,12.47,0.886,0.698,IT,True,True,True,True
mule_000295,mule_cust_000295,True,personal_current,1,1710.78,17919.79,13,43,56,2661.09,2056.97,19.94,0.757,0.764,AU,True,True,True,True
mule_000296,mule_cust_000296,True,personal_current,10,806.04,14809.91,32,46,78,4575.3,278.34,10.34,0.704,0.623,ES,True,True,True,True
mule_000297,mule_cust_000297,True,personal_current,3,1137.16,8230.17,42,25,67,3055.06,1769.07,10.0,0.921,0.715,US,True,False,True,True
mule_000298,mule_cust_000298,True,personal_current,2,1680.15,10961.72,47,15,62,1416.11,4446.32,9.37,0.893,0.728,UK,True,False,False,True
mule_000299,mule_cust_000299,True,personal_current,14,1000.41,17977.9,42,51,93,3399.02,3575.13,11.82,0.858,0.675,DE,True,True,True,True
mule_000300,mule_cust_000300,True,personal_current,4,1163.82,14739.83,46,29,75,507.23,3737.63,9.39,0.811,0.607,US,True,False,True,True
mule_000301,mule_cust_000301,True,personal_current,5,584.26,12366.44,13,42,55,705.89,3475.32,11.15,0.864,0.678,UK,True,True,False,True
mule_000302,mule_cust_000302,True,personal_current,2,605.74,7784.7,30,21,51,3658.71,3745.22,11.69,0.901,0.602,ES,True,True,True,True
mule_000303,mule_cust_000303,True,personal_current,4,1330.07,8823.23,33,39,72,4174.96,1089.86,17.14,0.897,0.79,US,True,True,True,True
mule_000304,mule_cust_000304,True,personal_current,2,847.68,9779.13,18,20,38,2856.18,2338.63,7.91,0.915,0.803,FR,True,False,True,True
mule_000305,mule_cust_000305,True,personal_current,21,1622.53,11588.16,31,23,54,969.75,3080.36,7.69,0.873,0.669,UK,True,False,False,True
mule_000306,mule_cust_000306,True,personal_current,2,502.99,15781.09,15,58,73,2671.68,851.93,6.25,0.705,0.65,IT,True,False,True,True
mule_000307,mule_cust_000307,True,personal_current,2,1031.41,6580.18,45,48,93,2692.28,2793.72,8.68,0.714,0.717,UK,True,False,False,True
mule_000308,mule_cust_000308,True,personal_current,2,1939.79,14244.51,18,47,65,2258.93,2502.94,15.45,0.876,0.652,CA,True,True,True,True
mule_000309,mule_cust_000309,True,personal_current,4,1805.79,14471.28,22,43,65,2307.66,4414.89,12.68,0.729,0.829,AU,True,True,True,True
mule_000310,mule_cust_000310,True,personal_current,10,1927.16,16647.34,26,57,83,531.42,2213.01,13.41,0.857,0.807,UK,True,True,False,True
mule_000311,mule_cust_000311,True,personal_current,1,1585.17,13034.85,10,43,53,4142.66,3818.47,12.28,0.783,0.837,US,True,True,True,True
mule_000312,mule_cust_000312,True,personal_current,2,1782.46,18238.4,12,25,37,563.36,1837.04,17.05,0.925,0.661,UK,True,True,False,True
mule_000313,mule_cust_000313,True,personal_current,21,1084.11,13126.41,45,29,74,519.51,2970.18,6.11,0.794,0.841,US,True,False,True,True
mule_000314,mule_cust_000314,True,personal_current,90,1338.59,9817.43,28,17,45,1882.5,1770.52,6.03,0.792,0.739,DE,False,False,True,True
mule_000315,mule_cust_000315,True,personal_current,7,1563.15,5125.46,11,23,34,225.5,3649.55,16.59,0.837,0.62,DE,True,True,True,True
mule_000316,mule_cust_000316,True,personal_current,7,1672.94,16276.2,48,46,94,2686.44,760.41,15.07,0.855,0.823,UK,True,True,False,True
mule_000317,mule_cust_000317,True,personal_current,2,1835.61,16249.67,26,30,56,3841.83,2747.63,14.81,0.922,0.774,AU,True,True,True,True
mule_000318,mule_cust_000318,True,personal_current,1,1210.88,15745.96,25,22,47,3024.82,956.37,14.0,0.915,0.861,DE,True,True,True,True
mule_000319,mule_cust_000319,True,personal_current,10,1336.89,13770.02,21,40,61,2363.73,4319.47,11.47,0.837,0.76,AU,True,True,True,True
mule_000320,mule_cust_000320,True,personal_current,10,837.56,12930.87,41,42,83,2422.95,1361.29,14.82,0.906,0.619,DE,True,True,True,True
mule_000321,mule_cust_000321,True,personal_current,14,1192.28,19749.58,33,34,67,3913.58,3403.1,7.26,0.754,0.739,UK,True,False,False,True
mule_000322,mule_cust_000322,True,personal_current,4,1832.7,17364.9,15,39,54,4510.01,4013.31,9.88,0.925,0.899,FR,True,False,True,True
mule_000323,mule_cust_000323,True,personal_current,14,873.51,13650.54,47,41,88,4994.68,1570.88,16.22,0.902,0.857,BE,True,True,True,True
mule_000324,mule_cust_000324,True,personal_current,2,560.53,11167.87,44,25,69,1930.05,3559.26,13.49,0.778,0.796,UK,True,True,False,True
mule_000325,mule_cust_000325,True,personal_current,1,1646.53,14356.15,41,50,91,386.9,3791.47,14.29,0.841,0.787,IT,True,True,True,True
mule_000326,mule_cust_000326,True,personal_current,7,1371.43,19860.19,28,57,85,3445.4,752.19,13.68,0.842,0.861,US,True,True,True,True
mule_000327,mule_cust_000327,True,personal_current,3,1427.79,14496.09,14,35,49,4909.37,2975.36,17.07,0.879,0.778,UK,True,True,False,True
mule_000328,mule_cust_000328,True,personal_current,4,1512.18,15162.97,27,37,64,4640.23,2897.65,5.82,0.861,0.892,UK,True,False,False,True
mule_000329,mule_cust_000329,True,personal_current,5,1621.69,17153.88,10,29,39,1180.0,334.19,13.7,0.813,0.885,UK,True,True,False,True
mule_000330,mule_cust_000330,True,personal_current,7,537.45,7571.51,24,26,50,2383.39,3132.8,18.65,0.86,0.886,IT,True,True,True,True
mule_000331,mule_cust_000331,True,personal_current,7,1750.69,14638.66,35,25,60,3045.63,1693.92,5.78,0.708,0.727,UK,True,False,False,True
mule_000332,mule_cust_000332,True,personal_current,7,1821.46,18243.72,16,30,46,4342.38,4004.51,7.95,0.884,0.686,FR,True,False,True,True
mule_000333,mule_cust_000333,True,personal_current,90,545.04,18460.49,40,22,62,4715.71,3525.22,6.92,0.787,0.731,US,False,False,True,True
mule_000334,mule_cust_000334,True,personal_current,7,1837.84,9590.77,20,48,68,540.97,1066.95,8.44,0.817,0.681,UK,True,False,False,True
mule_000335,mule_cust_000335,True,personal_current,2,720.91,19596.15,49,22,71,2310.75,1360.9,16.97,0.782,0.69,UK,True,True,False,True
mule_000336,mule_cust_000336,True,personal_current,1,884.69,10329.8,22,46,68,4881.79,890.0,18.47,0.894,0.623,BE,True,True,True,True
mule_000337,mule_cust_000337,True,personal_current,2,647.87,17439.71,20,42,62,3162.65,828.52,12.18,0.895,0.691,US,True,True,True,True
mule_000338,mule_cust_000338,True,personal_current,1,761.37,18131.08,10,45,55,1671.02,3727.36,5.85,0.805,0.738,DE,True,False,True,True
mule_000339,mule_cust_000339,True,personal_current,5,1500.82,16655.74,24,56,80,1706.6,2490.4,17.6,0.947,0.867,US,True,True,True,True
mule_000340,mule_cust_000340,True,personal_current,2,1234.09,16124.62,21,58,79,3497.79,3012.66,6.76,0.9,0.637,AU,True,False,True,True
mule_000341,mule_cust_000341,True,personal_current,4,1270.78,18549.47,26,51,77,2648.71,3352.64,12.69,0.917,0.721,NL,True,True,True,True
mule_000342,mule_cust_000342,True,personal_current,30,1612.4,9191.24,47,42,89,993.45,3866.03,12.36,0.802,0.871,AU,True,True,True,True
mule_000343,mule_cust_000343,True,personal_current,5,1338.15,10567.54,15,28,43,1413.43,4234.19,18.41,0.784,0.819,CA,True,True,True,True
mule_000344,mule_cust_000344,True,personal_current,3,1982.78,5378.56,40,35,75,4395.54,1236.06,8.95,0.7,0.861,FR,True,False,True,True
mule_000345,mule_cust_000345,True,personal_current,7,1625.4,7280.73,42,15,57,1885.85,557.93,12.29,0.93,0.612,UK,True,True,False,True
mule_000346,mule_cust_000346,True,personal_current,2,857.22,18626.52,48,51,99,2438.24,3458.5,7.32,0.822,0.729,CA,True,False,True,True
mule_000347,mule_cust_000347,True,personal_current,90,1654.17,10967.99,39,32,71,1019.4,282.52,8.07,0.785,0.753,AU,False,False,True,True
mule_000348,mule_cust_000348,True,personal_current,30,1264.78,12519.13,32,44,76,2845.57,2056.08,17.59,0.74,0.607,US,True,True,True,True
mule_000349,mule_cust_000349,True,personal_current,2,574.42,15868.97,23,22,45,1549.04,904.71,10.7,0.9,0.718,DE,True,True,True,True
mule_000350,mule_cust_000350,True,personal_current,1,1659.16,8554.0,38,35,73,2915.75,4191.78,10.81,0.717,0.606,FR,True,True,True,True
mule_000351,mule_cust_000351,True,personal_current,5,1662.87,8516.38,20,38,58,344.5,4332.49,15.02,0.933,0.68,AU,True,True,True,True
mule_000352,mule_cust_000352,True,personal_current,7,976.32,17721.64,46,18,64,1881.98,4121.25,10.1,0.814,0.803,CA,True,True,True,True
mule_000353,mule_cust_000353,True,personal_current,3,1153.47,16917.21,44,54,98,1703.18,3845.47,6.33,0.948,0.762,BE,True,False,True,True
mule_000354,mule_cust_000354,True,personal_current,30,1179.22,7977.37,36,23,59,1351.95,3239.08,9.09,0.785,0.735,ES,True,False,True,True
mule_000355,mule_cust_000355,True,personal_current,2,507.54,5901.45,18,40,58,3308.08,1337.73,7.66,0.774,0.634,ES,True,False,True,True
mule_000356,mule_cust_000356,True,personal_current,14,1193.59,17974.44,35,48,83,4309.44,1701.94,16.36,0.774,0.69,UK,True,True,False,True
mule_000357,mule_cust_000357,True,personal_current,4,1594.57,19103.31,30,39,69,4343.05,3727.85,7.6,0.821,0.635,AU,True,False,True,True
mule_000358,mule_cust_000358,True,personal_current,45,705.63,16008.25,34,35,69,3001.3,1847.02,10.33,0.711,0.665,UK,False,True,False,True
mule_000359,mule_cust_000359,True,personal_current,7,658.78,18095.29,49,37,86,3558.51,1937.23,13.41,0.936,0.625,UK,True,True,False,True
mule_000360,mule_cust_000360,True,personal_current,10,648.11,6134.92,46,59,105,3008.38,1134.3,18.44,0.896,0.81,AU,True,True,True,True
mule_000361,mule_cust_000361,True,personal_current,21,834.59,18096.63,22,22,44,1622.52,4231.67,17.28,0.946,0.678,NL,True,True,True,True
mule_000362,mule_cust_000362,True,personal_current,4,1021.28,5755.24,34,26,60,2713.22,1099.43,19.84,0.844,0.641,AU,True,True,True,True
mule_000363,mule_cust_000363,True,personal_current,21,1617.77,6146.6,44,59,103,4010.86,838.62,5.78,0.839,0.647,FR,True,False,True,True
mule_000364,mule_cust_000364,True,personal_current,3,1869.34,13485.32,23,22,45,4080.35,3732.76,10.77,0.815,0.691,ES,True,True,True,True
mule_000365,mule_cust_000365,True,personal_current,1,1900.62,15258.0,34,48,82,356.76,2218.84,11.12,0.74,0.797,NL,True,True,True,True
mule_000366,mule_cust_000366,True,personal_current,5,1572.13,6026.76,24,33,57,3913.15,341.58,15.4,0.862,0.669,AU,True,True,True,True
mule_000367,mule_cust_000367,True,personal_current,45,570.18,9794.78,26,21,47,1425.61,610.55,10.32,0.803,0.803,AU,False,True,True,True
mule_000368,mule_cust_000368,True,personal_current,1,1092.89,7726.68,25,42,67,4554.79,829.83,8.3,0.83,0.813,UK,True,False,False,True
mule_000369,mule_cust_000369,True,personal_current,3,1953.01,8935.14,48,59,107,4215.19,368.43,11.97,0.795,0.695,UK,True,True,False,True
mule_000370,mule_cust_000370,True,personal_current,1,972.24,5645.79,38,53,91,3711.18,3736.45,7.2,0.908,0.762,FR,True,False,True,True
mule_000371,mule_cust_000371,True,personal_current,4,1068.56,18725.91,41,56,97,4252.22,2255.49,12.71,0.777,0.772,US,True,True,True,True
mule_000372,mule_cust_000372,True,personal_current,1,908.0,5095.69,26,46,72,4835.59,1868.93,15.93,0.786,0.801,FR,True,True,True,True
mule_000373,mule_cust_000373,True,personal_current,45,1100.32,16749.47,20,27,47,4953.6,262.1,14.05,0.865,0.806,UK,False,True,False,True
mule_000374,mule_cust_000374,True,personal_current,30,771.77,14341.3,14,37,51,2202.53,846.98,7.56,0.805,0.827,IT,True,False,True,True
mule_000375,mule_cust_000375,True,personal_current,1,1089.66,6503.68,34,28,62,966.2,1609.96,6.15,0.759,0.849,ES,True,False,True,True
mule_000376,mule_cust_000376,True,personal_current,3,896.77,9198.39,11,26,37,372.46,4182.09,8.21,0.805,0.603,FR,True,False,True,True
mule_000377,mule_cust_000377,True,personal_current,10,1920.13,16724.23,21,27,48,2917.83,177.22,5.93,0.834,0.77,DE,True,False,True,True
mule_000378,mule_cust_000378,True,personal_current,1,1269.77,7916.71,21,27,48,4195.34,3654.57,8.36,0.757,0.845,ES,True,False,True,True
mule_000379,mule_cust_000379,True,personal_current,1,1175.09,10061.81,21,51,72,600.92,1068.4,16.29,0.713,0.748,US,True,True,True,True
mule_000380,mule_cust_000380,True,personal_current,3,1091.86,12949.11,28,27,55,2945.58,3653.63,16.4,0.738,0.645,UK,True,True,False,True
mule_000381,mule_cust_000381,True,personal_current,3,1112.68,15195.46,14,50,64,3007.23,1618.27,17.04,0.762,0.893,US,True,True,True,True
